physical_risk_id,counterparty_id,hazard_type,acute_risk_score,chronic_risk_score,exposure_amount_meur,bank_id,country,assessment_horizon,scenario_basis,data_source,hazard_category,high_risk_flag,financial_impact_meur,portfolio_pct,nace_code
PR000199,CP00109,heatwave,4,3,2.07,BANK02,PL,2030,RCP_2.6,ECB_climate_indicators,acute,True,0.08,0.011,G45
PR000200,CP00109,sea_level_rise,3,5,2.07,BANK02,PL,2030,RCP_2.6,ECB_climate_indicators,chronic,True,0.15,0.011,G45
PR000201,CP00109,windstorm,4,4,2.07,BANK02,PL,2050,RCP_8.5,ECB_climate_indicators,acute,True,0.1,0.011,G45
PR000202,CP00110,drought,3,3,10.6,BANK02,LU,2050,RCP_2.6,ECB_climate_indicators,chronic,False,0.76,0.054,E36
PR000203,CP00111,heatwave,3,3,180.4,BANK02,BE,2050,RCP_2.6,ECB_climate_indicators,acute,False,4.34,0.919,B06
PR000204,CP00111,wildfire,4,3,180.4,BANK02,BE,2030,RCP_2.6,ECB_climate_indicators,acute,True,8.23,0.919,B06
PR000205,CP00111,drought,4,3,180.4,BANK02,BE,2030,RCP_2.6,ECB_climate_indicators,chronic,True,11.73,0.919,B06
PR000206,CP00112,windstorm,2,4,223.13,BANK02,IE,2050,RCP_2.6,ECB_climate_indicators,acute,True,14.38,1.136,H49
PR000207,CP00113,drought,3,4,25.3,BANK02,IT,2050,RCP_4.5,ECB_climate_indicators,chronic,True,1.85,0.129,C22
PR000208,CP00113,wildfire,3,2,25.3,BANK02,IT,2050,RCP_4.5,ECB_climate_indicators,acute,False,1.42,0.129,C22
PR000209,CP00113,flood,5,4,25.3,BANK02,IT,2050,RCP_2.6,ECB_climate_indicators,acute,True,3.46,0.129,C22
PR000210,CP00114,sea_level_rise,4,2,53.21,BANK02,ES,2050,RCP_2.6,ECB_climate_indicators,chronic,True,4.48,0.271,C22
PR000211,CP00114,heatwave,3,4,53.21,BANK02,ES,2030,RCP_4.5,ECB_climate_indicators,acute,True,1.45,0.271,C22
PR000212,CP00114,windstorm,4,1,53.21,BANK02,ES,2050,RCP_4.5,ECB_climate_indicators,acute,True,3.0,0.271,C22
PR000213,CP00115,sea_level_rise,3,4,26.71,BANK02,BE,2030,RCP_4.5,ECB_climate_indicators,chronic,True,1.91,0.136,G46
PR000214,CP00115,wildfire,2,2,26.71,BANK02,BE,2050,RCP_2.6,ECB_climate_indicators,acute,False,1.89,0.136,G46
PR000215,CP00115,drought,3,3,26.71,BANK02,BE,2050,RCP_2.6,ECB_climate_indicators,chronic,False,0.89,0.136,G46
PR000216,CP00116,wildfire,2,4,66.68,BANK02,IE,2030,RCP_4.5,ECB_climate_indicators,acute,True,2.74,0.34,C24
PR000217,CP00116,windstorm,2,4,66.68,BANK02,IE,2050,RCP_2.6,ECB_climate_indicators,acute,True,4.34,0.34,C24
PR000218,CP00116,drought,3,3,66.68,BANK02,IE,2050,RCP_4.5,ECB_climate_indicators,chronic,False,3.39,0.34,C24
PR000219,CP00117,sea_level_rise,3,5,5.12,BANK02,IT,2050,RCP_4.5,ECB_climate_indicators,chronic,True,0.38,0.026,E38
PR000220,CP00118,flood,4,2,28.12,BANK02,FR,2030,RCP_2.6,ECB_climate_indicators,acute,True,2.29,0.143,J63
PR000221,CP00118,drought,5,5,28.12,BANK02,FR,2050,RCP_4.5,ECB_climate_indicators,chronic,True,1.79,0.143,J63
PR000222,CP00118,heatwave,3,5,28.12,BANK02,FR,2030,RCP_2.6,ECB_climate_indicators,acute,True,0.57,0.143,J63
PR000223,CP00119,heatwave,1,3,15.32,BANK02,ES,2030,RCP_8.5,ECB_climate_indicators,acute,False,0.74,0.078,C10
PR000224,CP00120,drought,2,2,422.22,BANK02,IT,2030,RCP_4.5,ECB_climate_indicators,chronic,False,18.04,2.15,I56
PR000225,CP00120,wildfire,2,2,422.22,BANK02,IT,2050,RCP_2.6,ECB_climate_indicators,acute,False,38.64,2.15,I56
PR000226,CP00120,heatwave,2,2,422.22,BANK02,IT,2050,RCP_8.5,ECB_climate_indicators,acute,False,11.99,2.15,I56
PR000227,CP00121,drought,1,4,19.31,BANK02,FR,2030,RCP_2.6,ECB_climate_indicators,chronic,True,1.28,0.098,C29
PR000228,CP00121,heatwave,2,5,19.31,BANK02,FR,2030,RCP_8.5,ECB_climate_indicators,acute,True,0.83,0.098,C29
PR000229,CP00121,flood,2,1,19.31,BANK02,FR,2030,RCP_8.5,ECB_climate_indicators,acute,False,2.64,0.098,C29
PR000230,CP00122,wildfire,2,2,68.6,BANK02,BE,2050,RCP_2.6,ECB_climate_indicators,acute,False,4.06,0.349,H52
PR000231,CP00122,windstorm,3,3,68.6,BANK02,BE,2050,RCP_8.5,ECB_climate_indicators,acute,False,2.69,0.349,H52
PR000232,CP00123,sea_level_rise,2,3,14.84,BANK02,IT,2050,RCP_2.6,ECB_climate_indicators,chronic,False,1.17,0.076,D35
PR000233,CP00123,heatwave,4,3,14.84,BANK02,IT,2030,RCP_4.5,ECB_climate_indicators,acute,True,0.64,0.076,D35
PR000234,CP00123,drought,1,5,14.84,BANK02,IT,2050,RCP_4.5,ECB_climate_indicators,chronic,True,0.47,0.076,D35
PR000235,CP00124,drought,5,3,23.96,BANK02,NL,2030,RCP_8.5,ECB_climate_indicators,chronic,True,1.41,0.122,C27
PR000236,CP00124,heatwave,4,2,23.96,BANK02,NL,2030,RCP_2.6,ECB_climate_indicators,acute,True,0.63,0.122,C27
PR000237,CP00124,flood,3,2,23.96,BANK02,NL,2030,RCP_8.5,ECB_climate_indicators,acute,False,2.98,0.122,C27
PR000238,CP00125,wildfire,3,3,13.49,BANK02,ES,2030,RCP_4.5,ECB_climate_indicators,acute,False,1.03,0.069,C10
PR000239,CP00125,sea_level_rise,3,4,13.49,BANK02,ES,2030,RCP_8.5,ECB_climate_indicators,chronic,True,1.12,0.069,C10
PR000240,CP00125,windstorm,3,2,13.49,BANK02,ES,2050,RCP_2.6,ECB_climate_indicators,acute,False,0.72,0.069,C10
PR000241,CP00126,wildfire,2,1,95.21,BANK02,DE,2030,RCP_8.5,ECB_climate_indicators,acute,False,3.82,0.485,C19
PR000242,CP00127,heatwave,3,2,134.77,BANK02,FR,2030,RCP_4.5,ECB_climate_indicators,acute,False,4.3,0.686,H52
PR000243,CP00128,sea_level_rise,3,3,19.08,BANK02,IT,2030,RCP_2.6,ECB_climate_indicators,chronic,False,1.52,0.097,G46
PR000244,CP00128,windstorm,3,2,19.08,BANK02,IT,2050,RCP_4.5,ECB_climate_indicators,acute,False,1.01,0.097,G46
PR000245,CP00128,drought,3,1,19.08,BANK02,IT,2030,RCP_8.5,ECB_climate_indicators,chronic,False,0.87,0.097,G46
PR000246,CP00129,windstorm,1,3,1721.38,BANK02,FR,2050,RCP_2.6,ECB_climate_indicators,acute,False,108.04,8.765,C30
PR000247,CP00129,drought,3,2,1721.38,BANK02,FR,2030,RCP_8.5,ECB_climate_indicators,chronic,False,131.2,8.765,C30
PR000248,CP00129,wildfire,3,5,1721.38,BANK02,FR,2030,RCP_8.5,ECB_climate_indicators,acute,True,131.29,8.765,C30
PR000249,CP00130,drought,2,3,12.08,BANK02,AT,2030,RCP_4.5,ECB_climate_indicators,chronic,False,0.77,0.062,F42
PR000250,CP00130,windstorm,5,2,12.08,BANK02,AT,2030,RCP_2.6,ECB_climate_indicators,acute,True,0.78,0.062,F42
PR000251,CP00130,heatwave,3,5,12.08,BANK02,AT,2050,RCP_8.5,ECB_climate_indicators,acute,True,0.52,0.062,F42
PR000252,CP00131,windstorm,3,2,6.2,BANK02,ES,2030,RCP_4.5,ECB_climate_indicators,acute,False,0.3,0.032,C27
PR000253,CP00131,sea_level_rise,4,5,6.2,BANK02,ES,2030,RCP_2.6,ECB_climate_indicators,chronic,True,0.63,0.032,C27
PR000254,CP00131,wildfire,1,5,6.2,BANK02,ES,2050,RCP_4.5,ECB_climate_indicators,acute,True,0.36,0.032,C27
PR000255,CP00132,drought,5,2,36.89,BANK02,PT,2050,RCP_8.5,ECB_climate_indicators,chronic,True,1.76,0.188,C27
PR000256,CP00132,heatwave,1,2,36.89,BANK02,PT,2030,RCP_2.6,ECB_climate_indicators,acute,False,1.32,0.188,C27
PR000257,CP00132,sea_level_rise,1,2,36.89,BANK02,PT,2050,RCP_4.5,ECB_climate_indicators,chronic,False,2.03,0.188,C27
PR000258,CP00133,wildfire,2,4,872.72,BANK02,FR,2030,RCP_8.5,ECB_climate_indicators,acute,True,60.5,4.444,H49
PR000259,CP00133,drought,3,2,872.72,BANK02,FR,2050,RCP_2.6,ECB_climate_indicators,chronic,False,46.16,4.444,H49
PR000260,CP00134,heatwave,2,2,237.5,BANK02,IE,2030,RCP_8.5,ECB_climate_indicators,acute,False,10.44,1.209,B07
PR000261,CP00134,flood,3,3,237.5,BANK02,IE,2030,RCP_4.5,ECB_climate_indicators,acute,False,29.0,1.209,B07
PR000262,CP00135,windstorm,5,3,13.63,BANK02,LU,2030,RCP_2.6,ECB_climate_indicators,acute,True,0.54,0.069,C13
PR000263,CP00135,drought,2,4,13.63,BANK02,LU,2030,RCP_2.6,ECB_climate_indicators,chronic,True,0.98,0.069,C13
PR000264,CP00136,drought,5,2,209.39,BANK02,BE,2050,RCP_2.6,ECB_climate_indicators,chronic,True,9.61,1.066,H51
PR000265,CP00136,sea_level_rise,3,2,209.39,BANK02,BE,2050,RCP_8.5,ECB_climate_indicators,chronic,False,14.84,1.066,H51
PR000266,CP00137,wildfire,1,5,5.58,BANK02,FR,2030,RCP_4.5,ECB_climate_indicators,acute,True,0.44,0.028,F41
PR000267,CP00137,windstorm,2,4,5.58,BANK02,FR,2030,RCP_4.5,ECB_climate_indicators,acute,True,0.31,0.028,F41
PR000268,CP00138,sea_level_rise,5,4,75.12,BANK02,DE,2030,RCP_2.6,ECB_climate_indicators,chronic,True,4.73,0.383,B05
PR000269,CP00139,sea_level_rise,3,2,11.34,BANK02,IT,2030,RCP_2.6,ECB_climate_indicators,chronic,False,1.35,0.058,A02
PR000270,CP00139,heatwave,4,1,11.34,BANK02,IT,2050,RCP_8.5,ECB_climate_indicators,acute,True,0.48,0.058,A02
PR000271,CP00139,flood,1,3,11.34,BANK02,IT,2050,RCP_2.6,ECB_climate_indicators,acute,False,1.36,0.058,A02
PR000272,CP00140,heatwave,2,1,1013.84,BANK02,LU,2030,RCP_8.5,ECB_climate_indicators,acute,False,22.85,5.162,H49
PR000273,CP00140,sea_level_rise,3,4,1013.84,BANK02,LU,2050,RCP_2.6,ECB_climate_indicators,chronic,True,53.96,5.162,H49
PR000274,CP00141,sea_level_rise,2,2,240.38,BANK02,NL,2050,RCP_8.5,ECB_climate_indicators,chronic,False,25.38,1.224,C22
PR000275,CP00142,heatwave,2,3,61.76,BANK02,IE,2030,RCP_2.6,ECB_climate_indicators,acute,False,1.76,0.314,B05
PR000276,CP00142,sea_level_rise,2,4,61.76,BANK02,IE,2030,RCP_4.5,ECB_climate_indicators,chronic,True,3.21,0.314,B05
PR000277,CP00142,wildfire,3,2,61.76,BANK02,IE,2050,RCP_8.5,ECB_climate_indicators,acute,False,5.14,0.314,B05
PR000278,CP00143,drought,3,5,155.84,BANK02,BE,2030,RCP_2.6,ECB_climate_indicators,chronic,True,7.42,0.794,B07
PR000279,CP00143,wildfire,3,1,155.84,BANK02,BE,2050,RCP_8.5,ECB_climate_indicators,acute,False,8.57,0.794,B07
PR000280,CP00144,wildfire,4,2,1175.32,BANK02,NL,2050,RCP_2.6,ECB_climate_indicators,acute,True,100.45,5.985,C25
PR000281,CP00144,heatwave,1,4,1175.32,BANK02,NL,2050,RCP_4.5,ECB_climate_indicators,acute,True,27.75,5.985,C25
PR000282,CP00145,drought,3,3,448.33,BANK02,PL,2030,RCP_2.6,ECB_climate_indicators,chronic,False,29.22,2.283,B06
PR000283,CP00145,sea_level_rise,2,2,448.33,BANK02,PL,2030,RCP_8.5,ECB_climate_indicators,chronic,False,39.03,2.283,B06
PR000284,CP00146,windstorm,3,4,2.26,BANK02,FR,2030,RCP_2.6,ECB_climate_indicators,acute,True,0.12,0.012,F43
PR000285,CP00147,heatwave,3,3,20.9,BANK02,ES,2030,RCP_4.5,ECB_climate_indicators,acute,False,0.61,0.106,C29
PR000286,CP00147,windstorm,3,3,20.9,BANK02,ES,2050,RCP_4.5,ECB_climate_indicators,acute,False,1.37,0.106,C29
PR000287,CP00148,flood,2,2,3.92,BANK02,ES,2050,RCP_8.5,ECB_climate_indicators,acute,False,0.47,0.02,F42
PR000288,CP00148,sea_level_rise,3,4,3.92,BANK02,ES,2030,RCP_4.5,ECB_climate_indicators,chronic,True,0.35,0.02,F42
PR000289,CP00149,flood,3,3,5.49,BANK02,DE,2050,RCP_8.5,ECB_climate_indicators,acute,False,0.49,0.028,H51
PR000290,CP00149,wildfire,3,3,5.49,BANK02,DE,2050,RCP_4.5,ECB_climate_indicators,acute,False,0.3,0.028,H51
PR000291,CP00149,heatwave,4,3,5.49,BANK02,DE,2030,RCP_4.5,ECB_climate_indicators,acute,True,0.15,0.028,H51
PR000292,CP00150,flood,3,1,1295.87,BANK02,LU,2030,RCP_2.6,ECB_climate_indicators,acute,False,122.52,6.599,D35
PR000293,CP00150,sea_level_rise,5,3,1295.87,BANK02,LU,2030,RCP_2.6,ECB_climate_indicators,chronic,True,111.33,6.599,D35
PR000294,CP00150,wildfire,5,4,1295.87,BANK02,LU,2050,RCP_4.5,ECB_climate_indicators,acute,True,70.7,6.599,D35
PR000295,CP00151,heatwave,3,4,580.06,BANK02,DE,2030,RCP_4.5,ECB_climate_indicators,acute,True,13.11,2.954,C23
PR000296,CP00151,flood,2,2,580.06,BANK02,DE,2030,RCP_2.6,ECB_climate_indicators,acute,False,86.3,2.954,C23
PR000297,CP00152,drought,4,3,59.7,BANK02,NL,2030,RCP_4.5,ECB_climate_indicators,chronic,True,2.77,0.304,F42
PR000298,CP00153,sea_level_rise,3,2,27.92,BANK02,ES,2030,RCP_8.5,ECB_climate_indicators,chronic,False,2.98,0.142,F41
PR000299,CP00154,flood,5,3,61.4,BANK02,LU,2030,RCP_2.6,ECB_climate_indicators,acute,True,8.75,0.313,C30
PR000300,CP00154,heatwave,1,2,61.4,BANK02,LU,2030,RCP_2.6,ECB_climate_indicators,acute,False,2.71,0.313,C30
PR000301,CP00155,wildfire,4,4,730.62,BANK02,BE,2030,RCP_4.5,ECB_climate_indicators,acute,True,63.0,3.72,A02
PR000302,CP00155,sea_level_rise,4,3,730.62,BANK02,BE,2050,RCP_4.5,ECB_climate_indicators,chronic,True,57.17,3.72,A02
PR000303,CP00155,windstorm,2,1,730.62,BANK02,BE,2030,RCP_2.6,ECB_climate_indicators,acute,False,25.43,3.72,A02
PR000304,CP00156,wildfire,2,5,1269.41,BANK02,DE,2050,RCP_2.6,ECB_climate_indicators,acute,True,68.04,6.464,C30
PR000305,CP00156,windstorm,1,2,1269.41,BANK02,DE,2050,RCP_8.5,ECB_climate_indicators,acute,False,82.77,6.464,C30
PR000306,CP00156,sea_level_rise,1,3,1269.41,BANK02,DE,2030,RCP_4.5,ECB_climate_indicators,chronic,False,131.07,6.464,C30
PR000307,CP00157,flood,1,4,772.58,BANK02,FR,2050,RCP_8.5,ECB_climate_indicators,acute,True,73.88,3.934,F42
PR000308,CP00157,windstorm,3,4,772.58,BANK02,FR,2030,RCP_2.6,ECB_climate_indicators,acute,True,52.89,3.934,F42
PR000309,CP00157,drought,5,3,772.58,BANK02,FR,2050,RCP_2.6,ECB_climate_indicators,chronic,True,53.53,3.934,F42
PR000310,CP00158,wildfire,3,4,1.88,BANK02,PL,2030,RCP_2.6,ECB_climate_indicators,acute,True,0.17,0.01,G46
PR000311,CP00158,drought,2,2,1.88,BANK02,PL,2030,RCP_8.5,ECB_climate_indicators,chronic,False,0.08,0.01,G46
PR000312,CP00158,flood,4,1,1.88,BANK02,PL,2050,RCP_2.6,ECB_climate_indicators,acute,True,0.25,0.01,G46
PR000313,CP00159,heatwave,1,3,448.83,BANK02,NL,2050,RCP_8.5,ECB_climate_indicators,acute,False,21.21,2.285,C19
PR000314,CP00160,heatwave,2,2,846.76,BANK02,IT,2050,RCP_2.6,ECB_climate_indicators,acute,False,39.18,4.312,I56
PR000315,CP00160,wildfire,1,3,846.76,BANK02,IT,2050,RCP_2.6,ECB_climate_indicators,acute,False,34.45,4.312,I56
PR000316,CP00160,windstorm,1,2,846.76,BANK02,IT,2050,RCP_8.5,ECB_climate_indicators,acute,False,42.22,4.312,I56
PR000317,CP00161,drought,3,3,78.75,BANK03,PT,2050,RCP_8.5,ECB_climate_indicators,chronic,False,4.64,0.327,J58
PR000318,CP00161,windstorm,5,4,78.75,BANK03,PT,2030,RCP_4.5,ECB_climate_indicators,acute,True,5.39,0.327,J58
PR000319,CP00162,heatwave,4,2,98.11,BANK03,IT,2050,RCP_8.5,ECB_climate_indicators,acute,True,4.44,0.407,H50
PR000320,CP00163,flood,2,4,5.98,BANK03,PL,2030,RCP_8.5,ECB_climate_indicators,acute,True,0.89,0.025,M70
PR000321,CP00163,drought,3,5,5.98,BANK03,PL,2030,RCP_2.6,ECB_climate_indicators,chronic,True,0.42,0.025,M70
PR000322,CP00163,wildfire,4,3,5.98,BANK03,PL,2050,RCP_2.6,ECB_climate_indicators,acute,True,0.45,0.025,M70
PR000323,CP00164,windstorm,3,2,276.39,BANK03,DE,2030,RCP_4.5,ECB_climate_indicators,acute,False,10.01,1.147,J63
PR000324,CP00164,heatwave,4,3,276.39,BANK03,DE,2030,RCP_2.6,ECB_climate_indicators,acute,True,7.84,1.147,J63
PR000325,CP00164,drought,2,3,276.39,BANK03,DE,2050,RCP_4.5,ECB_climate_indicators,chronic,False,14.54,1.147,J63
PR000326,CP00165,wildfire,4,3,113.84,BANK03,IE,2030,RCP_2.6,ECB_climate_indicators,acute,True,9.41,0.473,Q87
PR000327,CP00166,wildfire,3,3,161.9,BANK03,NL,2050,RCP_8.5,ECB_climate_indicators,acute,False,8.12,0.672,F43
PR000328,CP00167,wildfire,2,2,0.96,BANK03,DE,2050,RCP_2.6,ECB_climate_indicators,acute,False,0.07,0.004,N78
PR000329,CP00167,drought,2,4,0.96,BANK03,DE,2030,RCP_8.5,ECB_climate_indicators,chronic,True,0.05,0.004,N78
PR000330,CP00167,sea_level_rise,2,1,0.96,BANK03,DE,2030,RCP_2.6,ECB_climate_indicators,chronic,False,0.08,0.004,N78
PR000331,CP00168,flood,1,3,6.89,BANK03,IE,2050,RCP_4.5,ECB_climate_indicators,acute,False,0.57,0.029,C17
PR000332,CP00168,drought,1,3,6.89,BANK03,IE,2030,RCP_4.5,ECB_climate_indicators,chronic,False,0.41,0.029,C17
PR000333,CP00169,wildfire,5,4,1156.44,BANK03,PT,2050,RCP_8.5,ECB_climate_indicators,acute,True,110.88,4.801,G45
PR000334,CP00169,flood,2,3,1156.44,BANK03,PT,2050,RCP_2.6,ECB_climate_indicators,acute,False,162.39,4.801,G45
PR000335,CP00170,windstorm,1,2,80.57,BANK03,FI,2030,RCP_8.5,ECB_climate_indicators,acute,False,3.76,0.334,I56
PR000336,CP00170,sea_level_rise,4,3,80.57,BANK03,FI,2030,RCP_2.6,ECB_climate_indicators,chronic,True,4.71,0.334,I56
PR000337,CP00171,sea_level_rise,2,4,1832.21,BANK03,BE,2030,RCP_2.6,ECB_climate_indicators,chronic,True,125.33,7.606,B08
PR000338,CP00171,flood,3,2,1832.21,BANK03,BE,2050,RCP_2.6,ECB_climate_indicators,acute,False,173.07,7.606,B08
PR000339,CP00172,windstorm,1,2,296.45,BANK03,AT,2030,RCP_4.5,ECB_climate_indicators,acute,False,12.39,1.231,Q87
PR000340,CP00172,wildfire,1,3,296.45,BANK03,AT,2050,RCP_4.5,ECB_climate_indicators,acute,False,26.36,1.231,Q87
PR000341,CP00173,drought,1,3,753.42,BANK03,DE,2050,RCP_4.5,ECB_climate_indicators,chronic,False,24.2,3.128,N78
PR000342,CP00174,heatwave,4,1,113.71,BANK03,IT,2030,RCP_4.5,ECB_climate_indicators,acute,True,3.25,0.472,C22
PR000343,CP00174,flood,3,3,113.71,BANK03,IT,2050,RCP_8.5,ECB_climate_indicators,acute,False,9.79,0.472,C22
PR000344,CP00175,wildfire,4,2,11.09,BANK03,BE,2030,RCP_8.5,ECB_climate_indicators,acute,True,0.93,0.046,M70
PR000345,CP00176,drought,3,3,78.9,BANK03,BE,2050,RCP_8.5,ECB_climate_indicators,chronic,False,5.57,0.328,C13
PR000346,CP00176,sea_level_rise,3,2,78.9,BANK03,BE,2050,RCP_8.5,ECB_climate_indicators,chronic,False,5.9,0.328,C13
PR000347,CP00176,heatwave,3,4,78.9,BANK03,BE,2050,RCP_8.5,ECB_climate_indicators,acute,True,3.78,0.328,C13
PR000348,CP00177,wildfire,2,3,53.62,BANK03,IT,2030,RCP_2.6,ECB_climate_indicators,acute,False,4.66,0.223,F42
PR000349,CP00178,windstorm,4,5,32.44,BANK03,PL,2030,RCP_2.6,ECB_climate_indicators,acute,True,0.98,0.135,C27
PR000350,CP00178,drought,4,3,32.44,BANK03,PL,2050,RCP_2.6,ECB_climate_indicators,chronic,True,1.55,0.135,C27
PR000351,CP00178,sea_level_rise,2,4,32.44,BANK03,PL,2050,RCP_4.5,ECB_climate_indicators,chronic,True,2.57,0.135,C27
PR000352,CP00179,sea_level_rise,3,4,53.01,BANK03,DE,2030,RCP_8.5,ECB_climate_indicators,chronic,True,2.9,0.22,M70
PR000353,CP00179,windstorm,2,4,53.01,BANK03,DE,2050,RCP_8.5,ECB_climate_indicators,acute,True,3.49,0.22,M70
PR000354,CP00179,wildfire,3,2,53.01,BANK03,DE,2050,RCP_4.5,ECB_climate_indicators,acute,False,3.12,0.22,M70
PR000355,CP00180,flood,2,1,2836.44,BANK03,IT,2050,RCP_4.5,ECB_climate_indicators,acute,False,353.49,11.775,Q87
PR000356,CP00180,windstorm,4,2,2836.44,BANK03,IT,2050,RCP_8.5,ECB_climate_indicators,acute,True,166.65,11.775,Q87
PR000357,CP00181,sea_level_rise,3,1,1025.22,BANK03,IE,2030,RCP_4.5,ECB_climate_indicators,chronic,False,97.25,4.256,M70
PR000358,CP00181,wildfire,3,5,1025.22,BANK03,IE,2050,RCP_4.5,ECB_climate_indicators,acute,True,93.75,4.256,M70
PR000359,CP00182,sea_level_rise,3,4,571.67,BANK03,IT,2050,RCP_4.5,ECB_climate_indicators,chronic,True,34.04,2.373,N78
PR000360,CP00182,heatwave,1,2,571.67,BANK03,IT,2050,RCP_4.5,ECB_climate_indicators,acute,False,11.63,2.373,N78
PR000361,CP00183,wildfire,4,3,480.67,BANK03,FR,2050,RCP_8.5,ECB_climate_indicators,acute,True,47.7,1.995,C11
PR000362,CP00184,wildfire,4,1,142.74,BANK03,FI,2050,RCP_8.5,ECB_climate_indicators,acute,True,10.01,0.593,I56
PR000363,CP00184,drought,2,2,142.74,BANK03,FI,2030,RCP_8.5,ECB_climate_indicators,chronic,False,6.95,0.593,I56
PR000364,CP00185,windstorm,2,3,1721.91,BANK03,DE,2050,RCP_2.6,ECB_climate_indicators,acute,False,118.24,7.148,C30
PR000365,CP00186,wildfire,3,1,247.29,BANK03,NL,2050,RCP_8.5,ECB_climate_indicators,acute,False,19.01,1.027,C24
PR000366,CP00186,heatwave,3,5,247.29,BANK03,NL,2030,RCP_2.6,ECB_climate_indicators,acute,True,9.22,1.027,C24
PR000367,CP00187,wildfire,2,5,1867.91,BANK03,LU,2030,RCP_8.5,ECB_climate_indicators,acute,True,127.58,7.754,C10
PR000368,CP00187,heatwave,5,2,1867.91,BANK03,LU,2050,RCP_2.6,ECB_climate_indicators,acute,True,80.49,7.754,C10
PR000369,CP00188,sea_level_rise,1,4,797.59,BANK03,DE,2030,RCP_4.5,ECB_climate_indicators,chronic,True,83.79,3.311,C29
PR000370,CP00188,wildfire,4,1,797.59,BANK03,DE,2050,RCP_2.6,ECB_climate_indicators,acute,True,32.04,3.311,C29
PR000371,CP00188,windstorm,3,5,797.59,BANK03,DE,2050,RCP_8.5,ECB_climate_indicators,acute,True,49.1,3.311,C29
PR000372,CP00189,drought,2,3,15.91,BANK03,BE,2050,RCP_8.5,ECB_climate_indicators,chronic,False,0.61,0.066,G46
PR000373,CP00189,flood,2,2,15.91,BANK03,BE,2030,RCP_4.5,ECB_climate_indicators,acute,False,1.41,0.066,G46
PR000374,CP00190,windstorm,2,5,1.38,BANK03,IE,2050,RCP_2.6,ECB_climate_indicators,acute,True,0.06,0.006,C30
PR000375,CP00190,sea_level_rise,2,2,1.38,BANK03,IE,2050,RCP_4.5,ECB_climate_indicators,chronic,False,0.15,0.006,C30
PR000376,CP00190,heatwave,5,4,1.38,BANK03,IE,2030,RCP_8.5,ECB_climate_indicators,acute,True,0.05,0.006,C30
PR000377,CP00191,windstorm,2,3,14.63,BANK03,AT,2050,RCP_4.5,ECB_climate_indicators,acute,False,0.56,0.061,C30
PR000378,CP00191,heatwave,4,4,14.63,BANK03,AT,2030,RCP_8.5,ECB_climate_indicators,acute,True,0.6,0.061,C30
PR000379,CP00191,flood,3,2,14.63,BANK03,AT,2050,RCP_4.5,ECB_climate_indicators,acute,False,1.56,0.061,C30
PR000380,CP00192,sea_level_rise,4,4,17.45,BANK03,DE,2030,RCP_4.5,ECB_climate_indicators,chronic,True,1.94,0.072,P85
PR000381,CP00192,heatwave,2,2,17.45,BANK03,DE,2050,RCP_4.5,ECB_climate_indicators,acute,False,0.69,0.072,P85
PR000382,CP00192,drought,4,4,17.45,BANK03,DE,2050,RCP_4.5,ECB_climate_indicators,chronic,True,1.04,0.072,P85
PR000383,CP00193,heatwave,3,2,125.52,BANK03,IT,2030,RCP_4.5,ECB_climate_indicators,acute,False,5.12,0.521,P85
PR000384,CP00193,wildfire,3,3,125.52,BANK03,IT,2050,RCP_8.5,ECB_climate_indicators,acute,False,12.07,0.521,P85
PR000385,CP00193,drought,3,2,125.52,BANK03,IT,2050,RCP_4.5,ECB_climate_indicators,chronic,False,4.78,0.521,P85
PR000386,CP00194,windstorm,1,2,38.47,BANK03,IT,2050,RCP_4.5,ECB_climate_indicators,acute,False,2.22,0.16,N78
PR000387,CP00194,flood,3,1,38.47,BANK03,IT,2050,RCP_2.6,ECB_climate_indicators,acute,False,5.5,0.16,N78
PR000388,CP00195,drought,2,3,2.1,BANK03,ES,2050,RCP_4.5,ECB_climate_indicators,chronic,False,0.16,0.009,C27
PR000389,CP00195,wildfire,1,4,2.1,BANK03,ES,2030,RCP_4.5,ECB_climate_indicators,acute,True,0.11,0.009,C27
PR000390,CP00195,flood,5,2,2.1,BANK03,ES,2050,RCP_2.6,ECB_climate_indicators,acute,True,0.17,0.009,C27
PR000391,CP00196,windstorm,2,3,1877.65,BANK03,IT,2030,RCP_2.6,ECB_climate_indicators,acute,False,110.39,7.795,E36
PR000392,CP00196,drought,3,3,1877.65,BANK03,IT,2030,RCP_4.5,ECB_climate_indicators,chronic,False,86.96,7.795,E36
PR000393,CP00197,flood,1,3,59.87,BANK03,FR,2050,RCP_8.5,ECB_climate_indicators,acute,False,6.8,0.249,J62
PR000394,CP00198,wildfire,4,4,8.19,BANK03,LU,2030,RCP_4.5,ECB_climate_indicators,acute,True,0.51,0.034,I56
PR000395,CP00198,drought,2,3,8.19,BANK03,LU,2050,RCP_4.5,ECB_climate_indicators,chronic,False,0.41,0.034,I56
PR000396,CP00198,windstorm,3,5,8.19,BANK03,LU,2050,RCP_2.6,ECB_climate_indicators,acute,True,0.31,0.034,I56
PR000397,CP00199,drought,4,4,1367.47,BANK03,LU,2030,RCP_8.5,ECB_climate_indicators,chronic,True,96.46,5.677,F41
PR000398,CP00199,sea_level_rise,2,3,1367.47,BANK03,LU,2030,RCP_4.5,ECB_climate_indicators,chronic,False,78.18,5.677,F41
