counterparty_id,bank_id,legal_name,nace_code,country,annual_revenue_meur,evic_meur,nace_description,sector_carbon_tier,country_name,is_listed,sme_flag,onboarded_date,ppp_adjusted_gdp_meur,national_scope1_tco2e,national_scope2_tco2e,national_scope3_tco2e,sbti_target_flag,data_source_type,transition_risk_score
CP00172,BANK03,Residential AT Group 172,Q87,AT,648.1,895.0,Residential care activities,low,Austria,True,False,2018-05-11,,,,,False,cdp_disclosure,1.73
CP00173,BANK03,Employment DE Group 173,N78,DE,1225.8,2118.3,Employment activities,low,Germany,True,False,2016-08-19,,,,,False,estimated_economic,6.95
CP00174,BANK03,Manufacture IT Group 174,C22,IT,556.4,848.0,Manufacture of rubber and plastic,medium,Italy,True,False,2021-11-01,,,,,False,estimated_economic,6.16
CP00175,BANK03,Management BE Group 175,M70,BE,26.5,75.3,Management consultancy,low,Belgium,False,True,2016-08-09,,,,,False,audited_report,2.29
CP00176,BANK03,Manufacture BE Group 176,C13,BE,119.9,287.8,Manufacture of textiles,medium,Belgium,False,False,2024-01-09,,,,,False,cdp_disclosure,3.92
CP00177,BANK03,Civil IT Group 177,F42,IT,218.7,291.5,Civil engineering,medium,Italy,False,False,2021-08-03,,,,,False,estimated_economic,8.05
CP00178,BANK03,Manufacture PL Group 178,C27,PL,590.1,1193.4,Manufacture of electrical equipment,medium,Poland,True,False,2019-04-25,,,,,False,estimated_economic,4.19
CP00179,BANK03,Management DE Group 179,M70,DE,69.8,128.9,Management consultancy,low,Germany,False,False,2018-04-26,,,,,False,estimated_economic,3.51
CP00180,BANK03,Residential IT Group 180,Q87,IT,4303.6,10263.3,Residential care activities,low,Italy,True,False,2021-05-07,,,,,False,estimated_economic,1.9
CP00181,BANK03,Management IE Group 181,M70,IE,4176.5,11857.5,Management consultancy,low,Ireland,False,False,2024-05-04,,,,,False,estimated_economic,4.43
CP00182,BANK03,Employment IT Group 182,N78,IT,1249.1,2863.8,Employment activities,low,Italy,True,False,2022-02-20,,,,,False,cdp_disclosure,4.1
CP00183,BANK03,Manufacture FR Group 183,C11,FR,926.3,2391.2,Manufacture of beverages,medium,France,False,False,2016-07-14,,,,,False,estimated_economic,7.67
CP00184,BANK03,Food FI Group 184,I56,FI,435.5,764.8,Food and beverage service,medium,Finland,True,False,2021-07-01,,,,,False,estimated_economic,2.42
CP00185,BANK03,Manufacture DE Group 185,C30,DE,2684.6,4800.3,Manufacture of other transport equipment,medium,Germany,True,False,2017-04-02,,,,,False,audited_report,5.22
CP00186,BANK03,Manufacture NL Group 186,C24,NL,4115.9,8872.0,Manufacture of basic metals (steel),high,Netherlands,False,False,2024-04-24,,,,,False,estimated_economic,4.11
CP00187,BANK03,Manufacture LU Group 187,C10,LU,3408.5,10025.4,Manufacture of food products,medium,Luxembourg,True,False,2024-10-05,,,,,False,proxy_model,3.63
CP00188,BANK03,Manufacture DE Group 188,C29,DE,3878.6,5637.0,Manufacture of motor vehicles,medium,Germany,False,False,2024-08-24,,,,,False,estimated_economic,5.49
CP00189,BANK03,Wholesale BE Group 189,G46,BE,78.0,212.3,Wholesale trade,low,Belgium,False,False,2021-04-01,,,,,False,estimated_economic,2.55
CP00190,BANK03,Manufacture IE Group 190,C30,IE,5.5,11.9,Manufacture of other transport equipment,medium,Ireland,False,True,2020-02-06,,,,,False,proxy_model,1.22
CP00191,BANK03,Manufacture AT Group 191,C30,AT,30.7,57.9,Manufacture of other transport equipment,medium,Austria,False,True,2022-02-28,,,,,False,proxy_model,6.43
CP00192,BANK03,Education DE Group 192,P85,DE,25.2,31.4,Education,low,Germany,False,True,2024-11-30,,,,,False,estimated_economic,5.49
CP00193,BANK03,Education IT Group 193,P85,IT,339.0,802.0,Education,low,Italy,False,False,2020-03-16,,,,,True,audited_report,0
CP00194,BANK03,Employment IT Group 194,N78,IT,84.1,122.1,Employment activities,low,Italy,False,False,2015-06-02,,,,,False,estimated_economic,5.65
CP00195,BANK03,Manufacture ES Group 195,C27,ES,9.8,27.4,Manufacture of electrical equipment,medium,Spain,False,True,2016-07-09,,,,,False,estimated_economic,5.98
CP00196,BANK03,Water IT Group 196,E36,IT,3533.0,8668.8,"Water collection, treatment, supply",medium,Italy,False,False,2021-08-02,,,,,False,cdp_disclosure,4.11
CP00197,BANK03,Computer FR Group 197,J62,FR,88.0,121.3,Computer programming & IT services,low,France,False,False,2020-06-27,,,,,True,estimated_economic,4.75
CP00198,BANK03,Food LU Group 198,I56,LU,34.6,84.5,Food and beverage service,medium,Luxembourg,False,True,2017-06-08,,,,,False,estimated_economic,5.88
CP00199,BANK03,Construction LU Group 199,F41,LU,1846.5,2546.0,Construction of buildings,medium,Luxembourg,False,False,2021-02-08,,,,,False,proxy_model,5.26
CP00200,BANK03,Employment BE Group 200,N78,BE,7.6,12.9,Employment activities,low,Belgium,False,True,2016-05-15,,,,,False,estimated_economic,3.72
CP00201,BANK03,Education PT Group 201,P85,PT,9.4,14.9,Education,low,Portugal,False,True,2022-03-04,,,,,False,proxy_model,3.13
CP00202,BANK03,Accommodation DE Group 202,I55,DE,1149.2,1882.9,Accommodation (hotels),medium,Germany,True,False,2021-05-01,,,,,False,estimated_economic,2.53
CP00203,BANK03,Manufacture PT Group 203,C11,PT,230.5,519.9,Manufacture of beverages,medium,Portugal,False,False,2017-08-12,,,,,False,audited_report,2.11
CP00204,BANK03,Manufacture FR Group 204,C28,FR,2521.1,3038.2,Manufacture of machinery,medium,France,False,False,2016-08-15,,,,,False,estimated_economic,5.97
CP00205,BANK03,Residential NL Group 205,Q87,NL,1246.1,1741.9,Residential care activities,low,Netherlands,False,False,2016-06-23,,,,,False,estimated_economic,1.92
CP00206,BANK03,Forestry IE Group 206,A02,IE,25.9,46.2,Forestry and logging,high,Ireland,False,True,2016-12-14,,,,,False,estimated_economic,8.38
CP00207,BANK03,Manufacture DE Group 207,C25,DE,91.8,128.9,Manufacture of fabricated metal,medium,Germany,False,False,2015-09-18,,,,,False,estimated_economic,4.5
CP00208,BANK03,Civil IE Group 208,F42,IE,173.7,242.5,Civil engineering,medium,Ireland,False,False,2020-08-25,,,,,False,estimated_economic,1.95
CP00209,BANK03,Manufacture NL Group 209,C13,NL,761.6,2159.7,Manufacture of textiles,medium,Netherlands,False,False,2018-05-20,,,,,False,proxy_model,7.41
CP00210,BANK03,Civil PL Group 210,F42,PL,7.6,15.7,Civil engineering,medium,Poland,False,True,2019-07-04,,,,,False,proxy_model,6.68
CP00211,BANK03,Waste DE Group 211,E38,DE,687.4,1373.7,Waste management,medium,Germany,False,False,2018-08-12,,,,,False,cdp_disclosure,1.8
CP00212,BANK03,Food DE Group 212,I56,DE,33.5,78.4,Food and beverage service,medium,Germany,False,True,2021-02-24,,,,,False,estimated_economic,4.85
CP00213,BANK03,Publishing IT Group 213,J58,IT,310.6,537.6,Publishing activities,low,Italy,False,False,2019-10-29,,,,,False,audited_report,8.92
CP00214,BANK03,Manufacture BE Group 214,C20,BE,1812.9,4299.6,Manufacture of chemicals,high,Belgium,False,False,2023-01-31,,,,,False,cdp_disclosure,3.42
CP00215,BANK03,Management ES Group 215,M70,ES,2313.5,4499.4,Management consultancy,low,Spain,False,False,2019-06-22,,,,,False,estimated_economic,5.54
CP00216,BANK03,Waste DE Group 216,E38,DE,95.6,229.2,Waste management,medium,Germany,False,False,2019-03-14,,,,,False,estimated_economic,1.6
CP00217,BANK03,Human BE Group 217,Q86,BE,132.7,181.0,Human health activities,low,Belgium,False,False,2015-12-16,,,,,False,cdp_disclosure,7.18
CP00218,BANK03,Manufacture DE Group 218,C19,DE,824.9,2195.2,Manufacture of coke and refined petroleum,high,Germany,False,False,2021-07-30,,,,,False,proxy_model,4.35
CP00219,BANK03,Human NL Group 219,Q86,NL,512.9,994.7,Human health activities,low,Netherlands,False,False,2023-06-01,,,,,False,proxy_model,5.33
CP00220,BANK03,Waste LU Group 220,E38,LU,7.2,12.4,Waste management,medium,Luxembourg,False,True,2018-07-03,,,,,False,estimated_economic,7.24
CP00221,BANK04,Wholesale NL Group 221,G46,NL,21.8,51.9,Wholesale trade,low,Netherlands,False,True,2017-07-07,,,,,False,estimated_economic,5.38
CP00222,BANK04,Employment IT Group 222,N78,IT,233.8,328.9,Employment activities,low,Italy,True,False,2017-07-15,,,,,False,estimated_economic,4.89
CP00223,BANK04,Architectural PT Group 223,M71,PT,4203.8,11237.5,Architectural & engineering activities,low,Portugal,False,False,2022-03-17,,,,,False,estimated_economic,1.66
CP00224,BANK04,Information NL Group 224,J63,NL,471.5,1154.3,Information service activities,low,Netherlands,True,False,2018-01-24,,,,,False,estimated_economic,5.48
CP00225,BANK04,Real IT Group 225,L68,IT,52.4,63.5,Real estate activities,low,Italy,False,False,2024-10-02,,,,,False,estimated_economic,4.62
CP00226,BANK04,Water BE Group 226,E36,BE,8.1,20.5,"Water collection, treatment, supply",medium,Belgium,False,True,2015-05-06,,,,,False,estimated_economic,4.68
CP00227,BANK04,Manufacture NL Group 227,C27,NL,67.4,135.9,Manufacture of electrical equipment,medium,Netherlands,False,False,2016-10-06,,,,,False,estimated_economic,2.89
CP00228,BANK04,Wholesale AT Group 228,G46,AT,1072.8,2383.4,Wholesale trade,low,Austria,True,False,2015-08-04,,,,,False,proxy_model,4.58
CP00229,BANK04,Water AT Group 229,E36,AT,7.1,9.6,"Water collection, treatment, supply",medium,Austria,False,True,2019-12-20,,,,,False,estimated_economic,5.25
CP00230,BANK04,Insurance ES Group 230,K65,ES,106.2,179.7,Insurance,low,Spain,False,False,2023-06-20,,,,,False,estimated_economic,2.63
CP00231,BANK04,Computer IT Group 231,J62,IT,10.8,26.1,Computer programming & IT services,low,Italy,False,True,2021-08-26,,,,,False,proxy_model,4.31
CP00232,BANK04,Computer BE Group 232,J62,BE,6.9,13.2,Computer programming & IT services,low,Belgium,False,True,2021-09-20,,,,,False,proxy_model,3.67
CP00233,BANK04,Manufacture FR Group 233,C22,FR,3435.4,8867.6,Manufacture of rubber and plastic,medium,France,False,False,2018-03-31,,,,,False,proxy_model,1.59
CP00234,BANK04,Wholesale DE Group 234,G45,DE,873.1,1323.8,Wholesale & retail trade of motor vehicles,low,Germany,True,False,2022-11-22,,,,,False,cdp_disclosure,4.83
CP00235,BANK04,Land NL Group 235,H49,NL,506.0,929.8,Land transport (road & rail),medium,Netherlands,True,False,2023-04-28,,,,,False,audited_report,0.49
CP00236,BANK04,Manufacture DE Group 236,C13,DE,2907.3,8000.3,Manufacture of textiles,medium,Germany,False,False,2021-06-06,,,,,False,audited_report,3.97
CP00237,BANK04,Retail BE Group 237,G47,BE,37.0,71.4,Retail trade,low,Belgium,False,True,2018-08-23,,,,,False,estimated_economic,5.81
CP00238,BANK04,Waste LU Group 238,E38,LU,120.3,293.7,Waste management,medium,Luxembourg,False,False,2019-01-22,,,,,False,proxy_model,1.88
CP00239,BANK04,Manufacture PT Group 239,C27,PT,26.9,60.8,Manufacture of electrical equipment,medium,Portugal,False,True,2020-11-16,,,,,False,estimated_economic,8.73
CP00240,BANK04,Manufacture FI Group 240,C27,FI,865.8,1384.3,Manufacture of electrical equipment,medium,Finland,False,False,2015-11-09,,,,,False,estimated_economic,4.43
CP00241,BANK04,Computer DE Group 241,J62,DE,169.8,480.6,Computer programming & IT services,low,Germany,False,False,2018-12-02,,,,,False,cdp_disclosure,4.81
CP00242,BANK04,Wholesale PL Group 242,G46,PL,432.8,634.4,Wholesale trade,low,Poland,True,False,2017-11-14,,,,,False,estimated_economic,4.61
CP00243,BANK04,Civil NL Group 243,F42,NL,956.4,2276.2,Civil engineering,medium,Netherlands,True,False,2023-09-01,,,,,True,proxy_model,0.25
CP00244,BANK04,Insurance ES Group 244,K65,ES,246.2,552.2,Insurance,low,Spain,False,False,2024-11-21,,,,,False,proxy_model,1.0
CP00245,BANK04,Information BE Group 245,J63,BE,374.6,1032.3,Information service activities,low,Belgium,False,False,2016-09-10,,,,,False,estimated_economic,2.42
CP00246,BANK04,Publishing ES Group 246,J58,ES,392.8,1034.4,Publishing activities,low,Spain,False,False,2018-12-12,,,,,False,estimated_economic,2.14
CP00247,BANK04,Computer IT Group 247,J62,IT,113.7,148.1,Computer programming & IT services,low,Italy,False,False,2024-04-29,,,,,False,cdp_disclosure,3.47
CP00248,BANK04,Food BE Group 248,I56,BE,4286.5,5840.5,Food and beverage service,medium,Belgium,False,False,2019-04-24,,,,,False,estimated_economic,1.37
CP00249,BANK04,Publishing NL Group 249,J58,NL,1189.7,3346.1,Publishing activities,low,Netherlands,True,False,2024-01-31,,,,,False,estimated_economic,1.89
CP00250,BANK04,Information FR Group 250,J63,FR,327.4,688.3,Information service activities,low,France,False,False,2020-01-20,,,,,False,proxy_model,3.96
CP00251,BANK04,Manufacture FI Group 251,C28,FI,53.7,133.5,Manufacture of machinery,medium,Finland,False,False,2020-08-28,,,,,False,estimated_economic,3.83
CP00252,BANK04,Insurance DE Group 252,K65,DE,665.1,1984.5,Insurance,low,Germany,False,False,2021-11-02,,,,,False,cdp_disclosure,3.94
CP00253,BANK04,Waste IT Group 253,E38,IT,35.4,68.5,Waste management,medium,Italy,False,True,2018-10-17,,,,,False,proxy_model,5.79
CP00254,BANK04,Real DE Group 254,L68,DE,391.4,705.4,Real estate activities,low,Germany,True,False,2021-04-04,,,,,True,estimated_economic,2.23
CP00255,BANK04,Real FR Group 255,L68,FR,743.4,1770.6,Real estate activities,low,France,False,False,2024-10-16,,,,,False,estimated_economic,5.65
CP00256,BANK05,Extraction DE Group 256,B06,DE,490.7,1398.6,Extraction of crude petroleum and natural gas,high,Germany,True,False,2022-05-11,,,,,True,proxy_model,6.5
CP00257,BANK05,Waste IT Group 257,E38,IT,305.6,882.7,Waste management,medium,Italy,True,False,2019-03-23,,,,,False,estimated_economic,2.13
CP00258,BANK05,Manufacture IT Group 258,C29,IT,12.1,29.8,Manufacture of motor vehicles,medium,Italy,False,True,2023-04-15,,,,,False,estimated_economic,2.12
CP00259,BANK05,Residential LU Group 259,Q87,LU,9.6,23.1,Residential care activities,low,Luxembourg,False,True,2020-09-13,,,,,False,estimated_economic,2.28
CP00260,BANK05,Manufacture IT Group 260,C23,IT,17.4,27.6,"Manufacture of cement, lime and plaster",high,Italy,False,True,2023-08-05,,,,,False,estimated_economic,7.46
CP00261,BANK05,Air FR Group 261,H51,FR,13.0,17.4,Air transport,high,France,False,True,2024-06-20,,,,,False,estimated_economic,5.78
CP00262,BANK05,Water ES Group 262,H50,ES,208.6,527.7,Water transport,medium,Spain,False,False,2022-06-04,,,,,False,proxy_model,5.4
CP00263,BANK05,Manufacture IE Group 263,C20,IE,12.4,23.3,Manufacture of chemicals,high,Ireland,False,True,2016-10-26,,,,,False,audited_report,4.91
CP00264,BANK05,Mining BE Group 264,B07,BE,375.2,1059.9,Mining of metal ores,high,Belgium,False,False,2015-06-28,,,,,False,estimated_economic,5.98
CP00265,BANK05,Manufacture BE Group 265,C24,BE,25.9,51.8,Manufacture of basic metals (steel),high,Belgium,False,True,2018-03-13,,,,,False,estimated_economic,4.6
CP00266,BANK05,Specialised IE Group 266,F43,IE,25.2,41.1,Specialised construction,medium,Ireland,False,True,2024-01-26,,,,,False,proxy_model,0.28
CP00267,BANK05,Water FI Group 267,H50,FI,19.1,46.2,Water transport,medium,Finland,False,True,2021-05-25,,,,,True,proxy_model,1.74
CP00268,BANK05,Human ES Group 268,Q86,ES,35.1,66.2,Human health activities,low,Spain,False,True,2020-11-30,,,,,False,proxy_model,1.35
CP00269,BANK05,Manufacture FR Group 269,C24,FR,19.9,45.5,Manufacture of basic metals (steel),high,France,False,True,2024-10-15,,,,,False,estimated_economic,6.07
CP00270,BANK05,Manufacture BE Group 270,C17,BE,2100.6,4617.5,Manufacture of paper and paper products,high,Belgium,True,False,2024-06-26,,,,,False,audited_report,3.1
CP00271,BANK05,Manufacture DE Group 271,C11,DE,8.9,13.2,Manufacture of beverages,medium,Germany,False,True,2020-01-15,,,,,False,estimated_economic,5.35
CP00272,BANK05,Information FR Group 272,J63,FR,102.9,298.8,Information service activities,low,France,False,False,2017-06-28,,,,,False,estimated_economic,3.55
CP00273,BANK05,Warehousing FI Group 273,H52,FI,3100.4,6035.9,Warehousing and support transport,medium,Finland,True,False,2019-03-12,,,,,False,proxy_model,5.83
CP00274,BANK05,Manufacture PL Group 274,C17,PL,66.8,83.5,Manufacture of paper and paper products,high,Poland,False,False,2016-02-10,,,,,False,estimated_economic,3.98
CP00275,BANK05,Food BE Group 275,I56,BE,1186.2,1717.2,Food and beverage service,medium,Belgium,True,False,2024-04-21,,,,,False,estimated_economic,3.84
CP00276,BANK05,Air PT Group 276,H51,PT,947.4,1936.9,Air transport,high,Portugal,False,False,2015-11-21,,,,,False,cdp_disclosure,4.29
CP00277,BANK05,Crop FR Group 277,A01,FR,14.1,40.8,Crop and animal production,high,France,False,True,2021-10-29,,,,,False,audited_report,3.1
CP00278,BANK05,Manufacture DE Group 278,C11,DE,36.7,63.9,Manufacture of beverages,medium,Germany,False,True,2015-07-15,,,,,False,proxy_model,5.71
CP00279,BANK05,Manufacture BE Group 279,C17,BE,370.2,486.1,Manufacture of paper and paper products,high,Belgium,False,False,2020-08-09,,,,,True,estimated_economic,3.63
CP00280,BANK05,Manufacture DE Group 280,C27,DE,176.2,288.2,Manufacture of electrical equipment,medium,Germany,False,False,2016-08-11,,,,,False,proxy_model,1.95
CP00281,BANK05,Manufacture DE Group 281,C19,DE,57.3,127.6,Manufacture of coke and refined petroleum,high,Germany,False,False,2017-02-06,,,,,False,estimated_economic,9.14
CP00282,BANK05,Manufacture DE Group 282,C30,DE,4206.9,5560.8,Manufacture of other transport equipment,medium,Germany,False,False,2020-09-09,,,,,False,proxy_model,4.48
CP00283,BANK05,Water ES Group 283,H50,ES,5.8,16.1,Water transport,medium,Spain,False,True,2015-06-28,,,,,False,estimated_economic,3.59
CP00284,BANK05,Manufacture PL Group 284,C29,PL,28.9,35.5,Manufacture of motor vehicles,medium,Poland,False,True,2023-11-04,,,,,False,cdp_disclosure,1.84
CP00285,BANK05,Forestry FR Group 285,A02,FR,469.2,650.6,Forestry and logging,high,France,False,False,2023-06-27,,,,,True,audited_report,5.78
CP00286,BANK05,Manufacture DE Group 286,C20,DE,217.8,580.3,Manufacture of chemicals,high,Germany,True,False,2023-09-27,,,,,False,proxy_model,3.49
CP00287,BANK05,Water PL Group 287,E36,PL,136.6,208.7,"Water collection, treatment, supply",medium,Poland,False,False,2016-07-06,,,,,False,estimated_economic,4.3
CP00288,BANK05,Forestry IE Group 288,A02,IE,118.3,204.4,Forestry and logging,high,Ireland,False,False,2015-06-29,,,,,False,estimated_economic,7.94
CP00289,BANK05,Water FI Group 289,H50,FI,44.3,77.9,Water transport,medium,Finland,False,True,2019-06-20,,,,,False,estimated_economic,3.18
CP00290,BANK05,Human NL Group 290,Q86,NL,28.8,73.6,Human health activities,low,Netherlands,False,True,2017-02-21,,,,,False,proxy_model,2.73
CP00291,BANK05,Manufacture FI Group 291,C19,FI,7.0,16.7,Manufacture of coke and refined petroleum,high,Finland,False,True,2018-01-24,,,,,False,estimated_economic,3.47
CP00292,BANK05,Extraction IT Group 292,B06,IT,2335.9,5928.4,Extraction of crude petroleum and natural gas,high,Italy,False,False,2019-05-03,,,,,False,cdp_disclosure,5.82
CP00293,BANK05,Manufacture FR Group 293,C20,FR,597.3,1111.7,Manufacture of chemicals,high,France,False,False,2017-12-28,,,,,False,proxy_model,3.47
CP00294,BANK05,Warehousing AT Group 294,H52,AT,8.6,19.6,Warehousing and support transport,medium,Austria,False,True,2024-03-22,,,,,False,estimated_economic,2.36
CP00295,BANK05,Mining IT Group 295,B07,IT,10.2,18.3,Mining of metal ores,high,Italy,False,True,2018-04-25,,,,,False,audited_report,6.77
CP00296,BANK05,Manufacture NL Group 296,C20,NL,95.1,232.2,Manufacture of chemicals,high,Netherlands,False,False,2018-12-10,,,,,False,cdp_disclosure,3.73
CP00297,BANK05,"Electricity, AT Group 297",D35,AT,2721.6,6278.0,"Electricity, gas, steam supply",high,Austria,True,False,2022-03-04,,,,,False,proxy_model,2.41
CP00298,BANK05,Education LU Group 298,P85,LU,8.4,19.7,Education,low,Luxembourg,False,True,2019-01-28,,,,,False,proxy_model,3.48
CP00299,BANK05,Manufacture AT Group 299,C10,AT,15.1,19.0,Manufacture of food products,medium,Austria,False,True,2024-07-08,,,,,False,estimated_economic,3.09
CP00300,BANK05,Manufacture IE Group 300,C27,IE,6.4,8.5,Manufacture of electrical equipment,medium,Ireland,False,True,2023-09-24,,,,,False,estimated_economic,1.94
CP90001,BANK01,Sovereign DE,O84,DE,,,Public administration and defence,low,Germany,False,False,2015-01-01,4580000,675000000,102049800,3819277796,False,estimated_economic,4.78
CP90002,BANK02,Sovereign FR,O84,FR,,,Public administration and defence,low,France,False,False,2015-01-01,3680000,290000000,50682248,1136331950,False,proxy_model,2.05
CP90003,BANK03,Sovereign IT,O84,IT,,,Public administration and defence,low,Italy,False,False,2015-01-01,3020000,330000000,53472701,1425598471,False,estimated_economic,2.6
CP90004,BANK04,Sovereign NL,O84,NL,,,Public administration and defence,low,Netherlands,False,False,2015-01-01,1120000,150000000,23556277,572496498,False,estimated_economic,3.19
CP90005,BANK05,Sovereign ES,O84,ES,,,Public administration and defence,low,Spain,False,False,2015-01-01,2320000,240000000,39874468,1205538596,False,cdp_disclosure,5.05
