exposure_id,bank_id,counterparty_id,outstanding_amount_meur,product_type,committed_amount_meur,pcaf_asset_class,origination_date,maturity_date,currency,stage,eu_taxonomy_aligned,green_label_flag,green_taxonomy,total_project_cost_meur,instrument_type,interest_rate_pct,undrawn_amount_meur,origination_property_value_meur,has_control
EXP000179,BANK01,CP00088,492.9,mortgage,607.4,commercial_re,2023-02-21,2026-02-20,EUR,stage_1,False,False,,,,5.03,114.5,755.53,
EXP000180,BANK01,CP00089,69.73,term_loan,77.87,business_loan,2019-06-20,2024-06-18,EUR,stage_2,False,False,,,,6.75,8.14,,
EXP000181,BANK01,CP00089,51.44,mortgage,60.76,commercial_re,2021-08-29,2028-08-27,EUR,stage_2,False,False,,,,3.67,9.32,72.97,
EXP000182,BANK01,CP00090,26.84,term_loan,31.67,business_loan,2019-03-09,2024-03-07,EUR,stage_1,False,False,,,,4.07,4.83,,
EXP000183,BANK02,CP00091,37.41,revolving_credit,50.17,business_loan,2023-03-13,2030-03-11,EUR,stage_1,False,False,,,,2.95,12.76,,
EXP000184,BANK02,CP00092,282.06,project_finance,298.79,project_finance,2020-05-30,2027-05-29,EUR,stage_2,False,False,,775.99,project_loan,6.06,16.73,,False
EXP000185,BANK02,CP00093,2.12,term_loan,2.93,business_loan,2019-12-14,2022-12-13,EUR,stage_1,False,False,,,,6.77,0.81,,
EXP000186,BANK02,CP00093,7.03,term_loan,7.37,business_loan,2019-02-22,2024-02-21,EUR,stage_1,False,False,,,,2.81,0.34,,
EXP000187,BANK02,CP00094,7.73,revolving_credit,9.54,business_loan,2018-12-11,2033-12-07,EUR,stage_1,False,False,,,,7.09,1.81,,
EXP000188,BANK02,CP00095,23.25,corporate_bond,31.67,listed_equity,2019-06-12,2022-06-11,EUR,stage_1,False,False,,,,6.65,8.42,,
EXP000189,BANK02,CP00095,13.36,revolving_credit,15.67,business_loan,2019-11-20,2034-11-16,EUR,stage_1,False,False,,,,6.12,2.31,,
EXP000190,BANK02,CP00095,35.06,revolving_credit,47.8,business_loan,2021-12-20,2026-12-19,EUR,stage_1,False,False,,,,3.87,12.74,,
EXP000191,BANK02,CP00095,20.12,project_finance,25.33,project_finance,2024-12-02,2029-12-01,EUR,stage_2,False,False,,38.58,project_loan,4.99,5.21,,False
EXP000192,BANK02,CP00096,263.51,revolving_credit,331.25,business_loan,2022-09-14,2027-09-13,EUR,stage_1,False,False,,,,6.49,67.74,,
EXP000193,BANK02,CP00096,1202.39,project_finance,1578.46,project_finance,2018-03-21,2028-03-18,EUR,stage_1,False,False,,2475.42,project_loan,4.3,376.07,,False
EXP000194,BANK02,CP00097,18.42,revolving_credit,19.74,business_loan,2022-05-10,2029-05-08,EUR,stage_1,False,False,,,,4.09,1.32,,
EXP000195,BANK02,CP00097,18.14,mortgage,21.98,commercial_re,2018-08-28,2028-08-25,EUR,stage_3,False,False,,,,6.33,3.84,27.31,
EXP000196,BANK02,CP00098,16.52,corporate_bond,21.91,business_loan,2020-12-27,2035-12-24,EUR,stage_1,False,False,,,,7.09,5.39,,
EXP000197,BANK02,CP00098,72.02,term_loan,98.96,business_loan,2022-05-10,2029-05-08,EUR,stage_1,False,False,,,,7.46,26.94,,
EXP000198,BANK02,CP00098,24.97,revolving_credit,25.25,business_loan,2022-01-09,2037-01-05,EUR,stage_2,False,False,,,,6.0,0.28,,
EXP000199,BANK02,CP00098,45.22,project_finance,55.03,project_finance,2020-02-11,2030-02-08,EUR,stage_1,False,False,,85.97,project_equity,3.38,9.81,,True
EXP000200,BANK02,CP00099,33.08,term_loan,37.47,business_loan,2023-05-12,2026-05-11,EUR,stage_1,False,False,,,,5.57,4.39,,
EXP000201,BANK02,CP00100,1.62,mortgage,1.63,mortgage,2021-08-18,2024-08-17,EUR,stage_2,False,False,,,,5.43,0.01,2.52,
EXP000202,BANK02,CP00101,800.89,mortgage,1026.59,mortgage,2018-10-25,2025-10-23,EUR,stage_1,False,False,,,,5.81,225.7,1363.88,
EXP000203,BANK02,CP00101,397.8,revolving_credit,523.8,business_loan,2019-10-08,2029-10-05,EUR,stage_1,False,False,,,,7.3,126.0,,
EXP000204,BANK02,CP00101,269.46,green_loan,293.52,commercial_re,2024-11-18,2031-11-17,EUR,stage_1,True,True,ICMA_GBP,,,5.44,24.06,426.91,
EXP000205,BANK02,CP00102,31.2,term_loan,36.09,business_loan,2018-01-08,2033-01-04,EUR,stage_2,False,False,,,,7.47,4.89,,
EXP000206,BANK02,CP00103,11.9,mortgage,14.94,mortgage,2024-11-09,2029-11-08,EUR,stage_1,False,False,,,,3.02,3.04,17.9,
EXP000207,BANK02,CP00104,2.1,revolving_credit,2.63,business_loan,2021-08-01,2026-07-31,EUR,stage_1,False,False,,,,7.32,0.53,,
EXP000208,BANK02,CP00105,966.42,revolving_credit,1047.48,business_loan,2018-02-16,2025-02-14,EUR,stage_1,False,False,,,,5.97,81.06,,
EXP000209,BANK02,CP00105,1028.69,corporate_bond,1209.01,listed_equity,2018-07-17,2028-07-14,EUR,stage_1,False,False,,,,4.6,180.32,,
EXP000210,BANK02,CP00106,8.71,revolving_credit,11.6,business_loan,2022-03-18,2025-03-17,EUR,stage_1,False,False,,,,6.44,2.89,,
EXP000211,BANK02,CP00106,7.69,term_loan,10.15,business_loan,2023-01-23,2026-01-22,EUR,stage_1,False,False,,,,2.67,2.46,,
EXP000212,BANK02,CP00107,41.6,revolving_credit,53.78,business_loan,2022-03-18,2027-03-17,EUR,stage_2,False,False,,,,5.24,12.18,,
EXP000213,BANK02,CP00108,75.17,project_finance,88.14,project_finance,2023-06-01,2026-05-31,EUR,stage_1,False,False,,299.36,project_equity,5.77,12.97,,True
EXP000214,BANK02,CP00109,0.7,revolving_credit,0.9,business_loan,2020-02-18,2030-02-15,EUR,stage_1,False,False,,,,6.11,0.2,,
EXP000215,BANK02,CP00109,1.37,term_loan,1.4,business_loan,2020-08-30,2023-08-30,EUR,stage_1,False,False,,,,5.36,0.03,,
EXP000216,BANK02,CP00110,10.6,revolving_credit,12.64,business_loan,2021-04-21,2036-04-17,EUR,stage_1,False,False,,,,2.98,2.04,,
EXP000217,BANK02,CP00111,130.97,revolving_credit,172.09,business_loan,2019-04-19,2026-04-17,EUR,stage_2,False,False,,,,4.85,41.12,,
EXP000218,BANK02,CP00111,49.43,corporate_bond,56.77,business_loan,2022-05-07,2027-05-06,EUR,stage_1,False,False,,,,4.41,7.34,,
EXP000219,BANK02,CP00112,223.13,term_loan,228.63,business_loan,2021-01-05,2036-01-02,EUR,stage_1,False,False,,,,6.26,5.5,,
EXP000220,BANK02,CP00113,25.3,project_finance,30.9,project_finance,2024-08-12,2029-08-11,EUR,stage_1,False,False,,46.12,project_loan,6.7,5.6,,False
EXP000221,BANK02,CP00114,21.09,mortgage,28.53,mortgage,2023-04-29,2038-04-25,EUR,stage_1,False,False,,,,4.88,7.44,28.89,
EXP000222,BANK02,CP00114,32.12,corporate_bond,43.69,business_loan,2023-08-19,2038-08-15,EUR,stage_1,False,False,,,,6.5,11.57,,
EXP000223,BANK02,CP00115,8.74,corporate_bond,12.14,business_loan,2019-12-10,2024-12-08,EUR,stage_1,False,False,,,,6.54,3.4,,
EXP000224,BANK02,CP00115,17.97,green_loan,25.14,mortgage,2022-11-19,2027-11-18,EUR,stage_1,True,True,LMA_GLP,,,5.64,7.17,24.5,
EXP000225,BANK02,CP00116,66.68,mortgage,77.03,mortgage,2018-10-02,2021-10-01,EUR,stage_1,False,False,,,,4.49,10.35,127.86,
EXP000226,BANK02,CP00117,5.12,mortgage,6.19,commercial_re,2024-12-27,2039-12-24,EUR,stage_1,False,False,,,,4.6,1.07,8.04,
EXP000227,BANK02,CP00118,28.12,corporate_bond,34.45,business_loan,2019-02-15,2022-02-14,EUR,stage_1,False,False,,,,3.0,6.33,,
EXP000228,BANK02,CP00119,7.24,revolving_credit,8.9,business_loan,2022-04-18,2032-04-15,EUR,stage_1,False,False,,,,4.87,1.66,,
EXP000229,BANK02,CP00119,8.08,corporate_bond,9.36,business_loan,2022-07-04,2025-07-03,EUR,stage_1,False,False,,,,6.89,1.28,,
EXP000230,BANK02,CP00120,422.22,term_loan,479.28,business_loan,2022-03-06,2025-03-05,EUR,stage_1,False,False,,,,6.47,57.06,,
EXP000231,BANK02,CP00121,8.18,corporate_bond,9.16,business_loan,2020-07-22,2025-07-21,EUR,stage_1,False,False,,,,6.22,0.98,,
EXP000232,BANK02,CP00121,3.89,corporate_bond,4.18,business_loan,2024-10-13,2027-10-13,EUR,stage_1,False,False,,,,3.56,0.29,,
EXP000233,BANK02,CP00121,7.24,corporate_bond,8.73,business_loan,2022-03-12,2025-03-11,EUR,stage_1,False,False,,,,3.29,1.49,,
EXP000234,BANK02,CP00122,39.38,mortgage,42.12,commercial_re,2024-05-18,2027-05-18,EUR,stage_1,False,False,,,,6.88,2.74,67.58,
EXP000235,BANK02,CP00122,29.22,term_loan,37.46,business_loan,2018-07-27,2025-07-25,EUR,stage_1,False,False,,,,3.87,8.24,,
EXP000236,BANK02,CP00123,6.47,term_loan,7.43,business_loan,2018-05-06,2023-05-05,EUR,stage_1,False,False,,,,5.47,0.96,,
EXP000237,BANK02,CP00123,8.37,project_finance,8.92,project_finance,2021-12-03,2028-12-01,EUR,stage_1,False,False,,18.76,project_equity,6.97,0.55,,True
EXP000238,BANK02,CP00124,12.83,revolving_credit,16.83,business_loan,2019-10-30,2034-10-26,EUR,stage_1,False,False,,,,3.57,4.0,,
EXP000239,BANK02,CP00124,11.13,term_loan,11.22,business_loan,2022-08-05,2037-08-01,EUR,stage_1,False,False,,,,6.4,0.09,,
EXP000240,BANK02,CP00125,13.49,corporate_bond,14.7,business_loan,2024-09-28,2027-09-28,EUR,stage_2,False,False,,,,5.54,1.21,,
EXP000241,BANK02,CP00126,53.35,term_loan,63.15,business_loan,2022-03-23,2029-03-21,EUR,stage_1,False,False,,,,3.59,9.8,,
EXP000242,BANK02,CP00126,41.86,corporate_bond,41.98,listed_equity,2024-07-22,2027-07-22,EUR,stage_2,False,False,,,,7.5,0.12,,
EXP000243,BANK02,CP00127,64.29,project_finance,81.89,project_finance,2021-03-03,2028-03-01,EUR,stage_1,False,False,,131.64,project_loan,4.91,17.6,,False
EXP000244,BANK02,CP00127,39.13,revolving_credit,49.4,business_loan,2021-02-08,2028-02-07,EUR,stage_1,False,False,,,,7.26,10.27,,
EXP000245,BANK02,CP00127,31.35,revolving_credit,41.45,business_loan,2020-09-11,2023-09-11,EUR,stage_1,False,False,,,,6.51,10.1,,
EXP000246,BANK02,CP00128,15.41,corporate_bond,17.01,business_loan,2023-07-31,2030-07-29,EUR,stage_1,False,False,,,,4.59,1.6,,
EXP000247,BANK02,CP00128,3.67,corporate_bond,4.17,business_loan,2024-06-01,2029-05-31,EUR,stage_1,False,False,,,,6.07,0.5,,
EXP000248,BANK02,CP00129,808.75,green_loan,905.86,business_loan,2022-01-08,2037-01-04,EUR,stage_1,True,True,EU_Taxonomy,,,3.35,97.11,,
EXP000249,BANK02,CP00129,912.63,term_loan,1183.1,business_loan,2023-04-13,2028-04-11,EUR,stage_1,False,False,,,,6.13,270.47,,
EXP000250,BANK02,CP00130,3.41,mortgage,3.89,commercial_re,2019-01-01,2023-12-31,EUR,stage_1,False,False,,,,6.22,0.48,6.64,
EXP000251,BANK02,CP00130,2.92,revolving_credit,3.26,business_loan,2020-12-03,2035-11-30,EUR,stage_1,False,False,,,,6.76,0.34,,
EXP000252,BANK02,CP00130,3.16,project_finance,3.76,project_finance,2024-12-17,2027-12-17,EUR,stage_1,False,False,,5.87,project_loan,3.47,0.6,,False
EXP000253,BANK02,CP00130,2.59,revolving_credit,3.49,business_loan,2022-08-20,2025-08-19,EUR,stage_3,False,False,,,,3.25,0.9,,
EXP000254,BANK02,CP00131,6.2,mortgage,6.98,mortgage,2023-02-18,2028-02-17,EUR,stage_1,False,False,,,,6.08,0.78,10.01,
EXP000255,BANK02,CP00132,19.1,term_loan,22.55,business_loan,2018-08-26,2021-08-25,EUR,stage_1,False,False,,,,3.55,3.45,,
EXP000256,BANK02,CP00132,17.79,term_loan,22.16,business_loan,2018-12-27,2023-12-26,EUR,stage_1,False,False,,,,5.67,4.37,,
EXP000257,BANK02,CP00133,224.33,term_loan,309.58,business_loan,2020-03-27,2027-03-26,EUR,stage_1,False,False,,,,6.96,85.25,,
EXP000258,BANK02,CP00133,284.58,term_loan,310.34,business_loan,2018-01-17,2023-01-16,EUR,stage_1,False,False,,,,6.88,25.76,,
EXP000259,BANK02,CP00133,109.87,revolving_credit,112.74,business_loan,2021-06-07,2026-06-06,EUR,stage_2,False,False,,,,2.73,2.87,,
EXP000260,BANK02,CP00133,253.94,revolving_credit,297.99,business_loan,2023-11-17,2030-11-15,EUR,stage_1,False,False,,,,5.93,44.05,,
EXP000261,BANK02,CP00134,65.09,corporate_bond,65.59,listed_equity,2019-11-07,2029-11-04,EUR,stage_3,False,False,,,,3.62,0.5,,
EXP000262,BANK02,CP00134,37.44,term_loan,39.28,business_loan,2023-08-29,2028-08-27,EUR,stage_1,False,False,,,,6.06,1.84,,
EXP000263,BANK02,CP00134,53.69,corporate_bond,54.73,listed_equity,2023-12-31,2038-12-27,EUR,stage_1,False,False,,,,7.47,1.04,,
EXP000264,BANK02,CP00134,81.28,term_loan,95.73,business_loan,2019-04-20,2029-04-17,EUR,stage_1,False,False,,,,3.12,14.45,,
EXP000265,BANK02,CP00135,4.37,corporate_bond,5.11,business_loan,2018-02-08,2025-02-06,EUR,stage_1,False,False,,,,3.0,0.74,,
EXP000266,BANK02,CP00135,9.26,corporate_bond,11.15,business_loan,2022-09-12,2025-09-11,EUR,stage_1,False,False,,,,5.59,1.89,,
EXP000267,BANK02,CP00136,67.37,project_finance,93.59,project_finance,2020-12-13,2035-12-10,EUR,stage_1,False,False,,235.27,project_loan,4.29,26.22,,False
EXP000268,BANK02,CP00136,33.16,project_finance,37.55,project_finance,2020-04-30,2030-04-28,EUR,stage_1,False,False,,73.15,project_loan,2.51,4.39,,False
EXP000269,BANK02,CP00136,108.86,mortgage,150.2,mortgage,2023-07-17,2028-07-15,EUR,stage_1,False,False,,,,6.4,41.34,182.68,
EXP000270,BANK02,CP00137,2.83,corporate_bond,3.13,business_loan,2023-02-14,2030-02-12,EUR,stage_1,False,False,,,,2.75,0.3,,
EXP000271,BANK02,CP00137,2.75,mortgage,3.22,commercial_re,2022-01-15,2029-01-13,EUR,stage_2,False,False,,,,3.08,0.47,5.07,
EXP000272,BANK02,CP00138,5.96,term_loan,6.81,business_loan,2019-11-30,2026-11-28,EUR,stage_1,False,False,,,,4.69,0.85,,
EXP000273,BANK02,CP00138,35.3,term_loan,36.91,business_loan,2021-11-04,2026-11-03,EUR,stage_1,False,False,,,,4.5,1.61,,
EXP000274,BANK02,CP00138,33.86,corporate_bond,42.65,business_loan,2023-05-13,2033-05-10,EUR,stage_1,False,False,,,,6.48,8.79,,
EXP000275,BANK02,CP00139,2.39,green_loan,2.79,business_loan,2019-10-15,2022-10-14,EUR,stage_1,True,True,LMA_GLP,,,5.45,0.4,,
EXP000276,BANK02,CP00139,8.95,term_loan,11.14,business_loan,2022-04-05,2029-04-03,EUR,stage_2,False,False,,,,6.81,2.19,,
EXP000277,BANK02,CP00140,367.51,revolving_credit,497.99,business_loan,2023-06-23,2026-06-22,EUR,stage_1,False,False,,,,4.7,130.48,,
EXP000278,BANK02,CP00140,285.29,term_loan,367.88,business_loan,2023-11-20,2038-11-16,EUR,stage_2,False,False,,,,3.62,82.59,,
EXP000279,BANK02,CP00140,361.04,revolving_credit,423.55,business_loan,2024-12-07,2027-12-07,EUR,stage_1,False,False,,,,6.13,62.51,,
EXP000280,BANK02,CP00141,106.52,term_loan,108.84,business_loan,2024-04-05,2039-04-02,EUR,stage_1,False,False,,,,5.72,2.32,,
EXP000281,BANK02,CP00141,133.86,mortgage,174.09,commercial_re,2019-11-09,2022-11-08,EUR,stage_1,False,False,,,,4.1,40.23,275.2,
EXP000282,BANK02,CP00142,61.76,project_finance,81.95,project_finance,2022-03-31,2032-03-28,EUR,stage_1,False,False,,101.98,project_loan,2.89,20.19,,False
EXP000283,BANK02,CP00143,48.12,revolving_credit,67.0,business_loan,2021-07-18,2024-07-17,EUR,stage_1,False,False,,,,6.23,18.88,,
EXP000284,BANK02,CP00143,107.72,term_loan,143.31,business_loan,2024-02-28,2027-02-27,EUR,stage_2,False,False,,,,6.46,35.59,,
EXP000285,BANK02,CP00144,740.24,project_finance,847.82,project_finance,2023-02-12,2030-02-10,EUR,stage_1,False,False,,1707.14,project_loan,2.77,107.58,,False
EXP000286,BANK02,CP00144,435.08,project_finance,517.42,project_finance,2024-12-13,2039-12-10,EUR,stage_1,False,False,,825.48,project_loan,5.79,82.34,,False
EXP000287,BANK02,CP00145,448.33,term_loan,597.15,business_loan,2021-10-30,2028-10-28,EUR,stage_1,False,False,,,,7.32,148.82,,
EXP000288,BANK02,CP00146,1.72,term_loan,1.82,business_loan,2019-11-04,2029-11-01,EUR,stage_1,False,False,,,,6.08,0.1,,
EXP000289,BANK02,CP00146,0.54,project_finance,0.74,project_finance,2020-02-08,2023-02-07,EUR,stage_1,False,False,,2.0,project_loan,4.46,0.2,,False
EXP000290,BANK02,CP00147,9.06,term_loan,12.42,business_loan,2022-08-25,2025-08-24,EUR,stage_1,False,False,,,,6.69,3.36,,
EXP000291,BANK02,CP00147,9.63,revolving_credit,10.15,business_loan,2024-08-10,2039-08-07,EUR,stage_1,False,False,,,,4.99,0.52,,
EXP000292,BANK02,CP00147,2.21,green_loan,3.03,mortgage,2024-07-24,2034-07-22,EUR,stage_2,True,True,LMA_GLP,,,6.41,0.82,4.46,
EXP000293,BANK02,CP00148,0.96,mortgage,1.21,mortgage,2019-03-01,2029-02-26,EUR,stage_1,False,False,,,,5.53,0.25,1.38,
EXP000294,BANK02,CP00148,2.96,revolving_credit,3.28,business_loan,2024-10-30,2029-10-29,EUR,stage_3,False,False,,,,7.32,0.32,,
EXP000295,BANK02,CP00149,1.37,revolving_credit,1.83,business_loan,2023-09-30,2030-09-28,EUR,stage_1,False,False,,,,5.24,0.46,,
EXP000296,BANK02,CP00149,4.12,project_finance,4.47,project_finance,2020-06-09,2025-06-08,EUR,stage_1,False,False,,8.06,project_loan,6.07,0.35,,False
EXP000297,BANK02,CP00150,124.16,corporate_bond,151.1,listed_equity,2019-12-30,2034-12-26,EUR,stage_1,False,False,,,,5.68,26.94,,
EXP000298,BANK02,CP00150,384.68,project_finance,529.73,project_finance,2024-07-15,2039-07-12,EUR,stage_1,False,False,,652.02,project_loan,6.05,145.05,,False
EXP000299,BANK02,CP00150,439.89,revolving_credit,531.87,business_loan,2022-09-27,2025-09-26,EUR,stage_1,False,False,,,,2.63,91.98,,
EXP000300,BANK02,CP00150,347.14,term_loan,442.03,business_loan,2019-10-22,2026-10-20,EUR,stage_1,False,False,,,,3.23,94.89,,
EXP000301,BANK02,CP00151,115.82,project_finance,120.57,project_finance,2022-01-09,2032-01-07,EUR,stage_1,False,False,,205.49,project_loan,6.84,4.75,,False
EXP000302,BANK02,CP00151,322.29,corporate_bond,352.92,business_loan,2024-04-17,2034-04-15,EUR,stage_1,False,False,,,,6.42,30.63,,
EXP000303,BANK02,CP00151,141.95,corporate_bond,165.6,business_loan,2022-04-12,2032-04-09,EUR,stage_1,False,False,,,,6.44,23.65,,
EXP000304,BANK02,CP00152,5.75,corporate_bond,7.75,business_loan,2020-04-11,2035-04-08,EUR,stage_1,False,False,,,,6.8,2.0,,
EXP000305,BANK02,CP00152,10.24,corporate_bond,12.48,business_loan,2022-02-15,2037-02-11,EUR,stage_1,False,False,,,,5.52,2.24,,
EXP000306,BANK02,CP00152,29.52,term_loan,31.73,business_loan,2019-12-28,2022-12-27,EUR,stage_1,False,False,,,,3.37,2.21,,
EXP000307,BANK02,CP00152,14.19,revolving_credit,14.93,business_loan,2024-03-29,2031-03-28,EUR,stage_1,False,False,,,,5.42,0.74,,
EXP000308,BANK02,CP00153,27.92,term_loan,34.59,business_loan,2019-09-22,2026-09-20,EUR,stage_1,False,False,,,,6.37,6.67,,
EXP000309,BANK02,CP00154,14.51,mortgage,14.93,commercial_re,2024-03-03,2031-03-02,EUR,stage_1,False,False,,,,6.04,0.42,22.19,
EXP000310,BANK02,CP00154,34.86,revolving_credit,40.66,business_loan,2023-09-01,2028-08-30,EUR,stage_1,False,False,,,,5.19,5.8,,
EXP000311,BANK02,CP00154,12.03,term_loan,13.77,business_loan,2021-09-21,2028-09-19,EUR,stage_1,False,False,,,,3.59,1.74,,
EXP000312,BANK02,CP00155,437.28,mortgage,554.29,mortgage,2018-02-06,2021-02-05,EUR,stage_2,False,False,,,,4.73,117.01,632.52,
EXP000313,BANK02,CP00155,293.34,corporate_bond,338.09,listed_equity,2018-06-13,2025-06-11,EUR,stage_1,False,False,,,,6.48,44.75,,
EXP000314,BANK02,CP00156,1269.41,term_loan,1530.56,business_loan,2023-10-19,2030-10-17,EUR,stage_1,False,False,,,,5.04,261.15,,
EXP000315,BANK02,CP00157,772.58,revolving_credit,824.31,business_loan,2018-12-04,2021-12-03,EUR,stage_1,False,False,,,,7.28,51.73,,
EXP000316,BANK02,CP00158,1.88,corporate_bond,2.51,business_loan,2020-05-23,2030-05-21,EUR,stage_1,False,False,,,,3.53,0.63,,
EXP000317,BANK02,CP00159,236.64,revolving_credit,238.89,business_loan,2018-10-23,2023-10-22,EUR,stage_1,False,False,,,,6.08,2.25,,
EXP000318,BANK02,CP00159,62.52,term_loan,64.28,business_loan,2020-10-28,2035-10-25,EUR,stage_2,False,False,,,,6.61,1.76,,
EXP000319,BANK02,CP00159,149.67,revolving_credit,168.61,business_loan,2022-07-15,2032-07-12,EUR,stage_1,False,False,,,,4.45,18.94,,
EXP000320,BANK02,CP00160,846.76,term_loan,1084.15,business_loan,2024-07-26,2027-07-26,EUR,stage_2,False,False,,,,2.86,237.39,,
EXP000321,BANK03,CP00161,78.75,term_loan,102.86,business_loan,2018-12-21,2025-12-19,EUR,stage_1,False,False,,,,4.69,24.11,,
EXP000322,BANK03,CP00162,43.61,revolving_credit,57.51,business_loan,2019-07-13,2029-07-10,EUR,stage_1,False,False,,,,6.75,13.9,,
EXP000323,BANK03,CP00162,54.5,term_loan,66.57,business_loan,2022-03-09,2025-03-08,EUR,stage_1,False,False,,,,5.28,12.07,,
EXP000324,BANK03,CP00163,5.98,revolving_credit,6.48,business_loan,2018-12-15,2025-12-13,EUR,stage_1,False,False,,,,6.21,0.5,,
EXP000325,BANK03,CP00164,276.39,mortgage,296.73,mortgage,2019-08-07,2024-08-05,EUR,stage_1,False,False,,,,5.58,20.34,366.84,
EXP000326,BANK03,CP00165,113.84,project_finance,134.84,project_finance,2018-08-11,2033-08-07,EUR,stage_1,False,False,,443.54,project_loan,5.25,21.0,,False
EXP000327,BANK03,CP00166,161.9,corporate_bond,185.03,listed_equity,2023-06-19,2030-06-17,EUR,stage_1,False,False,,,,5.86,23.13,,
EXP000328,BANK03,CP00167,0.96,term_loan,1.09,business_loan,2023-06-14,2033-06-11,EUR,stage_1,False,False,,,,5.8,0.13,,
EXP000329,BANK03,CP00168,6.89,mortgage,6.9,commercial_re,2022-10-21,2027-10-20,EUR,stage_1,False,False,,,,3.73,0.01,14.18,
EXP000330,BANK03,CP00169,326.83,mortgage,441.6,mortgage,2019-07-05,2026-07-03,EUR,stage_1,False,False,,,,4.81,114.77,445.93,
EXP000331,BANK03,CP00169,255.99,project_finance,264.38,project_finance,2019-12-21,2034-12-17,EUR,stage_1,False,False,,666.28,project_loan,3.9,8.39,,False
EXP000332,BANK03,CP00169,573.62,term_loan,778.31,business_loan,2018-11-10,2021-11-09,EUR,stage_1,False,False,,,,6.75,204.69,,
EXP000333,BANK03,CP00170,32.61,corporate_bond,39.8,business_loan,2020-05-21,2023-05-21,EUR,stage_3,False,False,,,,5.22,7.19,,
EXP000334,BANK03,CP00170,27.94,mortgage,30.44,commercial_re,2022-02-07,2032-02-05,EUR,stage_1,False,False,,,,6.36,2.5,46.1,
EXP000335,BANK03,CP00170,20.02,revolving_credit,23.2,business_loan,2023-09-22,2026-09-21,EUR,stage_1,False,False,,,,5.01,3.18,,
EXP000336,BANK03,CP00171,847.45,project_finance,895.03,project_finance,2019-11-11,2034-11-07,EUR,stage_1,False,False,,2511.03,project_loan,3.3,47.58,,False
EXP000337,BANK03,CP00171,637.83,mortgage,877.44,mortgage,2019-08-22,2029-08-19,EUR,stage_1,False,False,,,,2.7,239.61,1170.83,
EXP000338,BANK03,CP00171,346.93,term_loan,439.71,business_loan,2020-08-16,2023-08-16,EUR,stage_1,False,False,,,,5.09,92.78,,
EXP000339,BANK03,CP00172,210.87,mortgage,219.58,commercial_re,2018-06-13,2025-06-11,EUR,stage_1,False,False,,,,7.34,8.71,353.91,
EXP000340,BANK03,CP00172,85.58,corporate_bond,105.1,listed_equity,2024-06-28,2039-06-25,EUR,stage_1,False,False,,,,4.38,19.52,,
EXP000341,BANK03,CP00173,391.6,term_loan,543.96,business_loan,2020-10-27,2030-10-25,EUR,stage_1,False,False,,,,3.61,152.36,,
EXP000342,BANK03,CP00173,361.82,revolving_credit,362.77,business_loan,2023-05-29,2038-05-25,EUR,stage_1,False,False,,,,6.91,0.95,,
EXP000343,BANK03,CP00174,113.71,term_loan,120.87,business_loan,2019-09-08,2024-09-06,EUR,stage_1,False,False,,,,5.51,7.16,,
EXP000344,BANK03,CP00175,4.62,revolving_credit,5.87,business_loan,2019-04-10,2029-04-07,EUR,stage_1,False,False,,,,4.9,1.25,,
EXP000345,BANK03,CP00175,6.47,revolving_credit,6.8,business_loan,2020-09-25,2023-09-25,EUR,stage_1,False,False,,,,5.46,0.33,,
EXP000346,BANK03,CP00176,38.04,term_loan,52.08,business_loan,2019-11-13,2026-11-11,EUR,stage_1,False,False,,,,5.08,14.04,,
EXP000347,BANK03,CP00176,40.86,corporate_bond,44.4,business_loan,2021-03-07,2024-03-06,EUR,stage_1,False,False,,,,5.53,3.54,,
EXP000348,BANK03,CP00177,25.33,revolving_credit,33.64,business_loan,2019-08-08,2034-08-04,EUR,stage_1,False,False,,,,3.41,8.31,,
EXP000349,BANK03,CP00177,28.29,corporate_bond,35.04,business_loan,2021-11-04,2031-11-02,EUR,stage_1,False,False,,,,2.84,6.75,,
EXP000350,BANK03,CP00178,32.44,revolving_credit,43.16,business_loan,2023-08-28,2033-08-25,EUR,stage_1,False,False,,,,5.53,10.72,,
EXP000351,BANK03,CP00179,16.05,mortgage,20.88,commercial_re,2023-12-17,2038-12-13,EUR,stage_1,False,False,,,,2.97,4.83,37.2,
EXP000352,BANK03,CP00179,22.38,project_finance,27.05,project_finance,2018-01-05,2028-01-03,EUR,stage_1,False,False,,36.07,project_loan,4.35,4.67,,False
EXP000353,BANK03,CP00179,14.58,term_loan,16.62,business_loan,2023-05-29,2033-05-26,EUR,stage_2,False,False,,,,6.52,2.04,,
EXP000354,BANK03,CP00180,959.0,revolving_credit,1252.78,business_loan,2020-11-08,2030-11-06,EUR,stage_1,False,False,,,,7.05,293.78,,
EXP000355,BANK03,CP00180,987.62,project_finance,989.78,project_finance,2020-11-21,2025-11-20,EUR,stage_1,False,False,,1569.48,project_loan,6.22,2.16,,False
EXP000356,BANK03,CP00180,889.82,revolving_credit,1134.62,business_loan,2022-03-17,2027-03-16,EUR,stage_1,False,False,,,,4.08,244.8,,
EXP000357,BANK03,CP00181,1025.22,term_loan,1256.78,business_loan,2024-01-05,2034-01-02,EUR,stage_3,False,False,,,,5.56,231.56,,
EXP000358,BANK03,CP00182,138.79,project_finance,148.71,project_finance,2024-04-02,2034-03-31,EUR,stage_1,False,False,,475.26,project_loan,5.3,9.92,,False
