counterparty_id,bank_id,nace_code,legal_name,country,annual_revenue_meur,evic_meur,ppp_adjusted_gdp_meur,national_scope1_tco2e,national_scope2_tco2e,national_scope3_tco2e,data_source_type,transition_risk_score,nace_description,sector_carbon_tier,country_name,is_listed,sme_flag,onboarded_date,sbti_target_flag
CP00172,BANK03,Q87,Residential AT Group 172,AT,648.1,895.0,,,,,cdp_disclosure,1.73,Residential care activities,low,Austria,True,False,2018-05-11,False
CP00173,BANK03,N78,Employment DE Group 173,DE,1225.8,2118.3,,,,,estimated_economic,6.95,Employment activities,low,Germany,True,False,2016-08-19,False
CP00174,BANK03,C22,Manufacture IT Group 174,IT,556.4,848.0,,,,,estimated_economic,6.16,Manufacture of rubber and plastic,medium,Italy,True,False,2021-11-01,False
CP00175,BANK03,M70,Management BE Group 175,BE,26.5,75.3,,,,,audited_report,2.29,Management consultancy,low,Belgium,False,True,2016-08-09,False
CP00176,BANK03,C13,Manufacture BE Group 176,BE,119.9,287.8,,,,,cdp_disclosure,3.92,Manufacture of textiles,medium,Belgium,False,False,2024-01-09,False
CP00177,BANK03,F42,Civil IT Group 177,IT,218.7,291.5,,,,,estimated_economic,8.05,Civil engineering,medium,Italy,False,False,2021-08-03,False
CP00178,BANK03,C27,Manufacture PL Group 178,PL,590.1,1193.4,,,,,estimated_economic,4.19,Manufacture of electrical equipment,medium,Poland,True,False,2019-04-25,False
CP00179,BANK03,M70,Management DE Group 179,DE,69.8,128.9,,,,,estimated_economic,3.51,Management consultancy,low,Germany,False,False,2018-04-26,False
CP00180,BANK03,Q87,Residential IT Group 180,IT,4303.6,10263.3,,,,,estimated_economic,1.9,Residential care activities,low,Italy,True,False,2021-05-07,False
CP00181,BANK03,M70,Management IE Group 181,IE,4176.5,11857.5,,,,,estimated_economic,4.43,Management consultancy,low,Ireland,False,False,2024-05-04,False
CP00182,BANK03,N78,Employment IT Group 182,IT,1249.1,2863.8,,,,,cdp_disclosure,4.1,Employment activities,low,Italy,True,False,2022-02-20,False
CP00183,BANK03,C11,Manufacture FR Group 183,FR,926.3,2391.2,,,,,estimated_economic,7.67,Manufacture of beverages,medium,France,False,False,2016-07-14,False
CP00184,BANK03,I56,Food FI Group 184,FI,435.5,764.8,,,,,estimated_economic,2.42,Food and beverage service,medium,Finland,True,False,2021-07-01,False
CP00185,BANK03,C30,Manufacture DE Group 185,DE,2684.6,4800.3,,,,,audited_report,5.22,Manufacture of other transport equipment,medium,Germany,True,False,2017-04-02,False
CP00186,BANK03,C24,Manufacture NL Group 186,NL,4115.9,8872.0,,,,,estimated_economic,4.11,Manufacture of basic metals (steel),high,Netherlands,False,False,2024-04-24,False
CP00187,BANK03,C10,Manufacture LU Group 187,LU,3408.5,10025.4,,,,,proxy_model,3.63,Manufacture of food products,medium,Luxembourg,True,False,2024-10-05,False
CP00188,BANK03,C29,Manufacture DE Group 188,DE,3878.6,5637.0,,,,,estimated_economic,5.49,Manufacture of motor vehicles,medium,Germany,False,False,2024-08-24,False
CP00189,BANK03,G46,Wholesale BE Group 189,BE,78.0,212.3,,,,,estimated_economic,2.55,Wholesale trade,low,Belgium,False,False,2021-04-01,False
CP00190,BANK03,C30,Manufacture IE Group 190,IE,5.5,11.9,,,,,proxy_model,1.22,Manufacture of other transport equipment,medium,Ireland,False,True,2020-02-06,False
CP00191,BANK03,C30,Manufacture AT Group 191,AT,30.7,57.9,,,,,proxy_model,6.43,Manufacture of other transport equipment,medium,Austria,False,True,2022-02-28,False
CP00192,BANK03,P85,Education DE Group 192,DE,25.2,31.4,,,,,estimated_economic,5.49,Education,low,Germany,False,True,2024-11-30,False
CP00193,BANK03,P85,Education IT Group 193,IT,339.0,802.0,,,,,audited_report,0,Education,low,Italy,False,False,2020-03-16,True
CP00194,BANK03,N78,Employment IT Group 194,IT,84.1,122.1,,,,,estimated_economic,5.65,Employment activities,low,Italy,False,False,2015-06-02,False
CP00195,BANK03,C27,Manufacture ES Group 195,ES,9.8,27.4,,,,,estimated_economic,5.98,Manufacture of electrical equipment,medium,Spain,False,True,2016-07-09,False
CP00196,BANK03,E36,Water IT Group 196,IT,3533.0,8668.8,,,,,cdp_disclosure,4.11,"Water collection, treatment, supply",medium,Italy,False,False,2021-08-02,False
CP00197,BANK03,J62,Computer FR Group 197,FR,88.0,121.3,,,,,estimated_economic,4.75,Computer programming & IT services,low,France,False,False,2020-06-27,True
CP00198,BANK03,I56,Food LU Group 198,LU,34.6,84.5,,,,,estimated_economic,5.88,Food and beverage service,medium,Luxembourg,False,True,2017-06-08,False
CP00199,BANK03,F41,Construction LU Group 199,LU,1846.5,2546.0,,,,,proxy_model,5.26,Construction of buildings,medium,Luxembourg,False,False,2021-02-08,False
CP00200,BANK03,N78,Employment BE Group 200,BE,7.6,12.9,,,,,estimated_economic,3.72,Employment activities,low,Belgium,False,True,2016-05-15,False
CP00201,BANK03,P85,Education PT Group 201,PT,9.4,14.9,,,,,proxy_model,3.13,Education,low,Portugal,False,True,2022-03-04,False
CP00202,BANK03,I55,Accommodation DE Group 202,DE,1149.2,1882.9,,,,,estimated_economic,2.53,Accommodation (hotels),medium,Germany,True,False,2021-05-01,False
CP00203,BANK03,C11,Manufacture PT Group 203,PT,230.5,519.9,,,,,audited_report,2.11,Manufacture of beverages,medium,Portugal,False,False,2017-08-12,False
CP00204,BANK03,C28,Manufacture FR Group 204,FR,2521.1,3038.2,,,,,estimated_economic,5.97,Manufacture of machinery,medium,France,False,False,2016-08-15,False
CP00205,BANK03,Q87,Residential NL Group 205,NL,1246.1,1741.9,,,,,estimated_economic,1.92,Residential care activities,low,Netherlands,False,False,2016-06-23,False
CP00206,BANK03,A02,Forestry IE Group 206,IE,25.9,46.2,,,,,estimated_economic,8.38,Forestry and logging,high,Ireland,False,True,2016-12-14,False
CP00207,BANK03,C25,Manufacture DE Group 207,DE,91.8,128.9,,,,,estimated_economic,4.5,Manufacture of fabricated metal,medium,Germany,False,False,2015-09-18,False
CP00208,BANK03,F42,Civil IE Group 208,IE,173.7,242.5,,,,,estimated_economic,1.95,Civil engineering,medium,Ireland,False,False,2020-08-25,False
CP00209,BANK03,C13,Manufacture NL Group 209,NL,761.6,2159.7,,,,,proxy_model,7.41,Manufacture of textiles,medium,Netherlands,False,False,2018-05-20,False
CP00210,BANK03,F42,Civil PL Group 210,PL,7.6,15.7,,,,,proxy_model,6.68,Civil engineering,medium,Poland,False,True,2019-07-04,False
CP00211,BANK03,E38,Waste DE Group 211,DE,687.4,1373.7,,,,,cdp_disclosure,1.8,Waste management,medium,Germany,False,False,2018-08-12,False
CP00212,BANK03,I56,Food DE Group 212,DE,33.5,78.4,,,,,estimated_economic,4.85,Food and beverage service,medium,Germany,False,True,2021-02-24,False
CP00213,BANK03,J58,Publishing IT Group 213,IT,310.6,537.6,,,,,audited_report,8.92,Publishing activities,low,Italy,False,False,2019-10-29,False
CP00214,BANK03,C20,Manufacture BE Group 214,BE,1812.9,4299.6,,,,,cdp_disclosure,3.42,Manufacture of chemicals,high,Belgium,False,False,2023-01-31,False
CP00215,BANK03,M70,Management ES Group 215,ES,2313.5,4499.4,,,,,estimated_economic,5.54,Management consultancy,low,Spain,False,False,2019-06-22,False
CP00216,BANK03,E38,Waste DE Group 216,DE,95.6,229.2,,,,,estimated_economic,1.6,Waste management,medium,Germany,False,False,2019-03-14,False
CP00217,BANK03,Q86,Human BE Group 217,BE,132.7,181.0,,,,,cdp_disclosure,7.18,Human health activities,low,Belgium,False,False,2015-12-16,False
CP00218,BANK03,C19,Manufacture DE Group 218,DE,824.9,2195.2,,,,,proxy_model,4.35,Manufacture of coke and refined petroleum,high,Germany,False,False,2021-07-30,False
CP00219,BANK03,Q86,Human NL Group 219,NL,512.9,994.7,,,,,proxy_model,5.33,Human health activities,low,Netherlands,False,False,2023-06-01,False
CP00220,BANK03,E38,Waste LU Group 220,LU,7.2,12.4,,,,,estimated_economic,7.24,Waste management,medium,Luxembourg,False,True,2018-07-03,False
CP00221,BANK04,G46,Wholesale NL Group 221,NL,21.8,51.9,,,,,estimated_economic,5.38,Wholesale trade,low,Netherlands,False,True,2017-07-07,False
CP00222,BANK04,N78,Employment IT Group 222,IT,233.8,328.9,,,,,estimated_economic,4.89,Employment activities,low,Italy,True,False,2017-07-15,False
CP00223,BANK04,M71,Architectural PT Group 223,PT,4203.8,11237.5,,,,,estimated_economic,1.66,Architectural & engineering activities,low,Portugal,False,False,2022-03-17,False
CP00224,BANK04,J63,Information NL Group 224,NL,471.5,1154.3,,,,,estimated_economic,5.48,Information service activities,low,Netherlands,True,False,2018-01-24,False
CP00225,BANK04,L68,Real IT Group 225,IT,52.4,63.5,,,,,estimated_economic,4.62,Real estate activities,low,Italy,False,False,2024-10-02,False
CP00226,BANK04,E36,Water BE Group 226,BE,8.1,20.5,,,,,estimated_economic,4.68,"Water collection, treatment, supply",medium,Belgium,False,True,2015-05-06,False
CP00227,BANK04,C27,Manufacture NL Group 227,NL,67.4,135.9,,,,,estimated_economic,2.89,Manufacture of electrical equipment,medium,Netherlands,False,False,2016-10-06,False
CP00228,BANK04,G46,Wholesale AT Group 228,AT,1072.8,2383.4,,,,,proxy_model,4.58,Wholesale trade,low,Austria,True,False,2015-08-04,False
CP00229,BANK04,E36,Water AT Group 229,AT,7.1,9.6,,,,,estimated_economic,5.25,"Water collection, treatment, supply",medium,Austria,False,True,2019-12-20,False
CP00230,BANK04,K65,Insurance ES Group 230,ES,106.2,179.7,,,,,estimated_economic,2.63,Insurance,low,Spain,False,False,2023-06-20,False
CP00231,BANK04,J62,Computer IT Group 231,IT,10.8,26.1,,,,,proxy_model,4.31,Computer programming & IT services,low,Italy,False,True,2021-08-26,False
CP00232,BANK04,J62,Computer BE Group 232,BE,6.9,13.2,,,,,proxy_model,3.67,Computer programming & IT services,low,Belgium,False,True,2021-09-20,False
CP00233,BANK04,C22,Manufacture FR Group 233,FR,3435.4,8867.6,,,,,proxy_model,1.59,Manufacture of rubber and plastic,medium,France,False,False,2018-03-31,False
CP00234,BANK04,G45,Wholesale DE Group 234,DE,873.1,1323.8,,,,,cdp_disclosure,4.83,Wholesale & retail trade of motor vehicles,low,Germany,True,False,2022-11-22,False
CP00235,BANK04,H49,Land NL Group 235,NL,506.0,929.8,,,,,audited_report,0.49,Land transport (road & rail),medium,Netherlands,True,False,2023-04-28,False
CP00236,BANK04,C13,Manufacture DE Group 236,DE,2907.3,8000.3,,,,,audited_report,3.97,Manufacture of textiles,medium,Germany,False,False,2021-06-06,False
CP00237,BANK04,G47,Retail BE Group 237,BE,37.0,71.4,,,,,estimated_economic,5.81,Retail trade,low,Belgium,False,True,2018-08-23,False
CP00238,BANK04,E38,Waste LU Group 238,LU,120.3,293.7,,,,,proxy_model,1.88,Waste management,medium,Luxembourg,False,False,2019-01-22,False
CP00239,BANK04,C27,Manufacture PT Group 239,PT,26.9,60.8,,,,,estimated_economic,8.73,Manufacture of electrical equipment,medium,Portugal,False,True,2020-11-16,False
CP00240,BANK04,C27,Manufacture FI Group 240,FI,865.8,1384.3,,,,,estimated_economic,4.43,Manufacture of electrical equipment,medium,Finland,False,False,2015-11-09,False
CP00241,BANK04,J62,Computer DE Group 241,DE,169.8,480.6,,,,,cdp_disclosure,4.81,Computer programming & IT services,low,Germany,False,False,2018-12-02,False
CP00242,BANK04,G46,Wholesale PL Group 242,PL,432.8,634.4,,,,,estimated_economic,4.61,Wholesale trade,low,Poland,True,False,2017-11-14,False
CP00243,BANK04,F42,Civil NL Group 243,NL,956.4,2276.2,,,,,proxy_model,0.25,Civil engineering,medium,Netherlands,True,False,2023-09-01,True
CP00244,BANK04,K65,Insurance ES Group 244,ES,246.2,552.2,,,,,proxy_model,1.0,Insurance,low,Spain,False,False,2024-11-21,False
CP00245,BANK04,J63,Information BE Group 245,BE,374.6,1032.3,,,,,estimated_economic,2.42,Information service activities,low,Belgium,False,False,2016-09-10,False
CP00246,BANK04,J58,Publishing ES Group 246,ES,392.8,1034.4,,,,,estimated_economic,2.14,Publishing activities,low,Spain,False,False,2018-12-12,False
CP00247,BANK04,J62,Computer IT Group 247,IT,113.7,148.1,,,,,cdp_disclosure,3.47,Computer programming & IT services,low,Italy,False,False,2024-04-29,False
CP00248,BANK04,I56,Food BE Group 248,BE,4286.5,5840.5,,,,,estimated_economic,1.37,Food and beverage service,medium,Belgium,False,False,2019-04-24,False
CP00249,BANK04,J58,Publishing NL Group 249,NL,1189.7,3346.1,,,,,estimated_economic,1.89,Publishing activities,low,Netherlands,True,False,2024-01-31,False
CP00250,BANK04,J63,Information FR Group 250,FR,327.4,688.3,,,,,proxy_model,3.96,Information service activities,low,France,False,False,2020-01-20,False
CP00251,BANK04,C28,Manufacture FI Group 251,FI,53.7,133.5,,,,,estimated_economic,3.83,Manufacture of machinery,medium,Finland,False,False,2020-08-28,False
CP00252,BANK04,K65,Insurance DE Group 252,DE,665.1,1984.5,,,,,cdp_disclosure,3.94,Insurance,low,Germany,False,False,2021-11-02,False
CP00253,BANK04,E38,Waste IT Group 253,IT,35.4,68.5,,,,,proxy_model,5.79,Waste management,medium,Italy,False,True,2018-10-17,False
CP00254,BANK04,L68,Real DE Group 254,DE,391.4,705.4,,,,,estimated_economic,2.23,Real estate activities,low,Germany,True,False,2021-04-04,True
CP00255,BANK04,L68,Real FR Group 255,FR,743.4,1770.6,,,,,estimated_economic,5.65,Real estate activities,low,France,False,False,2024-10-16,False
CP00256,BANK05,B06,Extraction DE Group 256,DE,490.7,1398.6,,,,,proxy_model,6.5,Extraction of crude petroleum and natural gas,high,Germany,True,False,2022-05-11,True
CP00257,BANK05,E38,Waste IT Group 257,IT,305.6,882.7,,,,,estimated_economic,2.13,Waste management,medium,Italy,True,False,2019-03-23,False
CP00258,BANK05,C29,Manufacture IT Group 258,IT,12.1,29.8,,,,,estimated_economic,2.12,Manufacture of motor vehicles,medium,Italy,False,True,2023-04-15,False
CP00259,BANK05,Q87,Residential LU Group 259,LU,9.6,23.1,,,,,estimated_economic,2.28,Residential care activities,low,Luxembourg,False,True,2020-09-13,False
CP00260,BANK05,C23,Manufacture IT Group 260,IT,17.4,27.6,,,,,estimated_economic,7.46,"Manufacture of cement, lime and plaster",high,Italy,False,True,2023-08-05,False
CP00261,BANK05,H51,Air FR Group 261,FR,13.0,17.4,,,,,estimated_economic,5.78,Air transport,high,France,False,True,2024-06-20,False
CP00262,BANK05,H50,Water ES Group 262,ES,208.6,527.7,,,,,proxy_model,5.4,Water transport,medium,Spain,False,False,2022-06-04,False
CP00263,BANK05,C20,Manufacture IE Group 263,IE,12.4,23.3,,,,,audited_report,4.91,Manufacture of chemicals,high,Ireland,False,True,2016-10-26,False
CP00264,BANK05,B07,Mining BE Group 264,BE,375.2,1059.9,,,,,estimated_economic,5.98,Mining of metal ores,high,Belgium,False,False,2015-06-28,False
CP00265,BANK05,C24,Manufacture BE Group 265,BE,25.9,51.8,,,,,estimated_economic,4.6,Manufacture of basic metals (steel),high,Belgium,False,True,2018-03-13,False
CP00266,BANK05,F43,Specialised IE Group 266,IE,25.2,41.1,,,,,proxy_model,0.28,Specialised construction,medium,Ireland,False,True,2024-01-26,False
CP00267,BANK05,H50,Water FI Group 267,FI,19.1,46.2,,,,,proxy_model,1.74,Water transport,medium,Finland,False,True,2021-05-25,True
CP00268,BANK05,Q86,Human ES Group 268,ES,35.1,66.2,,,,,proxy_model,1.35,Human health activities,low,Spain,False,True,2020-11-30,False
CP00269,BANK05,C24,Manufacture FR Group 269,FR,19.9,45.5,,,,,estimated_economic,6.07,Manufacture of basic metals (steel),high,France,False,True,2024-10-15,False
CP00270,BANK05,C17,Manufacture BE Group 270,BE,2100.6,4617.5,,,,,audited_report,3.1,Manufacture of paper and paper products,high,Belgium,True,False,2024-06-26,False
CP00271,BANK05,C11,Manufacture DE Group 271,DE,8.9,13.2,,,,,estimated_economic,5.35,Manufacture of beverages,medium,Germany,False,True,2020-01-15,False
CP00272,BANK05,J63,Information FR Group 272,FR,102.9,298.8,,,,,estimated_economic,3.55,Information service activities,low,France,False,False,2017-06-28,False
CP00273,BANK05,H52,Warehousing FI Group 273,FI,3100.4,6035.9,,,,,proxy_model,5.83,Warehousing and support transport,medium,Finland,True,False,2019-03-12,False
CP00274,BANK05,C17,Manufacture PL Group 274,PL,66.8,83.5,,,,,estimated_economic,3.98,Manufacture of paper and paper products,high,Poland,False,False,2016-02-10,False
CP00275,BANK05,I56,Food BE Group 275,BE,1186.2,1717.2,,,,,estimated_economic,3.84,Food and beverage service,medium,Belgium,True,False,2024-04-21,False
CP00276,BANK05,H51,Air PT Group 276,PT,947.4,1936.9,,,,,cdp_disclosure,4.29,Air transport,high,Portugal,False,False,2015-11-21,False
CP00277,BANK05,A01,Crop FR Group 277,FR,14.1,40.8,,,,,audited_report,3.1,Crop and animal production,high,France,False,True,2021-10-29,False
CP00278,BANK05,C11,Manufacture DE Group 278,DE,36.7,63.9,,,,,proxy_model,5.71,Manufacture of beverages,medium,Germany,False,True,2015-07-15,False
CP00279,BANK05,C17,Manufacture BE Group 279,BE,370.2,486.1,,,,,estimated_economic,3.63,Manufacture of paper and paper products,high,Belgium,False,False,2020-08-09,True
CP00280,BANK05,C27,Manufacture DE Group 280,DE,176.2,288.2,,,,,proxy_model,1.95,Manufacture of electrical equipment,medium,Germany,False,False,2016-08-11,False
CP00281,BANK05,C19,Manufacture DE Group 281,DE,57.3,127.6,,,,,estimated_economic,9.14,Manufacture of coke and refined petroleum,high,Germany,False,False,2017-02-06,False
CP00282,BANK05,C30,Manufacture DE Group 282,DE,4206.9,5560.8,,,,,proxy_model,4.48,Manufacture of other transport equipment,medium,Germany,False,False,2020-09-09,False
CP00283,BANK05,H50,Water ES Group 283,ES,5.8,16.1,,,,,estimated_economic,3.59,Water transport,medium,Spain,False,True,2015-06-28,False
CP00284,BANK05,C29,Manufacture PL Group 284,PL,28.9,35.5,,,,,cdp_disclosure,1.84,Manufacture of motor vehicles,medium,Poland,False,True,2023-11-04,False
CP00285,BANK05,A02,Forestry FR Group 285,FR,469.2,650.6,,,,,audited_report,5.78,Forestry and logging,high,France,False,False,2023-06-27,True
CP00286,BANK05,C20,Manufacture DE Group 286,DE,217.8,580.3,,,,,proxy_model,3.49,Manufacture of chemicals,high,Germany,True,False,2023-09-27,False
CP00287,BANK05,E36,Water PL Group 287,PL,136.6,208.7,,,,,estimated_economic,4.3,"Water collection, treatment, supply",medium,Poland,False,False,2016-07-06,False
CP00288,BANK05,A02,Forestry IE Group 288,IE,118.3,204.4,,,,,estimated_economic,7.94,Forestry and logging,high,Ireland,False,False,2015-06-29,False
CP00289,BANK05,H50,Water FI Group 289,FI,44.3,77.9,,,,,estimated_economic,3.18,Water transport,medium,Finland,False,True,2019-06-20,False
CP00290,BANK05,Q86,Human NL Group 290,NL,28.8,73.6,,,,,proxy_model,2.73,Human health activities,low,Netherlands,False,True,2017-02-21,False
CP00291,BANK05,C19,Manufacture FI Group 291,FI,7.0,16.7,,,,,estimated_economic,3.47,Manufacture of coke and refined petroleum,high,Finland,False,True,2018-01-24,False
CP00292,BANK05,B06,Extraction IT Group 292,IT,2335.9,5928.4,,,,,cdp_disclosure,5.82,Extraction of crude petroleum and natural gas,high,Italy,False,False,2019-05-03,False
CP00293,BANK05,C20,Manufacture FR Group 293,FR,597.3,1111.7,,,,,proxy_model,3.47,Manufacture of chemicals,high,France,False,False,2017-12-28,False
CP00294,BANK05,H52,Warehousing AT Group 294,AT,8.6,19.6,,,,,estimated_economic,2.36,Warehousing and support transport,medium,Austria,False,True,2024-03-22,False
CP00295,BANK05,B07,Mining IT Group 295,IT,10.2,18.3,,,,,audited_report,6.77,Mining of metal ores,high,Italy,False,True,2018-04-25,False
CP00296,BANK05,C20,Manufacture NL Group 296,NL,95.1,232.2,,,,,cdp_disclosure,3.73,Manufacture of chemicals,high,Netherlands,False,False,2018-12-10,False
CP00297,BANK05,D35,"Electricity, AT Group 297",AT,2721.6,6278.0,,,,,proxy_model,2.41,"Electricity, gas, steam supply",high,Austria,True,False,2022-03-04,False
CP00298,BANK05,P85,Education LU Group 298,LU,8.4,19.7,,,,,proxy_model,3.48,Education,low,Luxembourg,False,True,2019-01-28,False
CP00299,BANK05,C10,Manufacture AT Group 299,AT,15.1,19.0,,,,,estimated_economic,3.09,Manufacture of food products,medium,Austria,False,True,2024-07-08,False
CP00300,BANK05,C27,Manufacture IE Group 300,IE,6.4,8.5,,,,,estimated_economic,1.94,Manufacture of electrical equipment,medium,Ireland,False,True,2023-09-24,False
CP90001,BANK01,O84,Sovereign DE,DE,,,4580000,675000000,102049800,3819277796,estimated_economic,4.78,Public administration and defence,low,Germany,False,False,2015-01-01,False
CP90002,BANK02,O84,Sovereign FR,FR,,,3680000,290000000,50682248,1136331950,proxy_model,2.05,Public administration and defence,low,France,False,False,2015-01-01,False
CP90003,BANK03,O84,Sovereign IT,IT,,,3020000,330000000,53472701,1425598471,estimated_economic,2.6,Public administration and defence,low,Italy,False,False,2015-01-01,False
CP90004,BANK04,O84,Sovereign NL,NL,,,1120000,150000000,23556277,572496498,estimated_economic,3.19,Public administration and defence,low,Netherlands,False,False,2015-01-01,False
CP90005,BANK05,O84,Sovereign ES,ES,,,2320000,240000000,39874468,1205538596,cdp_disclosure,5.05,Public administration and defence,low,Spain,False,False,2015-01-01,False
