counterparty_id,reporting_year,total_ghg_tco2e,emissions_id,bank_id,scope_1_tco2e,scope_2_location_tco2e,scope_2_market_tco2e,scope_3_tco2e,pcaf_data_quality_score,data_source,verification_status,gwp_basis
CP00076,2024,95125.2,EM000228,,29604.8,10765.4,8062.0,54755.0,3,estimated_physical,self_reported,IPCC_AR6
CP00077,2022,793990.3,EM000229,,189490.5,68905.7,50727.0,535594.1,3,estimated_physical,self_reported,IPCC_AR6
CP00077,2023,698279.0,EM000230,,183530.7,66738.4,62861.3,448009.9,3,estimated_physical,self_reported,IPCC_AR6
CP00077,2024,629000.1,EM000231,,177758.3,64639.4,47793.5,386602.4,3,estimated_physical,self_reported,IPCC_AR6
CP00078,2022,7755.3,EM000232,,2021.3,735.0,709.7,4999.0,4,estimated_economic,modeled,IPCC_AR6
CP00078,2023,7532.6,EM000233,,1990.9,724.0,598.7,4817.7,4,estimated_economic,modeled,IPCC_AR6
CP00078,2024,8228.2,EM000234,,1961.0,713.1,630.5,5554.1,5,estimated_economic,modeled,IPCC_AR6
CP00079,2022,138360.5,EM000235,,44044.6,16016.2,13438.5,78299.7,3,estimated_physical,self_reported,IPCC_AR6
CP00079,2023,146192.0,EM000236,,42845.8,15580.3,11631.0,87765.9,3,estimated_physical,self_reported,IPCC_AR6
CP00079,2024,158852.8,EM000237,,41679.5,15156.2,12995.0,102017.1,3,estimated_physical,self_reported,IPCC_AR6
CP00080,2022,2345954.1,EM000238,,531012.6,193095.5,143775.4,1621846.0,2,reported,self_reported,IPCC_AR6
CP00080,2023,1689746.9,EM000239,,516739.4,187905.2,178972.4,985102.3,3,estimated_physical,self_reported,IPCC_AR6
CP00080,2024,1937073.1,EM000240,,502849.8,182854.5,130616.3,1251368.8,2,reported,self_reported,IPCC_AR6
CP00081,2022,44461.6,EM000241,,13721.3,4989.6,3634.2,25750.7,3,estimated_physical,self_reported,IPCC_AR6
CP00081,2023,53490.4,EM000242,,13191.0,4796.7,3722.3,35502.7,3,estimated_physical,self_reported,IPCC_AR6
CP00081,2024,43841.0,EM000243,,12681.2,4611.4,3924.5,26548.4,2,reported,self_reported,IPCC_AR6
CP00082,2022,7951.9,EM000244,,2376.4,864.1,706.7,4711.4,3,estimated_physical,self_reported,IPCC_AR6
CP00082,2023,7461.6,EM000245,,2328.5,846.7,668.3,4286.4,5,estimated_economic,modeled,IPCC_AR6
CP00082,2024,9004.7,EM000246,,2281.6,829.7,747.6,5893.4,4,estimated_economic,modeled,IPCC_AR6
CP00083,2022,599331.5,EM000247,,133021.2,48371.4,36576.4,417938.9,3,estimated_physical,self_reported,IPCC_AR6
CP00083,2023,431906.8,EM000248,,128758.2,46821.2,41259.6,256327.4,3,estimated_physical,self_reported,IPCC_AR6
CP00083,2024,544076.3,EM000249,,124631.8,45320.6,38989.9,374123.9,1,reported,third_party_verified,IPCC_AR6
CP00084,2022,5482654.8,EM000250,,1644103.9,597855.9,542579.3,3240695.0,3,estimated_physical,self_reported,IPCC_AR6
CP00084,2023,6908703.8,EM000251,,1584094.6,576034.4,507236.4,4748574.8,4,estimated_economic,modeled,IPCC_AR6
CP00084,2024,5797753.3,EM000252,,1526275.7,555009.4,550667.3,3716468.2,3,estimated_physical,self_reported,IPCC_AR6
CP00085,2022,12889.8,EM000253,,3145.0,1143.7,904.4,8601.1,4,estimated_economic,modeled,IPCC_AR6
CP00085,2023,10068.5,EM000254,,3082.8,1121.0,822.3,5864.7,3,estimated_physical,self_reported,IPCC_AR6
CP00085,2024,9383.2,EM000255,,3021.8,1098.8,1052.3,5262.6,5,estimated_economic,modeled,IPCC_AR6
CP00086,2022,249914.6,EM000256,,61879.8,22501.8,19977.5,165533.0,3,estimated_physical,self_reported,IPCC_AR6
CP00086,2023,257301.4,EM000257,,60608.7,22039.5,17417.3,174653.2,2,reported,self_reported,IPCC_AR6
CP00086,2024,223464.1,EM000258,,59363.8,21586.8,15252.0,142513.5,3,estimated_physical,self_reported,IPCC_AR6
CP00087,2022,43970.7,EM000259,,10681.4,3884.2,3268.3,29405.1,5,estimated_economic,modeled,IPCC_AR6
CP00087,2023,44798.0,EM000260,,10303.0,3746.5,2848.8,30748.5,4,estimated_economic,modeled,IPCC_AR6
CP00087,2024,38961.2,EM000261,,9938.0,3613.8,2584.9,25409.4,5,estimated_economic,modeled,IPCC_AR6
CP00088,2022,763462.3,EM000262,,184767.8,67188.3,64136.9,511506.2,3,estimated_physical,self_reported,IPCC_AR6
CP00088,2023,753751.7,EM000263,,180871.5,65771.4,56977.2,507108.8,2,reported,self_reported,IPCC_AR6
CP00088,2024,621480.0,EM000264,,177057.3,64384.5,54458.4,380038.2,2,reported,self_reported,IPCC_AR6
CP00089,2022,180218.8,EM000265,,44157.1,16057.1,13590.3,120004.6,4,estimated_economic,modeled,IPCC_AR6
CP00089,2023,178582.4,EM000266,,43200.8,15709.4,12985.4,119672.2,3,estimated_physical,self_reported,IPCC_AR6
CP00089,2024,149914.1,EM000267,,42265.3,15369.2,14875.3,92279.6,2,reported,self_reported,IPCC_AR6
CP00090,2022,31068.8,EM000268,,5075.4,1845.6,1483.9,24147.8,4,estimated_economic,modeled,IPCC_AR6
CP00090,2023,33137.4,EM000269,,4944.4,1798.0,1414.0,26395.0,2,reported,self_reported,IPCC_AR6
CP00090,2024,25312.5,EM000270,,4816.9,1751.6,1348.1,18744.0,3,estimated_physical,self_reported,IPCC_AR6
CP00091,2022,8514.7,EM000271,,1500.2,545.5,519.7,6469.0,3,estimated_physical,self_reported,IPCC_AR6
CP00091,2023,9754.4,EM000272,,1481.1,538.6,424.4,7734.7,2,reported,self_reported,IPCC_AR6
CP00091,2024,9857.7,EM000273,,1462.2,531.7,505.1,7863.8,4,estimated_economic,modeled,IPCC_AR6
CP00092,2022,580418.3,EM000274,,83107.8,30221.0,28811.5,467089.5,3,estimated_physical,self_reported,IPCC_AR6
CP00092,2023,529295.9,EM000275,,81615.0,29678.2,27445.7,418002.7,2,reported,self_reported,IPCC_AR6
CP00092,2024,530165.8,EM000276,,80149.0,29145.1,22145.8,420871.7,1,reported,third_party_verified,IPCC_AR6
CP00093,2022,152219.7,EM000277,,41202.3,14982.6,11852.7,96034.8,5,estimated_economic,modeled,IPCC_AR6
CP00093,2023,134521.6,EM000278,,39678.9,14428.7,10178.6,80414.0,3,estimated_physical,self_reported,IPCC_AR6
CP00093,2024,167335.3,EM000279,,38211.8,13895.2,10387.8,115228.3,4,estimated_economic,modeled,IPCC_AR6
CP00094,2022,329629.1,EM000280,,105349.8,38309.0,31765.3,185970.3,2,reported,self_reported,IPCC_AR6
CP00094,2023,414948.3,EM000281,,103962.7,37804.6,29004.8,273181.0,2,reported,self_reported,IPCC_AR6
CP00094,2024,355130.9,EM000282,,102593.9,37306.9,30090.7,215230.1,3,estimated_physical,self_reported,IPCC_AR6
CP00095,2022,736249.3,EM000283,,211824.0,77026.9,69866.5,447398.4,1,reported,third_party_verified,IPCC_AR6
CP00095,2023,802462.5,EM000284,,208928.7,75974.1,69282.4,517559.7,2,reported,self_reported,IPCC_AR6
CP00095,2024,916302.0,EM000285,,206072.9,74935.6,62731.6,635293.5,2,reported,self_reported,IPCC_AR6
CP00096,2022,2127391.9,EM000286,,657055.1,238929.1,223314.3,1231407.7,3,estimated_physical,self_reported,IPCC_AR6
CP00096,2023,2833795.0,EM000287,,632959.5,230167.1,164015.0,1970668.4,4,estimated_economic,modeled,IPCC_AR6
CP00096,2024,1973789.5,EM000288,,609747.6,221726.4,213136.9,1142315.5,3,estimated_physical,self_reported,IPCC_AR6
CP00097,2022,39857.0,EM000289,,11348.7,4126.8,3515.1,24381.5,3,estimated_physical,self_reported,IPCC_AR6
CP00097,2023,45551.9,EM000290,,10948.2,3981.2,3559.7,30622.5,2,reported,self_reported,IPCC_AR6
CP00097,2024,37754.6,EM000291,,10561.9,3840.7,3666.2,23352.0,2,reported,self_reported,IPCC_AR6
CP00098,2022,20368.3,EM000292,,2949.0,1072.4,1011.0,16346.9,3,estimated_physical,self_reported,IPCC_AR6
CP00098,2023,16294.6,EM000293,,2867.8,1042.8,756.6,12384.0,3,estimated_physical,self_reported,IPCC_AR6
CP00098,2024,16094.7,EM000294,,2788.9,1014.1,819.6,12291.7,4,estimated_economic,modeled,IPCC_AR6
CP00099,2022,75326.9,EM000295,,17971.2,6535.0,5021.9,50820.7,3,estimated_physical,self_reported,IPCC_AR6
CP00099,2023,73888.1,EM000296,,17334.0,6303.3,5186.3,50250.8,3,estimated_physical,self_reported,IPCC_AR6
CP00099,2024,62822.4,EM000297,,16719.5,6079.8,5705.2,40023.1,4,estimated_economic,modeled,IPCC_AR6
CP00100,2022,6022.5,EM000298,,1827.1,664.4,625.8,3531.0,3,estimated_physical,self_reported,IPCC_AR6
CP00100,2023,7850.2,EM000299,,1755.6,638.4,507.2,5456.2,3,estimated_physical,self_reported,IPCC_AR6
CP00100,2024,7638.5,EM000300,,1687.0,613.4,440.7,5338.1,3,estimated_physical,self_reported,IPCC_AR6
CP00101,2022,966408.8,EM000301,,147735.7,53722.1,38537.2,764951.0,4,estimated_economic,modeled,IPCC_AR6
CP00101,2023,942806.0,EM000302,,144752.2,52637.2,47273.9,745416.6,4,estimated_economic,modeled,IPCC_AR6
CP00101,2024,878347.3,EM000303,,141829.0,51574.2,42321.8,684944.1,3,estimated_physical,self_reported,IPCC_AR6
CP00102,2022,93742.7,EM000304,,26556.0,9656.7,9393.7,57530.0,4,estimated_economic,modeled,IPCC_AR6
CP00102,2023,80228.3,EM000305,,25934.8,9430.9,8094.9,44862.6,3,estimated_physical,self_reported,IPCC_AR6
CP00102,2024,112390.9,EM000306,,25328.2,9210.2,7680.0,77852.5,4,estimated_economic,modeled,IPCC_AR6
CP00103,2022,92099.9,EM000307,,21707.2,7893.5,7177.1,62499.2,3,estimated_physical,self_reported,IPCC_AR6
CP00103,2023,93020.8,EM000308,,21193.5,7706.7,6329.9,64120.6,4,estimated_economic,modeled,IPCC_AR6
CP00103,2024,69780.9,EM000309,,20691.9,7524.3,5350.5,41564.7,3,estimated_physical,self_reported,IPCC_AR6
CP00104,2022,10424.7,EM000310,,2498.9,908.7,906.5,7017.1,3,estimated_physical,self_reported,IPCC_AR6
CP00104,2023,8586.4,EM000311,,2453.3,892.1,772.1,5241.0,3,estimated_physical,self_reported,IPCC_AR6
CP00104,2024,9272.0,EM000312,,2408.6,875.8,655.1,5987.6,5,estimated_economic,modeled,IPCC_AR6
CP00105,2022,834713.6,EM000313,,211084.0,76757.8,71557.3,546871.8,2,reported,self_reported,IPCC_AR6
CP00105,2023,862260.5,EM000314,,207685.1,75521.9,55367.6,579053.5,3,estimated_physical,self_reported,IPCC_AR6
CP00105,2024,647781.8,EM000315,,204341.0,74305.8,65990.7,369135.0,2,reported,self_reported,IPCC_AR6
CP00106,2022,16451.4,EM000316,,4071.6,1480.6,1168.8,10899.2,3,estimated_physical,self_reported,IPCC_AR6
CP00106,2023,16312.2,EM000317,,3914.6,1423.5,1416.2,10974.1,4,estimated_economic,modeled,IPCC_AR6
CP00106,2024,16062.9,EM000318,,3763.6,1368.6,1190.2,10930.7,5,estimated_economic,modeled,IPCC_AR6
CP00107,2022,1169169.9,EM000319,,302329.3,109937.9,88511.1,756902.7,2,reported,self_reported,IPCC_AR6
CP00107,2023,1036008.9,EM000320,,295929.7,107610.8,98405.4,632468.4,3,estimated_physical,self_reported,IPCC_AR6
CP00107,2024,1179555.5,EM000321,,289665.5,105332.9,90154.4,784557.1,3,estimated_physical,self_reported,IPCC_AR6
CP00108,2022,846958.6,EM000322,,214992.0,78178.9,63198.3,553787.7,4,estimated_economic,modeled,IPCC_AR6
CP00108,2023,672669.9,EM000323,,208506.9,75820.7,71918.3,388342.3,4,estimated_economic,modeled,IPCC_AR6
CP00108,2024,647602.0,EM000324,,202217.4,73533.6,71074.1,371851.0,2,reported,self_reported,IPCC_AR6
CP00109,2022,3434.9,EM000325,,596.1,216.8,190.0,2622.0,4,estimated_economic,modeled,IPCC_AR6
CP00109,2023,3591.9,EM000326,,580.2,211.0,164.4,2800.7,4,estimated_economic,modeled,IPCC_AR6
CP00109,2024,3464.0,EM000327,,564.8,205.4,170.9,2693.8,4,estimated_economic,modeled,IPCC_AR6
CP00110,2022,38211.2,EM000328,,8462.8,3077.4,2287.4,26671.0,4,estimated_economic,modeled,IPCC_AR6
CP00110,2023,26965.0,EM000329,,8248.6,2999.5,2216.1,15716.9,4,estimated_economic,modeled,IPCC_AR6
CP00110,2024,33119.2,EM000330,,8039.8,2923.6,2150.1,22155.8,4,estimated_economic,modeled,IPCC_AR6
CP00111,2022,1355311.9,EM000331,,324144.0,117870.5,95569.4,913297.4,4,estimated_economic,modeled,IPCC_AR6
CP00111,2023,1415834.6,EM000332,,315781.3,114829.6,94457.2,985223.7,3,estimated_physical,self_reported,IPCC_AR6
CP00111,2024,1002833.1,EM000333,,307634.4,111867.0,79658.8,583331.7,3,estimated_physical,self_reported,IPCC_AR6
CP00112,2022,876933.0,EM000334,,193100.9,70218.5,59389.2,613613.6,2,reported,self_reported,IPCC_AR6
CP00112,2023,796443.4,EM000335,,187528.8,68192.3,59797.0,540722.3,1,reported,third_party_verified,IPCC_AR6
CP00112,2024,574301.6,EM000336,,182117.5,66224.5,64020.4,325959.6,3,estimated_physical,self_reported,IPCC_AR6
CP00113,2022,87332.8,EM000337,,22972.2,8353.5,6721.2,56007.1,2,reported,self_reported,IPCC_AR6
CP00113,2023,98697.6,EM000338,,22617.8,8224.6,7171.2,67855.2,3,estimated_physical,self_reported,IPCC_AR6
CP00113,2024,87183.6,EM000339,,22268.9,8097.8,7566.6,56816.9,4,estimated_economic,modeled,IPCC_AR6
CP00114,2022,72924.4,EM000340,,18351.0,6673.1,5681.7,47900.3,4,estimated_economic,modeled,IPCC_AR6
CP00114,2023,67741.8,EM000341,,18013.3,6550.3,5467.7,43178.2,3,estimated_physical,self_reported,IPCC_AR6
CP00114,2024,77052.6,EM000342,,17681.9,6429.8,6043.6,52940.9,3,estimated_physical,self_reported,IPCC_AR6
CP00115,2022,34124.5,EM000343,,6353.2,2310.2,1992.1,25461.1,3,estimated_physical,self_reported,IPCC_AR6
CP00115,2023,46007.8,EM000344,,6177.1,2246.2,2068.2,37584.5,4,estimated_economic,modeled,IPCC_AR6
CP00115,2024,39364.1,EM000345,,6005.9,2184.0,1992.2,31174.2,4,estimated_economic,modeled,IPCC_AR6
CP00116,2022,767705.4,EM000346,,186172.5,67699.1,49903.3,513833.8,2,reported,self_reported,IPCC_AR6
CP00116,2023,715396.3,EM000347,,183172.3,66608.1,58988.9,465615.9,1,reported,third_party_verified,IPCC_AR6
CP00116,2024,708513.2,EM000348,,180220.5,65534.7,57085.5,462758.0,1,reported,third_party_verified,IPCC_AR6
CP00117,2022,21917.1,EM000349,,4978.2,1810.2,1775.5,15128.7,3,estimated_physical,self_reported,IPCC_AR6
CP00117,2023,16231.1,EM000350,,4850.1,1763.7,1650.9,9617.3,3,estimated_physical,self_reported,IPCC_AR6
CP00117,2024,16269.5,EM000351,,4725.3,1718.3,1660.4,9825.9,5,estimated_economic,modeled,IPCC_AR6
CP00118,2022,12867.4,EM000352,,1997.3,726.3,518.2,10143.8,3,estimated_physical,self_reported,IPCC_AR6
CP00118,2023,14099.8,EM000353,,1965.7,714.8,594.1,11419.3,2,reported,self_reported,IPCC_AR6
CP00118,2024,11400.6,EM000354,,1934.7,703.5,559.4,8762.4,4,estimated_economic,modeled,IPCC_AR6
CP00119,2022,15836.9,EM000355,,4905.9,1784.0,1325.9,9147.0,3,estimated_physical,self_reported,IPCC_AR6
CP00119,2023,16345.0,EM000356,,4726.5,1718.7,1361.3,9899.8,3,estimated_physical,self_reported,IPCC_AR6
CP00119,2024,16765.0,EM000357,,4553.7,1655.9,1464.4,10555.4,3,estimated_physical,self_reported,IPCC_AR6
CP00120,2022,459542.3,EM000358,,145058.7,52748.6,41988.5,261735.0,2,reported,self_reported,IPCC_AR6
CP00120,2023,514263.6,EM000359,,139374.6,50681.7,41186.7,324207.3,2,reported,self_reported,IPCC_AR6
CP00120,2024,575941.3,EM000360,,133913.2,48695.7,37046.1,393332.4,1,reported,third_party_verified,IPCC_AR6
CP00121,2022,18078.1,EM000361,,4747.6,1726.4,1407.9,11604.1,5,estimated_economic,modeled,IPCC_AR6
CP00121,2023,15089.9,EM000362,,4641.2,1687.7,1416.7,8761.0,3,estimated_physical,self_reported,IPCC_AR6
CP00121,2024,16702.7,EM000363,,4537.1,1649.9,1356.6,10515.7,4,estimated_economic,modeled,IPCC_AR6
CP00122,2022,117730.3,EM000364,,33847.9,12308.3,11108.6,71574.1,4,estimated_economic,modeled,IPCC_AR6
CP00122,2023,115027.7,EM000365,,33393.9,12143.2,11360.7,69490.6,3,estimated_physical,self_reported,IPCC_AR6
CP00122,2024,116313.1,EM000366,,32945.9,11980.3,8687.8,71386.9,3,estimated_physical,self_reported,IPCC_AR6
CP00123,2022,90650.7,EM000367,,20112.0,7313.5,7281.3,63225.2,4,estimated_economic,modeled,IPCC_AR6
CP00123,2023,82258.8,EM000368,,19430.3,7065.6,5844.1,55762.9,4,estimated_economic,modeled,IPCC_AR6
CP00123,2024,83049.8,EM000369,,18771.7,6826.1,4780.3,57452.0,4,estimated_economic,modeled,IPCC_AR6
CP00124,2022,37930.7,EM000370,,10813.2,3932.1,2753.1,23185.4,4,estimated_economic,modeled,IPCC_AR6
CP00124,2023,47461.6,EM000371,,10649.7,3872.6,3405.4,32939.3,3,estimated_physical,self_reported,IPCC_AR6
CP00124,2024,45291.9,EM000372,,10488.7,3814.1,3072.0,30989.1,3,estimated_physical,self_reported,IPCC_AR6
CP00125,2022,23833.5,EM000373,,6217.3,2260.9,2084.0,15355.3,3,estimated_physical,self_reported,IPCC_AR6
CP00125,2023,23770.8,EM000374,,6077.8,2210.1,1809.2,15482.9,4,estimated_economic,modeled,IPCC_AR6
CP00125,2024,19386.3,EM000375,,5941.4,2160.5,1873.0,11284.4,3,estimated_physical,self_reported,IPCC_AR6
CP00126,2022,469061.3,EM000376,,117829.8,42847.2,34084.6,308384.3,3,estimated_physical,self_reported,IPCC_AR6
CP00126,2023,468475.9,EM000377,,114643.6,41688.6,32450.7,312143.7,2,reported,self_reported,IPCC_AR6
CP00126,2024,467404.3,EM000378,,111543.5,40561.3,31385.5,315299.5,2,reported,self_reported,IPCC_AR6
CP00127,2022,163741.3,EM000379,,43560.1,15840.0,11163.4,104341.2,3,estimated_physical,self_reported,IPCC_AR6
CP00127,2023,173313.2,EM000380,,42264.1,15368.8,10767.6,115680.3,3,estimated_physical,self_reported,IPCC_AR6
CP00127,2024,155153.5,EM000381,,41006.7,14911.5,13447.4,99235.3,4,estimated_economic,modeled,IPCC_AR6
CP00128,2022,20419.2,EM000382,,3039.2,1105.2,952.1,16274.8,4,estimated_economic,modeled,IPCC_AR6
CP00128,2023,20871.6,EM000383,,2999.2,1090.6,788.8,16781.8,3,estimated_physical,self_reported,IPCC_AR6
CP00128,2024,14186.9,EM000384,,2959.8,1076.3,970.3,10150.8,4,estimated_economic,modeled,IPCC_AR6
CP00129,2022,3266770.9,EM000385,,763474.1,277627.0,224153.2,2225669.8,4,estimated_economic,modeled,IPCC_AR6
CP00129,2023,2477057.0,EM000386,,741020.2,269461.9,244970.2,1466574.9,4,estimated_economic,modeled,IPCC_AR6
CP00129,2024,2225456.7,EM000387,,719226.7,261537.0,256534.9,1244693.0,3,estimated_physical,self_reported,IPCC_AR6
CP00130,2022,5651.4,EM000388,,1816.6,660.6,645.0,3174.2,4,estimated_economic,modeled,IPCC_AR6
CP00130,2023,6337.2,EM000389,,1756.0,638.6,564.5,3942.6,3,estimated_physical,self_reported,IPCC_AR6
CP00130,2024,5989.4,EM000390,,1697.5,617.3,475.5,3674.6,5,estimated_economic,modeled,IPCC_AR6
CP00131,2022,7339.8,EM000391,,2099.9,763.6,696.5,4476.3,5,estimated_economic,modeled,IPCC_AR6
CP00131,2023,6910.8,EM000392,,2038.7,741.4,701.6,4130.7,3,estimated_physical,self_reported,IPCC_AR6
CP00131,2024,7254.8,EM000393,,1979.4,719.8,626.8,4555.6,5,estimated_economic,modeled,IPCC_AR6
CP00132,2022,37954.5,EM000394,,9363.2,3404.8,3080.4,25186.5,3,estimated_physical,self_reported,IPCC_AR6
CP00132,2023,35789.3,EM000395,,9143.6,3325.0,2455.4,23320.7,2,reported,self_reported,IPCC_AR6
CP00132,2024,28373.6,EM000396,,8929.2,3247.0,2828.0,16197.4,3,estimated_physical,self_reported,IPCC_AR6
CP00133,2022,996107.7,EM000397,,235271.6,85553.3,77288.3,675282.8,1,reported,third_party_verified,IPCC_AR6
CP00133,2023,1042787.2,EM000398,,229552.7,83473.7,71777.6,729760.8,2,reported,self_reported,IPCC_AR6
CP00133,2024,773669.8,EM000399,,223972.8,81444.7,68102.3,468252.3,2,reported,self_reported,IPCC_AR6
CP00134,2022,1873546.1,EM000400,,419071.3,152389.6,149589.9,1302085.2,1,reported,third_party_verified,IPCC_AR6
CP00134,2023,1526089.7,EM000401,,410366.7,149224.3,116724.8,966498.7,3,estimated_physical,self_reported,IPCC_AR6
CP00134,2024,1640937.1,EM000402,,401843.0,146124.7,118133.3,1092969.4,2,reported,self_reported,IPCC_AR6
CP00135,2022,23936.0,EM000403,,7014.2,2550.6,2106.8,14371.2,4,estimated_economic,modeled,IPCC_AR6
CP00135,2023,25899.1,EM000404,,6919.6,2516.2,1908.2,16463.3,3,estimated_physical,self_reported,IPCC_AR6
CP00135,2024,21859.9,EM000405,,6826.3,2482.3,1756.5,12551.3,4,estimated_economic,modeled,IPCC_AR6
CP00136,2022,875352.3,EM000406,,236199.3,85890.7,66564.9,553262.3,2,reported,self_reported,IPCC_AR6
CP00136,2023,776772.1,EM000407,,233682.1,84975.3,75440.9,458114.7,3,estimated_physical,self_reported,IPCC_AR6
CP00136,2024,745424.3,EM000408,,231191.7,84069.7,79228.8,430162.9,3,estimated_physical,self_reported,IPCC_AR6
CP00137,2022,5982.5,EM000409,,1673.8,608.7,445.8,3700.0,4,estimated_economic,modeled,IPCC_AR6
CP00137,2023,5624.2,EM000410,,1638.3,595.8,426.8,3390.1,4,estimated_economic,modeled,IPCC_AR6
CP00137,2024,5729.8,EM000411,,1603.6,583.1,573.2,3543.1,5,estimated_economic,modeled,IPCC_AR6
CP00138,2022,1003654.4,EM000412,,238560.5,86749.3,75791.2,678344.6,3,estimated_physical,self_reported,IPCC_AR6
CP00138,2023,748865.0,EM000413,,233452.2,84891.7,60273.4,430521.1,2,reported,self_reported,IPCC_AR6
CP00138,2024,809454.1,EM000414,,228453.3,83073.9,59772.4,497926.9,4,estimated_economic,modeled,IPCC_AR6
CP00139,2022,14762.7,EM000415,,3955.0,1438.2,1276.9,9369.5,4,estimated_economic,modeled,IPCC_AR6
CP00139,2023,12415.7,EM000416,,3905.9,1420.3,1232.5,7089.5,4,estimated_economic,modeled,IPCC_AR6
CP00139,2024,13563.0,EM000417,,3857.3,1402.7,1022.2,8303.0,4,estimated_economic,modeled,IPCC_AR6
CP00140,2022,1296639.3,EM000418,,327035.3,118921.9,83623.7,850682.1,3,estimated_physical,self_reported,IPCC_AR6
CP00140,2023,1153402.9,EM000419,,316241.0,114996.7,110854.7,722165.2,4,estimated_economic,modeled,IPCC_AR6
CP00140,2024,1221308.4,EM000420,,305802.9,111201.1,109118.9,804304.4,3,estimated_physical,self_reported,IPCC_AR6
CP00141,2022,369371.5,EM000421,,103605.9,37674.9,27533.1,228090.7,2,reported,self_reported,IPCC_AR6
CP00141,2023,399290.5,EM000422,,100873.0,36681.1,34363.8,261736.4,2,reported,self_reported,IPCC_AR6
CP00141,2024,330676.4,EM000423,,98212.2,35713.5,31828.2,196750.7,3,estimated_physical,self_reported,IPCC_AR6
CP00142,2022,1671996.7,EM000424,,402988.8,146541.4,113268.6,1122466.5,3,estimated_physical,self_reported,IPCC_AR6
CP00142,2023,1668028.8,EM000425,,391959.1,142530.6,113098.0,1133539.1,2,reported,self_reported,IPCC_AR6
CP00142,2024,1419591.9,EM000426,,381231.2,138629.5,128414.2,899731.2,4,estimated_economic,modeled,IPCC_AR6
CP00143,2022,1999767.6,EM000427,,473439.7,172159.9,136454.3,1354168.0,2,reported,self_reported,IPCC_AR6
CP00143,2023,1675312.9,EM000428,,467075.1,169845.5,119303.6,1038392.3,3,estimated_physical,self_reported,IPCC_AR6
CP00143,2024,1818063.7,EM000429,,460796.1,167562.2,120174.8,1189705.4,3,estimated_physical,self_reported,IPCC_AR6
CP00144,2022,1730270.0,EM000430,,398087.9,144759.2,109817.5,1187422.9,3,estimated_physical,self_reported,IPCC_AR6
CP00144,2023,1324216.9,EM000431,,392138.5,142595.8,133409.7,789482.6,4,estimated_economic,modeled,IPCC_AR6
CP00144,2024,1384741.8,EM000432,,386278.1,140464.8,127603.1,857998.9,3,estimated_physical,self_reported,IPCC_AR6
CP00145,2022,9523275.2,EM000433,,2667953.9,970165.1,959415.2,5885156.2,3,estimated_physical,self_reported,IPCC_AR6
CP00145,2023,10408701.7,EM000434,,2609239.9,948814.5,710362.2,6850647.3,3,estimated_physical,self_reported,IPCC_AR6
CP00145,2024,9571566.3,EM000435,,2551818.0,927933.8,661299.1,6091814.5,4,estimated_economic,modeled,IPCC_AR6
CP00146,2022,2231.8,EM000436,,654.4,238.0,211.1,1339.4,4,estimated_economic,modeled,IPCC_AR6
CP00146,2023,2157.5,EM000437,,628.3,228.5,225.2,1300.7,5,estimated_economic,modeled,IPCC_AR6
CP00146,2024,2153.6,EM000438,,603.2,219.4,167.1,1331.0,5,estimated_economic,modeled,IPCC_AR6
CP00147,2022,12802.6,EM000439,,3540.4,1287.4,912.8,7974.8,3,estimated_physical,self_reported,IPCC_AR6
CP00147,2023,11392.9,EM000440,,3503.9,1274.2,966.3,6614.8,4,estimated_economic,modeled,IPCC_AR6
CP00147,2024,13678.2,EM000441,,3467.8,1261.0,899.3,8949.4,5,estimated_economic,modeled,IPCC_AR6
CP00148,2022,3369.0,EM000442,,1009.2,367.0,336.0,1992.8,5,estimated_economic,modeled,IPCC_AR6
CP00148,2023,3492.1,EM000443,,974.8,354.5,267.1,2162.8,4,estimated_economic,modeled,IPCC_AR6
CP00148,2024,2931.6,EM000444,,941.6,342.4,333.2,1647.6,5,estimated_economic,modeled,IPCC_AR6
CP00149,2022,17951.4,EM000445,,4931.9,1793.4,1315.1,11226.1,5,estimated_economic,modeled,IPCC_AR6
CP00149,2023,21565.7,EM000446,,4834.9,1758.1,1357.3,14972.7,4,estimated_economic,modeled,IPCC_AR6
CP00149,2024,20257.6,EM000447,,4739.8,1723.5,1693.1,13794.3,4,estimated_economic,modeled,IPCC_AR6
CP00150,2022,5778463.7,EM000448,,1319203.1,479710.2,345205.8,3979550.4,3,estimated_physical,self_reported,IPCC_AR6
CP00150,2023,4302388.9,EM000449,,1305919.9,474879.9,445660.3,2521589.1,3,estimated_physical,self_reported,IPCC_AR6
CP00150,2024,4349024.7,EM000450,,1292770.3,470098.3,381849.8,2586156.1,2,reported,self_reported,IPCC_AR6
CP00151,2022,3784142.3,EM000451,,1099410.8,399785.7,353733.7,2284945.8,2,reported,self_reported,IPCC_AR6
CP00151,2023,3654870.8,EM000452,,1087657.5,395511.8,370545.6,2171701.5,3,estimated_physical,self_reported,IPCC_AR6
CP00151,2024,3835403.2,EM000453,,1076029.8,391283.6,367291.5,2368089.8,2,reported,self_reported,IPCC_AR6
CP00152,2022,98488.4,EM000454,,21847.5,7944.6,6059.9,68696.3,4,estimated_economic,modeled,IPCC_AR6
CP00152,2023,68938.2,EM000455,,21531.7,7829.7,7039.3,39576.8,3,estimated_physical,self_reported,IPCC_AR6
