exposure_id,bank_id,counterparty_id,product_type,outstanding_amount_meur,committed_amount_meur,pcaf_asset_class,origination_date,maturity_date,currency,interest_rate_pct,stage,eu_taxonomy_aligned,undrawn_amount_meur,green_label_flag,green_taxonomy,origination_property_value_meur,total_project_cost_meur,has_control,instrument_type
EXP000179,BANK01,CP00088,mortgage,492.9,607.4,commercial_re,2023-02-21,2026-02-20,EUR,5.03,stage_1,False,114.5,False,,755.53,,,
EXP000180,BANK01,CP00089,term_loan,69.73,77.87,business_loan,2019-06-20,2024-06-18,EUR,6.75,stage_2,False,8.14,False,,,,,
EXP000181,BANK01,CP00089,mortgage,51.44,60.76,commercial_re,2021-08-29,2028-08-27,EUR,3.67,stage_2,False,9.32,False,,72.97,,,
EXP000182,BANK01,CP00090,term_loan,26.84,31.67,business_loan,2019-03-09,2024-03-07,EUR,4.07,stage_1,False,4.83,False,,,,,
EXP000183,BANK02,CP00091,revolving_credit,37.41,50.17,business_loan,2023-03-13,2030-03-11,EUR,2.95,stage_1,False,12.76,False,,,,,
EXP000184,BANK02,CP00092,project_finance,282.06,298.79,project_finance,2020-05-30,2027-05-29,EUR,6.06,stage_2,False,16.73,False,,,775.99,False,project_loan
EXP000185,BANK02,CP00093,term_loan,2.12,2.93,business_loan,2019-12-14,2022-12-13,EUR,6.77,stage_1,False,0.81,False,,,,,
EXP000186,BANK02,CP00093,term_loan,7.03,7.37,business_loan,2019-02-22,2024-02-21,EUR,2.81,stage_1,False,0.34,False,,,,,
EXP000187,BANK02,CP00094,revolving_credit,7.73,9.54,business_loan,2018-12-11,2033-12-07,EUR,7.09,stage_1,False,1.81,False,,,,,
EXP000188,BANK02,CP00095,corporate_bond,23.25,31.67,listed_equity,2019-06-12,2022-06-11,EUR,6.65,stage_1,False,8.42,False,,,,,
EXP000189,BANK02,CP00095,revolving_credit,13.36,15.67,business_loan,2019-11-20,2034-11-16,EUR,6.12,stage_1,False,2.31,False,,,,,
EXP000190,BANK02,CP00095,revolving_credit,35.06,47.8,business_loan,2021-12-20,2026-12-19,EUR,3.87,stage_1,False,12.74,False,,,,,
EXP000191,BANK02,CP00095,project_finance,20.12,25.33,project_finance,2024-12-02,2029-12-01,EUR,4.99,stage_2,False,5.21,False,,,38.58,False,project_loan
EXP000192,BANK02,CP00096,revolving_credit,263.51,331.25,business_loan,2022-09-14,2027-09-13,EUR,6.49,stage_1,False,67.74,False,,,,,
EXP000193,BANK02,CP00096,project_finance,1202.39,1578.46,project_finance,2018-03-21,2028-03-18,EUR,4.3,stage_1,False,376.07,False,,,2475.42,False,project_loan
EXP000194,BANK02,CP00097,revolving_credit,18.42,19.74,business_loan,2022-05-10,2029-05-08,EUR,4.09,stage_1,False,1.32,False,,,,,
EXP000195,BANK02,CP00097,mortgage,18.14,21.98,commercial_re,2018-08-28,2028-08-25,EUR,6.33,stage_3,False,3.84,False,,27.31,,,
EXP000196,BANK02,CP00098,corporate_bond,16.52,21.91,business_loan,2020-12-27,2035-12-24,EUR,7.09,stage_1,False,5.39,False,,,,,
EXP000197,BANK02,CP00098,term_loan,72.02,98.96,business_loan,2022-05-10,2029-05-08,EUR,7.46,stage_1,False,26.94,False,,,,,
EXP000198,BANK02,CP00098,revolving_credit,24.97,25.25,business_loan,2022-01-09,2037-01-05,EUR,6.0,stage_2,False,0.28,False,,,,,
EXP000199,BANK02,CP00098,project_finance,45.22,55.03,project_finance,2020-02-11,2030-02-08,EUR,3.38,stage_1,False,9.81,False,,,85.97,True,project_equity
EXP000200,BANK02,CP00099,term_loan,33.08,37.47,business_loan,2023-05-12,2026-05-11,EUR,5.57,stage_1,False,4.39,False,,,,,
EXP000201,BANK02,CP00100,mortgage,1.62,1.63,mortgage,2021-08-18,2024-08-17,EUR,5.43,stage_2,False,0.01,False,,2.52,,,
EXP000202,BANK02,CP00101,mortgage,800.89,1026.59,mortgage,2018-10-25,2025-10-23,EUR,5.81,stage_1,False,225.7,False,,1363.88,,,
EXP000203,BANK02,CP00101,revolving_credit,397.8,523.8,business_loan,2019-10-08,2029-10-05,EUR,7.3,stage_1,False,126.0,False,,,,,
EXP000204,BANK02,CP00101,green_loan,269.46,293.52,commercial_re,2024-11-18,2031-11-17,EUR,5.44,stage_1,True,24.06,True,ICMA_GBP,426.91,,,
EXP000205,BANK02,CP00102,term_loan,31.2,36.09,business_loan,2018-01-08,2033-01-04,EUR,7.47,stage_2,False,4.89,False,,,,,
EXP000206,BANK02,CP00103,mortgage,11.9,14.94,mortgage,2024-11-09,2029-11-08,EUR,3.02,stage_1,False,3.04,False,,17.9,,,
EXP000207,BANK02,CP00104,revolving_credit,2.1,2.63,business_loan,2021-08-01,2026-07-31,EUR,7.32,stage_1,False,0.53,False,,,,,
EXP000208,BANK02,CP00105,revolving_credit,966.42,1047.48,business_loan,2018-02-16,2025-02-14,EUR,5.97,stage_1,False,81.06,False,,,,,
EXP000209,BANK02,CP00105,corporate_bond,1028.69,1209.01,listed_equity,2018-07-17,2028-07-14,EUR,4.6,stage_1,False,180.32,False,,,,,
EXP000210,BANK02,CP00106,revolving_credit,8.71,11.6,business_loan,2022-03-18,2025-03-17,EUR,6.44,stage_1,False,2.89,False,,,,,
EXP000211,BANK02,CP00106,term_loan,7.69,10.15,business_loan,2023-01-23,2026-01-22,EUR,2.67,stage_1,False,2.46,False,,,,,
EXP000212,BANK02,CP00107,revolving_credit,41.6,53.78,business_loan,2022-03-18,2027-03-17,EUR,5.24,stage_2,False,12.18,False,,,,,
EXP000213,BANK02,CP00108,project_finance,75.17,88.14,project_finance,2023-06-01,2026-05-31,EUR,5.77,stage_1,False,12.97,False,,,299.36,True,project_equity
EXP000214,BANK02,CP00109,revolving_credit,0.7,0.9,business_loan,2020-02-18,2030-02-15,EUR,6.11,stage_1,False,0.2,False,,,,,
EXP000215,BANK02,CP00109,term_loan,1.37,1.4,business_loan,2020-08-30,2023-08-30,EUR,5.36,stage_1,False,0.03,False,,,,,
EXP000216,BANK02,CP00110,revolving_credit,10.6,12.64,business_loan,2021-04-21,2036-04-17,EUR,2.98,stage_1,False,2.04,False,,,,,
EXP000217,BANK02,CP00111,revolving_credit,130.97,172.09,business_loan,2019-04-19,2026-04-17,EUR,4.85,stage_2,False,41.12,False,,,,,
EXP000218,BANK02,CP00111,corporate_bond,49.43,56.77,business_loan,2022-05-07,2027-05-06,EUR,4.41,stage_1,False,7.34,False,,,,,
EXP000219,BANK02,CP00112,term_loan,223.13,228.63,business_loan,2021-01-05,2036-01-02,EUR,6.26,stage_1,False,5.5,False,,,,,
EXP000220,BANK02,CP00113,project_finance,25.3,30.9,project_finance,2024-08-12,2029-08-11,EUR,6.7,stage_1,False,5.6,False,,,46.12,False,project_loan
EXP000221,BANK02,CP00114,mortgage,21.09,28.53,mortgage,2023-04-29,2038-04-25,EUR,4.88,stage_1,False,7.44,False,,28.89,,,
EXP000222,BANK02,CP00114,corporate_bond,32.12,43.69,business_loan,2023-08-19,2038-08-15,EUR,6.5,stage_1,False,11.57,False,,,,,
EXP000223,BANK02,CP00115,corporate_bond,8.74,12.14,business_loan,2019-12-10,2024-12-08,EUR,6.54,stage_1,False,3.4,False,,,,,
EXP000224,BANK02,CP00115,green_loan,17.97,25.14,mortgage,2022-11-19,2027-11-18,EUR,5.64,stage_1,True,7.17,True,LMA_GLP,24.5,,,
EXP000225,BANK02,CP00116,mortgage,66.68,77.03,mortgage,2018-10-02,2021-10-01,EUR,4.49,stage_1,False,10.35,False,,127.86,,,
EXP000226,BANK02,CP00117,mortgage,5.12,6.19,commercial_re,2024-12-27,2039-12-24,EUR,4.6,stage_1,False,1.07,False,,8.04,,,
EXP000227,BANK02,CP00118,corporate_bond,28.12,34.45,business_loan,2019-02-15,2022-02-14,EUR,3.0,stage_1,False,6.33,False,,,,,
EXP000228,BANK02,CP00119,revolving_credit,7.24,8.9,business_loan,2022-04-18,2032-04-15,EUR,4.87,stage_1,False,1.66,False,,,,,
EXP000229,BANK02,CP00119,corporate_bond,8.08,9.36,business_loan,2022-07-04,2025-07-03,EUR,6.89,stage_1,False,1.28,False,,,,,
EXP000230,BANK02,CP00120,term_loan,422.22,479.28,business_loan,2022-03-06,2025-03-05,EUR,6.47,stage_1,False,57.06,False,,,,,
EXP000231,BANK02,CP00121,corporate_bond,8.18,9.16,business_loan,2020-07-22,2025-07-21,EUR,6.22,stage_1,False,0.98,False,,,,,
EXP000232,BANK02,CP00121,corporate_bond,3.89,4.18,business_loan,2024-10-13,2027-10-13,EUR,3.56,stage_1,False,0.29,False,,,,,
EXP000233,BANK02,CP00121,corporate_bond,7.24,8.73,business_loan,2022-03-12,2025-03-11,EUR,3.29,stage_1,False,1.49,False,,,,,
EXP000234,BANK02,CP00122,mortgage,39.38,42.12,commercial_re,2024-05-18,2027-05-18,EUR,6.88,stage_1,False,2.74,False,,67.58,,,
EXP000235,BANK02,CP00122,term_loan,29.22,37.46,business_loan,2018-07-27,2025-07-25,EUR,3.87,stage_1,False,8.24,False,,,,,
EXP000236,BANK02,CP00123,term_loan,6.47,7.43,business_loan,2018-05-06,2023-05-05,EUR,5.47,stage_1,False,0.96,False,,,,,
EXP000237,BANK02,CP00123,project_finance,8.37,8.92,project_finance,2021-12-03,2028-12-01,EUR,6.97,stage_1,False,0.55,False,,,18.76,True,project_equity
EXP000238,BANK02,CP00124,revolving_credit,12.83,16.83,business_loan,2019-10-30,2034-10-26,EUR,3.57,stage_1,False,4.0,False,,,,,
EXP000239,BANK02,CP00124,term_loan,11.13,11.22,business_loan,2022-08-05,2037-08-01,EUR,6.4,stage_1,False,0.09,False,,,,,
EXP000240,BANK02,CP00125,corporate_bond,13.49,14.7,business_loan,2024-09-28,2027-09-28,EUR,5.54,stage_2,False,1.21,False,,,,,
EXP000241,BANK02,CP00126,term_loan,53.35,63.15,business_loan,2022-03-23,2029-03-21,EUR,3.59,stage_1,False,9.8,False,,,,,
EXP000242,BANK02,CP00126,corporate_bond,41.86,41.98,listed_equity,2024-07-22,2027-07-22,EUR,7.5,stage_2,False,0.12,False,,,,,
EXP000243,BANK02,CP00127,project_finance,64.29,81.89,project_finance,2021-03-03,2028-03-01,EUR,4.91,stage_1,False,17.6,False,,,131.64,False,project_loan
EXP000244,BANK02,CP00127,revolving_credit,39.13,49.4,business_loan,2021-02-08,2028-02-07,EUR,7.26,stage_1,False,10.27,False,,,,,
EXP000245,BANK02,CP00127,revolving_credit,31.35,41.45,business_loan,2020-09-11,2023-09-11,EUR,6.51,stage_1,False,10.1,False,,,,,
EXP000246,BANK02,CP00128,corporate_bond,15.41,17.01,business_loan,2023-07-31,2030-07-29,EUR,4.59,stage_1,False,1.6,False,,,,,
EXP000247,BANK02,CP00128,corporate_bond,3.67,4.17,business_loan,2024-06-01,2029-05-31,EUR,6.07,stage_1,False,0.5,False,,,,,
EXP000248,BANK02,CP00129,green_loan,808.75,905.86,business_loan,2022-01-08,2037-01-04,EUR,3.35,stage_1,True,97.11,True,EU_Taxonomy,,,,
EXP000249,BANK02,CP00129,term_loan,912.63,1183.1,business_loan,2023-04-13,2028-04-11,EUR,6.13,stage_1,False,270.47,False,,,,,
EXP000250,BANK02,CP00130,mortgage,3.41,3.89,commercial_re,2019-01-01,2023-12-31,EUR,6.22,stage_1,False,0.48,False,,6.64,,,
EXP000251,BANK02,CP00130,revolving_credit,2.92,3.26,business_loan,2020-12-03,2035-11-30,EUR,6.76,stage_1,False,0.34,False,,,,,
EXP000252,BANK02,CP00130,project_finance,3.16,3.76,project_finance,2024-12-17,2027-12-17,EUR,3.47,stage_1,False,0.6,False,,,5.87,False,project_loan
EXP000253,BANK02,CP00130,revolving_credit,2.59,3.49,business_loan,2022-08-20,2025-08-19,EUR,3.25,stage_3,False,0.9,False,,,,,
EXP000254,BANK02,CP00131,mortgage,6.2,6.98,mortgage,2023-02-18,2028-02-17,EUR,6.08,stage_1,False,0.78,False,,10.01,,,
EXP000255,BANK02,CP00132,term_loan,19.1,22.55,business_loan,2018-08-26,2021-08-25,EUR,3.55,stage_1,False,3.45,False,,,,,
EXP000256,BANK02,CP00132,term_loan,17.79,22.16,business_loan,2018-12-27,2023-12-26,EUR,5.67,stage_1,False,4.37,False,,,,,
EXP000257,BANK02,CP00133,term_loan,224.33,309.58,business_loan,2020-03-27,2027-03-26,EUR,6.96,stage_1,False,85.25,False,,,,,
EXP000258,BANK02,CP00133,term_loan,284.58,310.34,business_loan,2018-01-17,2023-01-16,EUR,6.88,stage_1,False,25.76,False,,,,,
EXP000259,BANK02,CP00133,revolving_credit,109.87,112.74,business_loan,2021-06-07,2026-06-06,EUR,2.73,stage_2,False,2.87,False,,,,,
EXP000260,BANK02,CP00133,revolving_credit,253.94,297.99,business_loan,2023-11-17,2030-11-15,EUR,5.93,stage_1,False,44.05,False,,,,,
EXP000261,BANK02,CP00134,corporate_bond,65.09,65.59,listed_equity,2019-11-07,2029-11-04,EUR,3.62,stage_3,False,0.5,False,,,,,
EXP000262,BANK02,CP00134,term_loan,37.44,39.28,business_loan,2023-08-29,2028-08-27,EUR,6.06,stage_1,False,1.84,False,,,,,
EXP000263,BANK02,CP00134,corporate_bond,53.69,54.73,listed_equity,2023-12-31,2038-12-27,EUR,7.47,stage_1,False,1.04,False,,,,,
EXP000264,BANK02,CP00134,term_loan,81.28,95.73,business_loan,2019-04-20,2029-04-17,EUR,3.12,stage_1,False,14.45,False,,,,,
EXP000265,BANK02,CP00135,corporate_bond,4.37,5.11,business_loan,2018-02-08,2025-02-06,EUR,3.0,stage_1,False,0.74,False,,,,,
EXP000266,BANK02,CP00135,corporate_bond,9.26,11.15,business_loan,2022-09-12,2025-09-11,EUR,5.59,stage_1,False,1.89,False,,,,,
EXP000267,BANK02,CP00136,project_finance,67.37,93.59,project_finance,2020-12-13,2035-12-10,EUR,4.29,stage_1,False,26.22,False,,,235.27,False,project_loan
EXP000268,BANK02,CP00136,project_finance,33.16,37.55,project_finance,2020-04-30,2030-04-28,EUR,2.51,stage_1,False,4.39,False,,,73.15,False,project_loan
EXP000269,BANK02,CP00136,mortgage,108.86,150.2,mortgage,2023-07-17,2028-07-15,EUR,6.4,stage_1,False,41.34,False,,182.68,,,
EXP000270,BANK02,CP00137,corporate_bond,2.83,3.13,business_loan,2023-02-14,2030-02-12,EUR,2.75,stage_1,False,0.3,False,,,,,
EXP000271,BANK02,CP00137,mortgage,2.75,3.22,commercial_re,2022-01-15,2029-01-13,EUR,3.08,stage_2,False,0.47,False,,5.07,,,
EXP000272,BANK02,CP00138,term_loan,5.96,6.81,business_loan,2019-11-30,2026-11-28,EUR,4.69,stage_1,False,0.85,False,,,,,
EXP000273,BANK02,CP00138,term_loan,35.3,36.91,business_loan,2021-11-04,2026-11-03,EUR,4.5,stage_1,False,1.61,False,,,,,
EXP000274,BANK02,CP00138,corporate_bond,33.86,42.65,business_loan,2023-05-13,2033-05-10,EUR,6.48,stage_1,False,8.79,False,,,,,
EXP000275,BANK02,CP00139,green_loan,2.39,2.79,business_loan,2019-10-15,2022-10-14,EUR,5.45,stage_1,True,0.4,True,LMA_GLP,,,,
EXP000276,BANK02,CP00139,term_loan,8.95,11.14,business_loan,2022-04-05,2029-04-03,EUR,6.81,stage_2,False,2.19,False,,,,,
EXP000277,BANK02,CP00140,revolving_credit,367.51,497.99,business_loan,2023-06-23,2026-06-22,EUR,4.7,stage_1,False,130.48,False,,,,,
EXP000278,BANK02,CP00140,term_loan,285.29,367.88,business_loan,2023-11-20,2038-11-16,EUR,3.62,stage_2,False,82.59,False,,,,,
EXP000279,BANK02,CP00140,revolving_credit,361.04,423.55,business_loan,2024-12-07,2027-12-07,EUR,6.13,stage_1,False,62.51,False,,,,,
EXP000280,BANK02,CP00141,term_loan,106.52,108.84,business_loan,2024-04-05,2039-04-02,EUR,5.72,stage_1,False,2.32,False,,,,,
EXP000281,BANK02,CP00141,mortgage,133.86,174.09,commercial_re,2019-11-09,2022-11-08,EUR,4.1,stage_1,False,40.23,False,,275.2,,,
EXP000282,BANK02,CP00142,project_finance,61.76,81.95,project_finance,2022-03-31,2032-03-28,EUR,2.89,stage_1,False,20.19,False,,,101.98,False,project_loan
EXP000283,BANK02,CP00143,revolving_credit,48.12,67.0,business_loan,2021-07-18,2024-07-17,EUR,6.23,stage_1,False,18.88,False,,,,,
EXP000284,BANK02,CP00143,term_loan,107.72,143.31,business_loan,2024-02-28,2027-02-27,EUR,6.46,stage_2,False,35.59,False,,,,,
EXP000285,BANK02,CP00144,project_finance,740.24,847.82,project_finance,2023-02-12,2030-02-10,EUR,2.77,stage_1,False,107.58,False,,,1707.14,False,project_loan
EXP000286,BANK02,CP00144,project_finance,435.08,517.42,project_finance,2024-12-13,2039-12-10,EUR,5.79,stage_1,False,82.34,False,,,825.48,False,project_loan
EXP000287,BANK02,CP00145,term_loan,448.33,597.15,business_loan,2021-10-30,2028-10-28,EUR,7.32,stage_1,False,148.82,False,,,,,
EXP000288,BANK02,CP00146,term_loan,1.72,1.82,business_loan,2019-11-04,2029-11-01,EUR,6.08,stage_1,False,0.1,False,,,,,
EXP000289,BANK02,CP00146,project_finance,0.54,0.74,project_finance,2020-02-08,2023-02-07,EUR,4.46,stage_1,False,0.2,False,,,2.0,False,project_loan
EXP000290,BANK02,CP00147,term_loan,9.06,12.42,business_loan,2022-08-25,2025-08-24,EUR,6.69,stage_1,False,3.36,False,,,,,
EXP000291,BANK02,CP00147,revolving_credit,9.63,10.15,business_loan,2024-08-10,2039-08-07,EUR,4.99,stage_1,False,0.52,False,,,,,
EXP000292,BANK02,CP00147,green_loan,2.21,3.03,mortgage,2024-07-24,2034-07-22,EUR,6.41,stage_2,True,0.82,True,LMA_GLP,4.46,,,
EXP000293,BANK02,CP00148,mortgage,0.96,1.21,mortgage,2019-03-01,2029-02-26,EUR,5.53,stage_1,False,0.25,False,,1.38,,,
EXP000294,BANK02,CP00148,revolving_credit,2.96,3.28,business_loan,2024-10-30,2029-10-29,EUR,7.32,stage_3,False,0.32,False,,,,,
EXP000295,BANK02,CP00149,revolving_credit,1.37,1.83,business_loan,2023-09-30,2030-09-28,EUR,5.24,stage_1,False,0.46,False,,,,,
EXP000296,BANK02,CP00149,project_finance,4.12,4.47,project_finance,2020-06-09,2025-06-08,EUR,6.07,stage_1,False,0.35,False,,,8.06,False,project_loan
EXP000297,BANK02,CP00150,corporate_bond,124.16,151.1,listed_equity,2019-12-30,2034-12-26,EUR,5.68,stage_1,False,26.94,False,,,,,
EXP000298,BANK02,CP00150,project_finance,384.68,529.73,project_finance,2024-07-15,2039-07-12,EUR,6.05,stage_1,False,145.05,False,,,652.02,False,project_loan
EXP000299,BANK02,CP00150,revolving_credit,439.89,531.87,business_loan,2022-09-27,2025-09-26,EUR,2.63,stage_1,False,91.98,False,,,,,
EXP000300,BANK02,CP00150,term_loan,347.14,442.03,business_loan,2019-10-22,2026-10-20,EUR,3.23,stage_1,False,94.89,False,,,,,
EXP000301,BANK02,CP00151,project_finance,115.82,120.57,project_finance,2022-01-09,2032-01-07,EUR,6.84,stage_1,False,4.75,False,,,205.49,False,project_loan
EXP000302,BANK02,CP00151,corporate_bond,322.29,352.92,business_loan,2024-04-17,2034-04-15,EUR,6.42,stage_1,False,30.63,False,,,,,
EXP000303,BANK02,CP00151,corporate_bond,141.95,165.6,business_loan,2022-04-12,2032-04-09,EUR,6.44,stage_1,False,23.65,False,,,,,
EXP000304,BANK02,CP00152,corporate_bond,5.75,7.75,business_loan,2020-04-11,2035-04-08,EUR,6.8,stage_1,False,2.0,False,,,,,
EXP000305,BANK02,CP00152,corporate_bond,10.24,12.48,business_loan,2022-02-15,2037-02-11,EUR,5.52,stage_1,False,2.24,False,,,,,
EXP000306,BANK02,CP00152,term_loan,29.52,31.73,business_loan,2019-12-28,2022-12-27,EUR,3.37,stage_1,False,2.21,False,,,,,
EXP000307,BANK02,CP00152,revolving_credit,14.19,14.93,business_loan,2024-03-29,2031-03-28,EUR,5.42,stage_1,False,0.74,False,,,,,
EXP000308,BANK02,CP00153,term_loan,27.92,34.59,business_loan,2019-09-22,2026-09-20,EUR,6.37,stage_1,False,6.67,False,,,,,
EXP000309,BANK02,CP00154,mortgage,14.51,14.93,commercial_re,2024-03-03,2031-03-02,EUR,6.04,stage_1,False,0.42,False,,22.19,,,
EXP000310,BANK02,CP00154,revolving_credit,34.86,40.66,business_loan,2023-09-01,2028-08-30,EUR,5.19,stage_1,False,5.8,False,,,,,
EXP000311,BANK02,CP00154,term_loan,12.03,13.77,business_loan,2021-09-21,2028-09-19,EUR,3.59,stage_1,False,1.74,False,,,,,
EXP000312,BANK02,CP00155,mortgage,437.28,554.29,mortgage,2018-02-06,2021-02-05,EUR,4.73,stage_2,False,117.01,False,,632.52,,,
EXP000313,BANK02,CP00155,corporate_bond,293.34,338.09,listed_equity,2018-06-13,2025-06-11,EUR,6.48,stage_1,False,44.75,False,,,,,
EXP000314,BANK02,CP00156,term_loan,1269.41,1530.56,business_loan,2023-10-19,2030-10-17,EUR,5.04,stage_1,False,261.15,False,,,,,
EXP000315,BANK02,CP00157,revolving_credit,772.58,824.31,business_loan,2018-12-04,2021-12-03,EUR,7.28,stage_1,False,51.73,False,,,,,
EXP000316,BANK02,CP00158,corporate_bond,1.88,2.51,business_loan,2020-05-23,2030-05-21,EUR,3.53,stage_1,False,0.63,False,,,,,
EXP000317,BANK02,CP00159,revolving_credit,236.64,238.89,business_loan,2018-10-23,2023-10-22,EUR,6.08,stage_1,False,2.25,False,,,,,
EXP000318,BANK02,CP00159,term_loan,62.52,64.28,business_loan,2020-10-28,2035-10-25,EUR,6.61,stage_2,False,1.76,False,,,,,
EXP000319,BANK02,CP00159,revolving_credit,149.67,168.61,business_loan,2022-07-15,2032-07-12,EUR,4.45,stage_1,False,18.94,False,,,,,
EXP000320,BANK02,CP00160,term_loan,846.76,1084.15,business_loan,2024-07-26,2027-07-26,EUR,2.86,stage_2,False,237.39,False,,,,,
EXP000321,BANK03,CP00161,term_loan,78.75,102.86,business_loan,2018-12-21,2025-12-19,EUR,4.69,stage_1,False,24.11,False,,,,,
EXP000322,BANK03,CP00162,revolving_credit,43.61,57.51,business_loan,2019-07-13,2029-07-10,EUR,6.75,stage_1,False,13.9,False,,,,,
EXP000323,BANK03,CP00162,term_loan,54.5,66.57,business_loan,2022-03-09,2025-03-08,EUR,5.28,stage_1,False,12.07,False,,,,,
EXP000324,BANK03,CP00163,revolving_credit,5.98,6.48,business_loan,2018-12-15,2025-12-13,EUR,6.21,stage_1,False,0.5,False,,,,,
EXP000325,BANK03,CP00164,mortgage,276.39,296.73,mortgage,2019-08-07,2024-08-05,EUR,5.58,stage_1,False,20.34,False,,366.84,,,
EXP000326,BANK03,CP00165,project_finance,113.84,134.84,project_finance,2018-08-11,2033-08-07,EUR,5.25,stage_1,False,21.0,False,,,443.54,False,project_loan
EXP000327,BANK03,CP00166,corporate_bond,161.9,185.03,listed_equity,2023-06-19,2030-06-17,EUR,5.86,stage_1,False,23.13,False,,,,,
EXP000328,BANK03,CP00167,term_loan,0.96,1.09,business_loan,2023-06-14,2033-06-11,EUR,5.8,stage_1,False,0.13,False,,,,,
EXP000329,BANK03,CP00168,mortgage,6.89,6.9,commercial_re,2022-10-21,2027-10-20,EUR,3.73,stage_1,False,0.01,False,,14.18,,,
EXP000330,BANK03,CP00169,mortgage,326.83,441.6,mortgage,2019-07-05,2026-07-03,EUR,4.81,stage_1,False,114.77,False,,445.93,,,
EXP000331,BANK03,CP00169,project_finance,255.99,264.38,project_finance,2019-12-21,2034-12-17,EUR,3.9,stage_1,False,8.39,False,,,666.28,False,project_loan
EXP000332,BANK03,CP00169,term_loan,573.62,778.31,business_loan,2018-11-10,2021-11-09,EUR,6.75,stage_1,False,204.69,False,,,,,
EXP000333,BANK03,CP00170,corporate_bond,32.61,39.8,business_loan,2020-05-21,2023-05-21,EUR,5.22,stage_3,False,7.19,False,,,,,
EXP000334,BANK03,CP00170,mortgage,27.94,30.44,commercial_re,2022-02-07,2032-02-05,EUR,6.36,stage_1,False,2.5,False,,46.1,,,
EXP000335,BANK03,CP00170,revolving_credit,20.02,23.2,business_loan,2023-09-22,2026-09-21,EUR,5.01,stage_1,False,3.18,False,,,,,
EXP000336,BANK03,CP00171,project_finance,847.45,895.03,project_finance,2019-11-11,2034-11-07,EUR,3.3,stage_1,False,47.58,False,,,2511.03,False,project_loan
EXP000337,BANK03,CP00171,mortgage,637.83,877.44,mortgage,2019-08-22,2029-08-19,EUR,2.7,stage_1,False,239.61,False,,1170.83,,,
EXP000338,BANK03,CP00171,term_loan,346.93,439.71,business_loan,2020-08-16,2023-08-16,EUR,5.09,stage_1,False,92.78,False,,,,,
EXP000339,BANK03,CP00172,mortgage,210.87,219.58,commercial_re,2018-06-13,2025-06-11,EUR,7.34,stage_1,False,8.71,False,,353.91,,,
EXP000340,BANK03,CP00172,corporate_bond,85.58,105.1,listed_equity,2024-06-28,2039-06-25,EUR,4.38,stage_1,False,19.52,False,,,,,
EXP000341,BANK03,CP00173,term_loan,391.6,543.96,business_loan,2020-10-27,2030-10-25,EUR,3.61,stage_1,False,152.36,False,,,,,
EXP000342,BANK03,CP00173,revolving_credit,361.82,362.77,business_loan,2023-05-29,2038-05-25,EUR,6.91,stage_1,False,0.95,False,,,,,
EXP000343,BANK03,CP00174,term_loan,113.71,120.87,business_loan,2019-09-08,2024-09-06,EUR,5.51,stage_1,False,7.16,False,,,,,
EXP000344,BANK03,CP00175,revolving_credit,4.62,5.87,business_loan,2019-04-10,2029-04-07,EUR,4.9,stage_1,False,1.25,False,,,,,
EXP000345,BANK03,CP00175,revolving_credit,6.47,6.8,business_loan,2020-09-25,2023-09-25,EUR,5.46,stage_1,False,0.33,False,,,,,
EXP000346,BANK03,CP00176,term_loan,38.04,52.08,business_loan,2019-11-13,2026-11-11,EUR,5.08,stage_1,False,14.04,False,,,,,
EXP000347,BANK03,CP00176,corporate_bond,40.86,44.4,business_loan,2021-03-07,2024-03-06,EUR,5.53,stage_1,False,3.54,False,,,,,
EXP000348,BANK03,CP00177,revolving_credit,25.33,33.64,business_loan,2019-08-08,2034-08-04,EUR,3.41,stage_1,False,8.31,False,,,,,
EXP000349,BANK03,CP00177,corporate_bond,28.29,35.04,business_loan,2021-11-04,2031-11-02,EUR,2.84,stage_1,False,6.75,False,,,,,
EXP000350,BANK03,CP00178,revolving_credit,32.44,43.16,business_loan,2023-08-28,2033-08-25,EUR,5.53,stage_1,False,10.72,False,,,,,
EXP000351,BANK03,CP00179,mortgage,16.05,20.88,commercial_re,2023-12-17,2038-12-13,EUR,2.97,stage_1,False,4.83,False,,37.2,,,
EXP000352,BANK03,CP00179,project_finance,22.38,27.05,project_finance,2018-01-05,2028-01-03,EUR,4.35,stage_1,False,4.67,False,,,36.07,False,project_loan
EXP000353,BANK03,CP00179,term_loan,14.58,16.62,business_loan,2023-05-29,2033-05-26,EUR,6.52,stage_2,False,2.04,False,,,,,
EXP000354,BANK03,CP00180,revolving_credit,959.0,1252.78,business_loan,2020-11-08,2030-11-06,EUR,7.05,stage_1,False,293.78,False,,,,,
EXP000355,BANK03,CP00180,project_finance,987.62,989.78,project_finance,2020-11-21,2025-11-20,EUR,6.22,stage_1,False,2.16,False,,,1569.48,False,project_loan
EXP000356,BANK03,CP00180,revolving_credit,889.82,1134.62,business_loan,2022-03-17,2027-03-16,EUR,4.08,stage_1,False,244.8,False,,,,,
EXP000357,BANK03,CP00181,term_loan,1025.22,1256.78,business_loan,2024-01-05,2034-01-02,EUR,5.56,stage_3,False,231.56,False,,,,,
EXP000358,BANK03,CP00182,project_finance,138.79,148.71,project_finance,2024-04-02,2034-03-31,EUR,5.3,stage_1,False,9.92,False,,,475.26,False,project_loan
