bank_id,reporting_year,electricity_kwh,scope2_location_tco2e,scope2_market_tco2e,invoice_id,facility_id,invoice_year,invoice_month,electricity_cost_eur,renewable_share_pct,natural_gas_kwh,natural_gas_cost_eur,water_m3,water_cost_eur,rec_volume_kwh,rec_registry,grid_emission_factor_tco2e_per_mwh,scope1_gas_tco2e
BANK01,,118953,28.8699,11.548,UI0000750,FAC0021,2024,2024-06,33916.66,60,58791,5412.49,2409,11556.67,71371.8,GO,0.2427,11.8758
BANK01,,110015,26.7006,16.0204,UI0000751,FAC0021,2024,2024-07,21007.79,40,53242,7094.27,1985,9568.63,44006.0,I-REC,0.2427,10.7549
BANK01,,126385,30.6736,9.2021,UI0000752,FAC0021,2024,2024-08,25768.36,70,56342,4058.49,1787,6329.03,88469.5,GO,0.2427,11.3811
BANK01,,107025,25.975,10.39,UI0000753,FAC0021,2024,2024-09,26133.73,60,48252,6574.74,1412,6493.94,64215.0,GO,0.2427,9.7469
BANK01,,104883,25.4551,15.2731,UI0000754,FAC0021,2024,2024-10,20213.2,40,48295,5806.94,2954,14519.57,41953.2,GO,0.2427,9.7556
BANK01,,101968,24.7476,9.8991,UI0000755,FAC0021,2024,2024-11,19189.21,60,42234,5363.83,1421,6315.53,61180.8,GO,0.2427,8.5313
BANK01,,142657,34.6229,10.3869,UI0000756,FAC0021,2024,2024-12,40250.76,70,57851,7930.85,2894,13495.86,99859.9,GO,0.2427,11.6859
BANK01,,104379,40.8539,24.5124,UI0000757,FAC0022,2022,2022-01,24836.86,40,49722,5646.48,144,671.73,41751.6,GO,0.3914,10.0438
BANK01,,114015,44.6255,22.3127,UI0000758,FAC0022,2022,2022-02,26265.24,50,45334,4892.16,118,480.69,57007.5,I-REC,0.3914,9.1575
BANK01,,85272,33.3755,23.3628,UI0000759,FAC0022,2022,2022-03,19401.68,30,33792,4428.6,166,519.28,25581.6,GO,0.3914,6.826
BANK01,,73238,28.6654,17.1992,UI0000760,FAC0022,2022,2022-04,17133.21,40,37021,4556.45,180,641.43,29295.2,I-REC,0.3914,7.4782
BANK01,,74799,29.2763,20.4934,UI0000761,FAC0022,2022,2022-05,18547.57,30,36355,4140.98,173,675.17,22439.7,GO,0.3914,7.3437
BANK01,,101317,39.6555,27.7588,UI0000762,FAC0022,2022,2022-06,19436.16,30,40611,5626.77,109,352.99,30395.1,I-REC,0.3914,8.2034
BANK01,,95327,37.311,22.3866,UI0000763,FAC0022,2022,2022-07,30271.36,40,44491,4835.99,114,526.07,38130.8,I-REC,0.3914,8.9872
BANK01,,100804,39.4547,31.5637,UI0000764,FAC0022,2022,2022-08,24557.67,20,40377,2966.25,193,897.21,20160.8,I-REC,0.3914,8.1562
BANK01,,75375,29.5018,20.6512,UI0000765,FAC0022,2022,2022-09,19880.68,30,32935,3118.17,160,668.08,22612.5,GO,0.3914,6.6529
BANK01,,80536,31.5218,18.9131,UI0000766,FAC0022,2022,2022-10,22786.1,40,34501,4582.35,128,412.0,32214.4,GO,0.3914,6.9692
BANK01,,72396,28.3358,14.1679,UI0000767,FAC0022,2022,2022-11,20617.03,50,33947,2969.82,192,790.1,36198.0,GO,0.3914,6.8573
BANK01,,98202,38.4363,26.9054,UI0000768,FAC0022,2022,2022-12,19660.81,30,43772,4215.14,186,698.2,29460.6,I-REC,0.3914,8.8419
BANK01,,99089,37.6538,15.0615,UI0000769,FAC0022,2023,2023-01,29627.57,60,50386,4205.47,156,528.93,59453.4,GO,0.38,10.178
BANK01,,107629,40.899,24.5394,UI0000770,FAC0022,2023,2023-02,34082.09,40,49261,4463.54,182,707.19,43051.6,I-REC,0.38,9.9507
BANK01,,83325,31.6635,12.6654,UI0000771,FAC0022,2023,2023-03,20931.28,60,32151,3556.15,145,530.87,49995.0,I-REC,0.38,6.4945
BANK01,,73553,27.9501,13.9751,UI0000772,FAC0022,2023,2023-04,19560.61,50,32168,3101.85,106,425.59,36776.5,GO,0.38,6.4979
BANK01,,74762,28.4096,17.0457,UI0000773,FAC0022,2023,2023-05,21705.14,40,36375,3687.47,188,660.77,29904.8,I-REC,0.38,7.3478
BANK01,,98020,37.2476,22.3486,UI0000774,FAC0022,2023,2023-06,19838.68,40,40715,5351.39,137,614.06,39208.0,I-REC,0.38,8.2244
BANK01,,92595,35.1861,14.0744,UI0000775,FAC0022,2023,2023-07,22813.85,60,41466,5209.59,139,461.48,55557.0,GO,0.38,8.3761
BANK01,,91551,34.7894,13.9158,UI0000776,FAC0022,2023,2023-08,20956.07,60,40471,3070.13,136,628.19,54930.6,GO,0.38,8.1751
BANK01,,71439,27.1468,16.2881,UI0000777,FAC0022,2023,2023-09,14368.33,40,36674,3300.98,153,480.83,28575.6,GO,0.38,7.4081
BANK01,,83622,31.7764,19.0658,UI0000778,FAC0022,2023,2023-10,15544.14,40,38815,4323.95,176,639.16,33448.8,I-REC,0.38,7.8406
BANK01,,79625,30.2575,18.1545,UI0000779,FAC0022,2023,2023-11,19496.83,40,36158,4353.93,114,377.15,31850.0,GO,0.38,7.3039
BANK01,,100900,38.342,23.0052,UI0000780,FAC0022,2023,2023-12,18765.82,40,50535,4871.01,171,627.65,40360.0,I-REC,0.38,10.2081
BANK01,,95872,35.3672,14.1469,UI0000781,FAC0022,2024,2024-01,18560.19,60,46621,3931.71,162,520.66,57523.2,GO,0.3689,9.4174
BANK01,,103840,38.3066,15.3226,UI0000782,FAC0022,2024,2024-02,27034.28,60,48908,6339.3,92,317.3,62304.0,I-REC,0.3689,9.8794
BANK01,,80914,29.8492,14.9246,UI0000783,FAC0022,2024,2024-03,24198.99,50,31827,2438.12,162,754.54,40457.0,I-REC,0.3689,6.4291
BANK01,,79805,29.4401,17.664,UI0000784,FAC0022,2024,2024-04,22311.25,40,33974,3658.42,121,573.47,31922.0,GO,0.3689,6.8627
BANK01,,76199,28.1098,11.2439,UI0000785,FAC0022,2024,2024-05,23248.93,60,35115,2713.64,202,841.47,45719.4,GO,0.3689,7.0932
BANK01,,92899,34.2704,10.2811,UI0000786,FAC0022,2024,2024-06,20744.58,70,40586,3709.22,149,486.8,65029.3,GO,0.3689,8.1984
BANK01,,98549,36.3547,18.1774,UI0000787,FAC0022,2024,2024-07,25603.27,50,38360,4034.45,179,870.81,49274.5,GO,0.3689,7.7487
BANK01,,91263,33.6669,13.4668,UI0000788,FAC0022,2024,2024-08,23081.26,60,42822,5323.45,115,565.75,54757.8,GO,0.3689,8.65
BANK01,,77624,28.6355,11.4542,UI0000789,FAC0022,2024,2024-09,22395.29,60,33344,2611.26,188,727.69,46574.4,I-REC,0.3689,6.7355
BANK01,,69942,25.8016,12.9008,UI0000790,FAC0022,2024,2024-10,19589.37,50,33445,3362.17,108,355.28,34971.0,GO,0.3689,6.7559
BANK01,,69123,25.4995,15.2997,UI0000791,FAC0022,2024,2024-11,12882.18,40,32655,2658.66,122,427.72,27649.2,GO,0.3689,6.5963
BANK01,,95021,35.0532,10.516,UI0000792,FAC0022,2024,2024-12,29577.43,70,50881,6827.85,120,496.4,66514.7,I-REC,0.3689,10.278
BANK01,,100843,39.47,19.735,UI0000793,FAC0023,2022,2022-01,20317.79,50,46577,5739.43,786,3282.54,50421.5,GO,0.3914,9.4086
BANK01,,95806,37.4985,29.9988,UI0000794,FAC0023,2022,2022-02,25986.06,20,44382,4702.63,1241,4217.32,19161.2,GO,0.3914,8.9652
BANK01,,73847,28.9037,14.4519,UI0000795,FAC0023,2022,2022-03,17657.91,50,29426,2102.95,907,3969.37,36923.5,GO,0.3914,5.9441
BANK01,,65846,25.7721,18.0405,UI0000796,FAC0023,2022,2022-04,18747.63,30,29310,3158.06,707,2394.46,19753.8,GO,0.3914,5.9206
BANK01,,69061,27.0305,21.6244,UI0000797,FAC0023,2022,2022-05,15589.09,20,34979,2887.94,706,2462.91,13812.2,GO,0.3914,7.0658
BANK01,,86708,33.9375,20.3625,UI0000798,FAC0023,2022,2022-06,22322.2,40,37676,3064.14,1366,5239.78,34683.2,GO,0.3914,7.6106
BANK01,,91550,35.8327,28.6661,UI0000799,FAC0023,2022,2022-07,17243.42,20,37166,3637.34,1431,6289.26,18310.0,I-REC,0.3914,7.5075
BANK01,,80408,31.4717,22.0302,UI0000800,FAC0023,2022,2022-08,24129.74,30,39446,3250.81,1110,4563.9,24122.4,GO,0.3914,7.9681
BANK01,,76022,29.755,14.8775,UI0000801,FAC0023,2022,2022-09,20848.61,50,35038,4617.78,1171,3990.41,38011.0,I-REC,0.3914,7.0777
BANK01,,74965,29.3413,17.6048,UI0000802,FAC0023,2022,2022-10,20158.09,40,31949,4211.81,1401,6902.66,29986.0,I-REC,0.3914,6.4537
BANK01,,76354,29.885,20.9195,UI0000803,FAC0023,2022,2022-11,17994.42,30,34179,2643.16,1421,5496.58,22906.2,I-REC,0.3914,6.9042
BANK01,,90364,35.3685,28.2948,UI0000804,FAC0023,2022,2022-12,18667.58,20,45806,5334.92,703,3221.29,18072.8,I-REC,0.3914,9.2528
BANK01,,86647,32.9259,23.0481,UI0000805,FAC0023,2023,2023-01,23760.67,30,40199,5203.37,1272,5675.89,25994.1,GO,0.38,8.1202
BANK01,,87065,33.0847,23.1593,UI0000806,FAC0023,2023,2023-02,22111.87,30,45917,4259.98,1134,5529.15,26119.5,I-REC,0.38,9.2752
BANK01,,72383,27.5055,11.0022,UI0000807,FAC0023,2023,2023-03,18024.9,60,33178,2543.03,1082,3340.02,43429.8,I-REC,0.38,6.702
BANK01,,72649,27.6066,16.564,UI0000808,FAC0023,2023,2023-04,13140.63,40,33325,4429.55,1475,6012.77,29059.6,I-REC,0.38,6.7317
BANK01,,63594,24.1657,16.916,UI0000809,FAC0023,2023,2023-05,16977.3,30,32884,3377.06,951,3698.62,19078.2,I-REC,0.38,6.6426
BANK01,,82952,31.5218,22.0652,UI0000810,FAC0023,2023,2023-06,19023.22,30,38682,4314.57,1173,4878.64,24885.6,GO,0.38,7.8138
BANK01,,85038,32.3144,16.1572,UI0000811,FAC0023,2023,2023-07,23173.17,50,37016,3052.84,1350,5874.0,42519.0,GO,0.38,7.4772
BANK01,,92766,35.2511,14.1004,UI0000812,FAC0023,2023,2023-08,21592.39,60,41499,4926.56,843,3914.85,55659.6,I-REC,0.38,8.3828
BANK01,,69585,26.4423,13.2211,UI0000813,FAC0023,2023,2023-09,18124.42,50,33583,2572.26,1274,4646.72,34792.5,GO,0.38,6.7838
BANK01,,65027,24.7103,14.8262,UI0000814,FAC0023,2023,2023-10,14831.36,40,32645,2795.92,1257,4456.89,26010.8,I-REC,0.38,6.5943
BANK01,,68221,25.924,12.962,UI0000815,FAC0023,2023,2023-11,20747.59,50,32771,3622.94,1417,5973.59,34110.5,I-REC,0.38,6.6197
BANK01,,91143,34.6343,13.8537,UI0000816,FAC0023,2023,2023-12,21803.88,60,43617,6071.15,836,3017.15,54685.8,I-REC,0.38,8.8106
BANK01,,95090,35.0787,21.0472,UI0000817,FAC0023,2024,2024-01,24603.68,40,42301,4599.27,1073,4496.49,38036.0,GO,0.3689,8.5448
BANK01,,86827,32.0305,12.8122,UI0000818,FAC0023,2024,2024-02,23962.67,60,43181,5593.78,941,3357.91,52096.2,I-REC,0.3689,8.7226
BANK01,,64697,23.8667,9.5467,UI0000819,FAC0023,2024,2024-03,12664.84,60,34098,3489.69,883,3159.33,38818.2,I-REC,0.3689,6.8878
BANK01,,67170,24.779,7.4337,UI0000820,FAC0023,2024,2024-04,18984.3,70,34037,3660.69,1023,4159.96,47019.0,I-REC,0.3689,6.8755
BANK01,,74471,27.4724,16.4834,UI0000821,FAC0023,2024,2024-05,16169.96,40,29968,2760.73,1249,5726.25,29788.4,I-REC,0.3689,6.0535
BANK01,,77268,28.5042,17.1025,UI0000822,FAC0023,2024,2024-06,17441.97,40,39279,3219.43,1457,6806.21,30907.2,GO,0.3689,7.9344
BANK01,,90843,33.512,10.0536,UI0000823,FAC0023,2024,2024-07,16848.82,70,35642,3493.45,833,3420.09,63590.1,GO,0.3689,7.1997
BANK01,,89438,32.9937,13.1975,UI0000824,FAC0023,2024,2024-08,22793.25,60,34527,3027.55,1212,4896.68,53662.8,GO,0.3689,6.9745
BANK01,,71395,26.3376,13.1688,UI0000825,FAC0023,2024,2024-09,21596.33,50,28139,3554.37,1523,5573.81,35697.5,GO,0.3689,5.6841
BANK01,,65095,24.0135,7.2041,UI0000826,FAC0023,2024,2024-10,14103.98,70,33230,4314.01,1218,6077.44,45566.5,I-REC,0.3689,6.7125
BANK01,,68457,25.2538,15.1523,UI0000827,FAC0023,2024,2024-11,13753.89,40,30737,4217.4,1512,6919.83,27382.8,I-REC,0.3689,6.2089
BANK01,,97813,36.0832,14.4333,UI0000828,FAC0023,2024,2024-12,27468.68,60,37908,4669.66,901,3429.74,58687.8,I-REC,0.3689,7.6574
BANK01,,190652,56.9478,39.8634,UI0000829,FAC0024,2022,2022-01,34778.78,30,92785,12783.63,633,2351.51,57195.6,GO,0.2987,18.7426
BANK01,,179443,53.5996,37.5197,UI0000830,FAC0024,2022,2022-02,53037.16,30,87402,12106.26,713,3087.24,53832.9,GO,0.2987,17.6552
BANK01,,151555,45.2695,36.2156,UI0000831,FAC0024,2022,2022-03,37945.05,20,62133,6436.34,563,2500.86,30311.0,I-REC,0.2987,12.5509
BANK01,,126909,37.9077,18.9539,UI0000832,FAC0024,2022,2022-04,38446.59,50,59854,7556.88,574,1757.85,63454.5,GO,0.2987,12.0905
BANK01,,144080,43.0367,34.4294,UI0000833,FAC0024,2022,2022-05,26894.66,20,60965,5425.69,528,1896.18,28816.0,GO,0.2987,12.3149
BANK01,,187035,55.8674,44.6939,UI0000834,FAC0024,2022,2022-06,43967.3,20,75273,6714.21,635,2340.54,37407.0,GO,0.2987,15.2051
BANK01,,168922,50.457,30.2742,UI0000835,FAC0024,2022,2022-07,34304.15,40,85574,11620.94,541,2031.81,67568.8,I-REC,0.2987,17.2859
BANK01,,181465,54.2036,32.5222,UI0000836,FAC0024,2022,2022-08,48193.38,40,73277,7366.77,505,1997.46,72586.0,GO,0.2987,14.802
BANK01,,135218,40.3896,28.2727,UI0000837,FAC0024,2022,2022-09,26703.36,30,63835,4503.82,436,1513.72,40565.4,GO,0.2987,12.8947
BANK01,,152528,45.5601,36.4481,UI0000838,FAC0024,2022,2022-10,32977.59,20,66712,6104.9,491,2357.55,30505.6,GO,0.2987,13.4758
BANK01,,134885,40.2901,24.1741,UI0000839,FAC0024,2022,2022-11,35558.42,40,62060,6954.12,722,2637.12,53954.0,I-REC,0.2987,12.5361
BANK01,,172090,51.4033,35.9823,UI0000840,FAC0024,2022,2022-12,38506.1,30,92001,9589.9,461,1458.45,51627.0,GO,0.2987,18.5842
BANK01,,170145,49.3421,34.5394,UI0000841,FAC0024,2023,2023-01,34585.61,30,81845,10478.04,516,2476.25,51043.5,GO,0.29,16.5327
BANK01,,167179,48.4819,29.0891,UI0000842,FAC0024,2023,2023-02,52245.22,40,88754,11993.89,538,1687.16,66871.6,GO,0.29,17.9283
BANK01,,143568,41.6347,24.9808,UI0000843,FAC0024,2023,2023-03,38571.41,40,63153,6468.89,786,2604.89,57427.2,I-REC,0.29,12.7569
BANK01,,145089,42.0758,25.2455,UI0000844,FAC0024,2023,2023-04,38658.67,40,63963,6965.44,609,2694.66,58035.6,GO,0.29,12.9205
BANK01,,132673,38.4752,19.2376,UI0000845,FAC0024,2023,2023-05,27044.54,50,61278,7899.89,438,1436.59,66336.5,I-REC,0.29,12.3782
BANK01,,180251,52.2728,26.1364,UI0000846,FAC0024,2023,2023-06,44791.56,50,71429,8074.79,407,1586.18,90125.5,GO,0.29,14.4287
BANK01,,153193,44.426,31.0982,UI0000847,FAC0024,2023,2023-07,35365.86,30,84078,9412.54,601,2113.51,45957.9,GO,0.29,16.9838
BANK01,,166626,48.3215,24.1608,UI0000848,FAC0024,2023,2023-08,44890.38,50,74034,7030.53,461,1513.14,83313.0,I-REC,0.29,14.9549
BANK01,,135897,39.4101,19.7051,UI0000849,FAC0024,2023,2023-09,26594.89,50,63872,8000.8,702,2753.59,67948.5,GO,0.29,12.9021
BANK01,,133641,38.7559,15.5024,UI0000850,FAC0024,2023,2023-10,27786.83,60,60968,5502.79,731,3510.7,80184.6,GO,0.29,12.3155
BANK01,,129425,37.5333,26.2733,UI0000851,FAC0024,2023,2023-11,27323.48,30,61388,4833.5,582,1999.49,38827.5,I-REC,0.29,12.4004
BANK01,,168162,48.767,29.2602,UI0000852,FAC0024,2023,2023-12,49703.6,40,89542,9534.57,676,2840.38,67264.8,I-REC,0.29,18.0875
BANK01,,168362,47.4107,23.7054,UI0000853,FAC0024,2024,2024-01,49446.56,50,90221,9832.03,594,2200.92,84181.0,I-REC,0.2816,18.2246
BANK01,,168069,47.3282,18.9313,UI0000854,FAC0024,2024,2024-02,49716.39,60,83698,8406.26,445,1616.21,100841.4,I-REC,0.2816,16.907
BANK01,,123045,34.6495,13.8598,UI0000855,FAC0024,2024,2024-03,29186.66,60,58271,7471.58,562,1925.08,73827.0,GO,0.2816,11.7707
BANK01,,130187,36.6607,21.9964,UI0000856,FAC0024,2024,2024-04,25284.11,40,58829,6442.76,734,2359.63,52074.8,I-REC,0.2816,11.8835
BANK01,,132815,37.4007,11.2202,UI0000857,FAC0024,2024,2024-05,33139.86,70,61965,7526.61,490,1903.84,92970.5,I-REC,0.2816,12.5169
BANK01,,160814,45.2852,27.1711,UI0000858,FAC0024,2024,2024-06,51166.38,40,70931,6079.77,733,3391.79,64325.6,I-REC,0.2816,14.3281
BANK01,,152826,43.0358,12.9107,UI0000859,FAC0024,2024,2024-07,40968.78,70,77655,7773.33,473,2338.2,106978.2,I-REC,0.2816,15.6863
BANK01,,159580,44.9377,26.9626,UI0000860,FAC0024,2024,2024-08,44128.52,40,77731,6051.48,623,2532.2,63832.0,GO,0.2816,15.7017
BANK01,,136300,38.3821,19.191,UI0000861,FAC0024,2024,2024-09,40422.82,50,61982,7305.39,624,2296.8,68150.0,I-REC,0.2816,12.5204
BANK01,,123924,34.897,13.9588,UI0000862,FAC0024,2024,2024-10,38000.59,60,57069,4674.75,632,2268.64,74354.4,GO,0.2816,11.5279
BANK01,,128825,36.2771,14.5108,UI0000863,FAC0024,2024,2024-11,34357.04,60,67685,9187.66,717,3354.66,77295.0,I-REC,0.2816,13.6724
BANK01,,183926,51.7936,25.8968,UI0000864,FAC0024,2024,2024-12,47553.26,50,82279,10809.73,527,2449.38,91963.0,I-REC,0.2816,16.6204
BANK01,,11824,4.6279,2.7767,UI0000865,FAC0025,2022,2022-01,3376.85,40,4889,385.49,1104,4456.43,4729.6,GO,0.3914,0.9876
BANK01,,10116,3.9594,3.1675,UI0000866,FAC0025,2022,2022-02,2445.59,20,5156,571.63,702,3132.5,2023.2,GO,0.3914,1.0415
BANK01,,8406,3.2901,2.6321,UI0000867,FAC0025,2022,2022-03,2478.09,20,4098,372.7,1206,4921.56,1681.2,GO,0.3914,0.8278
BANK01,,8456,3.3097,2.6477,UI0000868,FAC0025,2022,2022-04,2069.16,20,4106,553.64,909,4091.61,1691.2,I-REC,0.3914,0.8294
BANK01,,8274,3.2384,1.9431,UI0000869,FAC0025,2022,2022-05,2428.62,40,4113,515.33,766,3515.64,3309.6,GO,0.3914,0.8308
BANK01,,9464,3.7042,1.8521,UI0000870,FAC0025,2022,2022-06,3004.69,50,4637,358.61,1228,4131.55,4732.0,GO,0.3914,0.9367
BANK01,,9487,3.7132,2.2279,UI0000871,FAC0025,2022,2022-07,2706.43,40,4204,544.1,966,3118.4,3794.8,GO,0.3914,0.8492
BANK01,,9214,3.6064,1.8032,UI0000872,FAC0025,2022,2022-08,2734.72,50,4405,332.95,1312,6416.36,4607.0,GO,0.3914,0.8898
BANK01,,7958,3.1148,2.1803,UI0000873,FAC0025,2022,2022-09,2360.94,30,3426,346.61,1188,4935.17,2387.4,I-REC,0.3914,0.6921
BANK01,,8013,3.1363,1.5681,UI0000874,FAC0025,2022,2022-10,2098.83,50,3529,301.63,1218,5576.78,4006.5,I-REC,0.3914,0.7129
BANK01,,7551,2.9555,2.3644,UI0000875,FAC0025,2022,2022-11,2156.84,20,4047,414.93,804,3616.4,1510.2,I-REC,0.3914,0.8175
BANK01,,11558,4.5238,2.2619,UI0000876,FAC0025,2022,2022-12,2112.76,50,5234,639.12,715,2319.26,5779.0,I-REC,0.3914,1.0573
BANK01,,10193,3.8733,2.324,UI0000877,FAC0025,2023,2023-01,3051.75,40,5045,700.92,575,2078.48,4077.2,I-REC,0.38,1.0191
BANK01,,11064,4.2043,1.6817,UI0000878,FAC0025,2023,2023-02,2056.98,60,4778,354.22,659,2677.01,6638.4,GO,0.38,0.9652
BANK01,,8588,3.2634,2.2844,UI0000879,FAC0025,2023,2023-03,1597.2,30,3942,366.38,1214,5776.99,2576.4,GO,0.38,0.7963
BANK01,,7738,2.9404,2.0583,UI0000880,FAC0025,2023,2023-04,2374.09,30,3881,525.05,723,3318.68,2321.4,GO,0.38,0.784
BANK01,,8112,3.0826,1.8495,UI0000881,FAC0025,2023,2023-05,2499.32,40,3502,264.47,1140,4993.67,3244.8,GO,0.38,0.7074
BANK01,,9873,3.7517,2.251,UI0000882,FAC0025,2023,2023-06,2265.38,40,4638,583.89,997,3111.35,3949.2,GO,0.38,0.9369
BANK01,,8882,3.3752,1.3501,UI0000883,FAC0025,2023,2023-07,1711.11,60,4397,502.58,810,2902.88,5329.2,GO,0.38,0.8882
BANK01,,10180,3.8684,1.5474,UI0000884,FAC0025,2023,2023-08,3001.65,60,4171,361.87,820,3259.24,6108.0,I-REC,0.38,0.8425
BANK01,,7556,2.8713,2.0099,UI0000885,FAC0025,2023,2023-09,1761.88,30,3607,314.63,1230,6043.04,2266.8,GO,0.38,0.7286
BANK01,,8245,3.1331,1.8799,UI0000886,FAC0025,2023,2023-10,2028.39,40,3840,317.64,1201,3670.67,3298.0,I-REC,0.38,0.7757
BANK01,,7511,2.8542,1.1417,UI0000887,FAC0025,2023,2023-11,1782.96,60,3791,356.42,1321,4621.85,4506.6,I-REC,0.38,0.7658
BANK01,,10055,3.8209,1.9104,UI0000888,FAC0025,2023,2023-12,1906.59,50,4547,542.62,1177,4501.34,5027.5,I-REC,0.38,0.9185
BANK01,,9555,3.5248,1.0575,UI0000889,FAC0025,2024,2024-01,3002.62,70,4478,414.81,1322,6323.51,6688.5,I-REC,0.3689,0.9046
BANK01,,10186,3.7576,1.503,UI0000890,FAC0025,2024,2024-02,2417.58,60,5224,462.8,1047,5183.31,6111.6,I-REC,0.3689,1.0552
BANK01,,8633,3.1847,1.9108,UI0000891,FAC0025,2024,2024-03,1717.55,40,3309,458.66,1073,3236.75,3453.2,GO,0.3689,0.6684
BANK01,,7336,2.7063,1.6238,UI0000892,FAC0025,2024,2024-04,1590.9,40,3588,316.25,886,3137.48,2934.4,I-REC,0.3689,0.7248
BANK01,,7294,2.6908,1.0763,UI0000893,FAC0025,2024,2024-05,2123.97,60,3832,516.78,741,3075.66,4376.4,GO,0.3689,0.7741
BANK01,,9802,3.616,1.4464,UI0000894,FAC0025,2024,2024-06,2718.33,60,4051,527.6,941,4063.76,5881.2,GO,0.3689,0.8183
BANK01,,9863,3.6385,1.8192,UI0000895,FAC0025,2024,2024-07,2014.41,50,4872,524.04,1262,5952.09,4931.5,I-REC,0.3689,0.9841
BANK01,,10503,3.8746,1.5498,UI0000896,FAC0025,2024,2024-08,2999.82,60,4465,422.13,1146,5399.22,6301.8,GO,0.3689,0.9019
BANK01,,7485,2.7612,0.8284,UI0000897,FAC0025,2024,2024-09,1489.59,70,3888,405.78,815,3184.23,5239.5,GO,0.3689,0.7854
BANK01,,8514,3.1408,1.8845,UI0000898,FAC0025,2024,2024-10,2472.78,40,3297,405.63,1299,6077.1,3405.6,I-REC,0.3689,0.666
BANK01,,8408,3.1017,1.861,UI0000899,FAC0025,2024,2024-11,1752.51,40,3848,524.47,1146,4791.76,3363.2,GO,0.3689,0.7773
BANK01,,11082,4.0881,2.0441,UI0000900,FAC0025,2024,2024-12,2845.56,50,5252,530.57,950,4270.08,5541.0,GO,0.3689,1.0609
BANK01,,31181,12.2042,6.1021,UI0000901,FAC0026,2022,2022-01,6852.18,50,12443,1284.65,167,505.65,15590.5,I-REC,0.3914,2.5135
BANK01,,27124,10.6163,8.4931,UI0000902,FAC0026,2022,2022-02,7246.89,20,12470,971.29,129,632.49,5424.8,I-REC,0.3914,2.5189
BANK01,,20094,7.8648,6.2918,UI0000903,FAC0026,2022,2022-03,4140.98,20,10525,830.84,276,901.55,4018.8,GO,0.3914,2.1261
BANK01,,20400,7.9846,4.7907,UI0000904,FAC0026,2022,2022-04,3865.69,40,9223,1192.69,134,633.11,8160.0,GO,0.3914,1.863
BANK01,,20264,7.9313,4.7588,UI0000905,FAC0026,2022,2022-05,4924.75,40,9061,719.23,133,470.43,8105.6,GO,0.3914,1.8303
BANK01,,25012,9.7897,4.8948,UI0000906,FAC0026,2022,2022-06,6916.45,50,10916,1405.11,248,878.97,12506.0,I-REC,0.3914,2.205
BANK01,,26506,10.3744,7.2621,UI0000907,FAC0026,2022,2022-07,7888.89,30,11254,1294.52,191,595.73,7951.8,GO,0.3914,2.2733
BANK01,,26076,10.2061,7.1443,UI0000908,FAC0026,2022,2022-08,5220.1,30,12357,1104.63,144,706.21,7822.8,GO,0.3914,2.4961
BANK01,,19388,7.5885,5.3119,UI0000909,FAC0026,2022,2022-09,5510.4,30,10336,1434.71,222,1050.3,5816.4,GO,0.3914,2.0879
BANK01,,21727,8.5039,6.8032,UI0000910,FAC0026,2022,2022-10,6927.87,20,9297,1198.74,158,724.73,4345.4,I-REC,0.3914,1.878
BANK01,,20062,7.8523,5.4966,UI0000911,FAC0026,2022,2022-11,4095.35,30,8920,686.64,269,1094.06,6018.6,I-REC,0.3914,1.8018
BANK01,,29240,11.4445,5.7223,UI0000912,FAC0026,2022,2022-12,5669.35,50,11950,1155.61,179,554.99,14620.0,I-REC,0.3914,2.4139
BANK01,,25244,9.5927,5.7556,UI0000913,FAC0026,2023,2023-01,4742.15,40,13030,1760.32,204,929.85,10097.6,I-REC,0.38,2.6321
BANK01,,25354,9.6345,3.8538,UI0000914,FAC0026,2023,2023-02,7734.41,60,12486,1235.96,262,857.02,15212.4,GO,0.38,2.5222
BANK01,,21279,8.086,5.6602,UI0000915,FAC0026,2023,2023-03,3859.94,30,9096,932.7,290,1220.85,6383.7,GO,0.38,1.8374
BANK01,,19008,7.223,3.6115,UI0000916,FAC0026,2023,2023-04,5963.65,50,8900,973.8,169,511.17,9504.0,I-REC,0.38,1.7978
BANK01,,22233,8.4485,5.0691,UI0000917,FAC0026,2023,2023-05,6344.61,40,9134,661.51,206,804.01,8893.2,I-REC,0.38,1.8451
BANK01,,23900,9.082,3.6328,UI0000918,FAC0026,2023,2023-06,6197.08,60,10910,1331.32,219,864.0,14340.0,GO,0.38,2.2038
BANK01,,23466,8.9171,6.242,UI0000919,FAC0026,2023,2023-07,4305.85,30,11574,1477.47,152,552.13,7039.8,GO,0.38,2.3379
BANK01,,27807,10.5667,7.3967,UI0000920,FAC0026,2023,2023-08,8893.54,30,12482,970.69,254,846.93,8342.1,I-REC,0.38,2.5214
BANK01,,22272,8.4634,5.9244,UI0000921,FAC0026,2023,2023-09,5427.03,30,10583,967.79,208,793.34,6681.6,GO,0.38,2.1378
BANK01,,23008,8.743,4.3715,UI0000922,FAC0026,2023,2023-10,5085.67,50,8995,1124.88,166,797.59,11504.0,GO,0.38,1.817
BANK01,,19653,7.4681,5.2277,UI0000923,FAC0026,2023,2023-11,3933.94,30,8994,743.59,238,1147.81,5895.9,GO,0.38,1.8168
BANK01,,26686,10.1407,7.0985,UI0000924,FAC0026,2023,2023-12,6982.87,30,11832,1080.93,290,1347.51,8005.8,I-REC,0.38,2.3901
